"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2014,"N","SG",2883010.57471215,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643821.70786241,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102787.19412422,3966,4678,4797,4791,4940,5941
2017,"N","SG",5679224.81054208,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139736.338632,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.13976052,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16940523,1742,2110,2132,2169,2234,2990
2011,"N","SB",379891.03912965,2149,2468,2579,2554,2586,3163
2012,"N","SB",357765.24884202,1336,1627,1633,1647,1682,2146
2013,"N","SB",178620.51524931,1268,1540,1579,1578,1608,2157
2014,"N","SB",83434.34223594,2350,2714,2783,2784,2840,3393
2015,"N","SB",135523.6279074,2433,2804,2886,2874,2915,3146
2016,"N","SB",53449.66636065,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10337742,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94950.15991938,1431,1742,1775,1779,1870,2047
2009,"N","AL",62469.41057604,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72357062,1642,1888,1888,1935,1908,2469
2011,"N","AL",37537.13931183,1265,1576,1722,1716,1896,2015
2012,"N","AL",17601.1553124,938.1,1173,1192,1200,1252,1337
2013,"N","AL",77443.28350623,489.3,817.1,894.3,860.5,944.1,1456
2014,"N","AL",144790.14322215,2196,2429,2475,2464,2525,2575
2015,"N","AL",69849.5244552,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54189275,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.5859929,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",51748813.4541818,1826,9278,9498,9478,9864,11230
2007,"Y","MZ",76355541.7156326,4519,9742,9970,9920,10060,10640
2008,"Y","MZ",93309213.0494505,11220,12070,12190,12200,12360,13070
2009,"Y","MZ",99488703.3563064,10660,11880,12000,12040,12280,13270
2010,"Y","MZ",74387617.4186533,2875,9492,9737,9805,9984,11650
2011,"Y","MZ",87632163.6169864,4697,10210,10490,10500,10940,11660
2012,"Y","MZ",65689593.1060247,3034,8769,9067,8926,9180,9877
2013,"Y","MZ",61728400.5402507,2792,10220,10380,10320,10570,11570
2014,"Y","MZ",69034791.9744364,3467,10610,10800,10790,11100,12440
2015,"Y","MZ",80806802.5112929,6242,12470,12580,12560,12790,13380
2016,"Y","MZ",82451091.2446626,4213,11030,11230,11240,11510,12500
2017,"Y","MZ",99366014.0034591,4069,13290,13400,13340,13500,13740
2006,"Y","WH",1221876.33651612,1596,4617,4651,4640,4761,4903
2007,"Y","WH",468154.29586851,2935,3133,3134,3143,3159,3335
2008,"Y","WH",316974.16622592,3208,3821,3908,3922,4125,4177
2009,"Y","WH",1011589.56805167,4218,4525,4560,4519,4562,4787
2010,"Y","WH",926988.38227773,4452,4633,4633,4744,4984,5147
2011,"Y","WH",223356.73815459,1549,4176,4247,4192,4436,4728
2012,"Y","WH",1551441.34123596,3945,4325,4363,4374,4431,4721
2013,"Y","WH",1086045.41756124,1458,3998,4047,3983,4087,4339
2014,"Y","WH",2186861.44818663,437.4,3749,3838,3854,4013,4968
2015,"Y","WH",1772335.41206607,292.4,1598,1616,2184,2988,3327
2016,"Y","WH",3832258.95725562,4231,4484,4668,4583,4675,5157
2017,"Y","WH",1519129.85360094,1010,4523,4622,4556,4676,5293
2006,"Y","SG",3904570.62119349,4342,5282,5320,5342,5452,5977
2007,"Y","SG",620362.77122394,3579,5315,5366,5352,5378,5940
2008,"Y","SG",890535.45504141,4161,5344,5367,5398,5492,6019
2009,"Y","SG",613490.67306099,5192,5904,5909,5907,5919,6299
2010,"Y","SG",734364.04665744,4246,5162,5337,5326,5451,5710
2011,"Y","SG",771394.04945496,4015,5015,5046,5087,5124,5680
2012,"Y","SG",754703.45917551,3397,4913,5015,4936,5032,5032
2013,"Y","SG",4253558.01844851,2962,4389,4516,4494,4605,5111
2014,"Y","SG",7243698.61847484,4128,5620,5639,5697,5847,6232
2015,"Y","SG",7191704.71128996,4527,5705,5751,5752,5847,6106
2016,"Y","SG",6192683.15327208,4093,5299,5409,5403,5518,5871
2017,"Y","SG",3339534.45847788,5196,5676,5715,5727,5813,5945
2006,"Y","SB",785507.84138268,2869,3200,3228,3245,3306,3662
2007,"Y","SB",1958876.00739684,2692,3069,3079,3104,3153,3483
2008,"Y","SB",4321319.12236026,2571,3298,3312,3351,3478,3572
2009,"Y","SB",5456812.9930452,3063,3526,3544,3587,3687,3919
2010,"Y","SB",6847986.40683813,2137,2997,3059,3072,3137,3572
2011,"Y","SB",4683215.80541673,2389,2927,3024,3062,3256,3400
2012,"Y","SB",3446031.61050741,1662,2815,2835,2846,2914,2957
2013,"Y","SB",3846554.46883134,1438,2669,2742,2724,2766,3149
2014,"Y","SB",2618063.4738915,2595,3439,3486,3506,3630,3797
2015,"Y","SB",3992590.21775409,2590,3502,3517,3533,3583,3644
2016,"Y","SB",2300595.45060177,2675,3205,3281,3272,3352,3455
2017,"Y","SB",4008064.31195751,2923,3619,3674,3667,3708,3832
2006,"Y","AL",1026972.16933446,2592,2899,2929,2973,3063,3108
2007,"Y","AL",903660.65345025,1853,3036,3045,3074,3154,3168
2008,"Y","AL",859140.50906871,2925,2958,3088,3028,3096,3103
2009,"Y","AL",360785.19297402,2994,3117,3122,3147,3124,3269
2010,"Y","AL",735150.68852355,2173,2748,2807,2836,2910,3001
2011,"Y","AL",657944.57881116,2406,2670,2787,2760,2880,2924
2012,"Y","AL",366556.56269976,1252,2369,2395,2443,2562,2585
2013,"Y","AL",494155.0869354,593.6,1694,1821,1857,2062,2529
2014,"Y","AL",879385.89623409,2438,3190,3235,3222,3281,3332
2015,"Y","AL",458614.79482527,1741,2772,2809,2726,2810,2971
2016,"Y","AL",346226.45906304,1347,2585,2619,2646,2795,2819
2017,"Y","AL",493292.36623392,1902,2826,2946,2888,2964,2966
