"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2016,"etac",139510770.657388,139.510770657388,325.4,522.3,571.4,572.4,646.3,933.7
2017,"etac",162232881.242767,162.232881242767,402.5,602.8,670.9,665.6,728,912.2
2006,"esac",77131892.0193174,77.1318920193174,235.3,302.8,312.2,316.5,327.5,463.6
2007,"esac",84830637.1199436,84.8306371199436,220.5,335.8,349.6,348,369.8,420.6
2008,"esac",86305149.9721431,86.3051499721431,240.9,341.4,348.3,354.1,364.6,456.9
2009,"esac",92632918.0757967,92.6329180757967,287.1,359.8,377.3,380.1,413.7,545.6
2010,"esac",76798739.40507,76.79873940507,192.7,295.1,322.3,315.1,340.7,460.1
2011,"esac",84945983.2249275,84.9459832249275,241.6,323.8,338.7,348.5,396.5,538.1
2012,"esac",61193684.2694382,61.1936842694382,157.3,231.2,257.6,251.1,277.2,341.4
2013,"esac",75263396.8594437,75.2633968594437,184.2,291.6,313.9,308.8,331.3,436.5
2014,"esac",75435485.4729981,75.4354854729981,243.5,287.4,303.3,309.5,328.6,491.6
2015,"esac",89451295.2167589,89.4512952167589,220.2,355.8,374,367,398.2,574.5
2016,"esac",75037922.7922746,75.0379227922746,229.5,292.2,307.1,307.9,321,463.4
2017,"esac",80986755.1450437,80.9867551450437,261.8,298.5,337.5,332.3,356.5,560.3
2006,"epac",49574761.090047,49.574761090047,0,157.1,211.2,203.4,299.3,495.8
2007,"epac",49946967.6601806,49.9469676601806,0,157.7,242.4,204.9,315.4,421.7
2008,"epac",55190384.7478893,55.1903847478893,0,111.1,255.2,226.4,344.8,590
2009,"epac",47445863.5237878,47.4458635237878,0,0,227.3,194.7,315.8,445.7
2010,"epac",53529266.9152665,53.5292669152665,0,182.4,265.2,219.6,317.8,619.1
2011,"epac",55322109.2136042,55.3221092136042,0,0,315.6,227,358.2,631.9
2012,"epac",51244868.7597258,51.2448687597258,0,153.8,191.8,210.3,331.1,625.5
2013,"epac",40854265.0432857,40.8542650432857,0,0,201.5,167.6,276.2,461.3
2014,"epac",55815435.6464727,55.8154356464727,0,94.7,269.1,229,341.8,587.9
2015,"epac",57653990.4240153,57.6539904240153,0,40.57,258.4,236.5,383.4,514.1
2016,"epac",64472847.8595795,64.4728478595795,0,210.4,266.4,264.5,337.1,689.6
2017,"epac",81246126.0971331,81.2461260971331,0,241.9,358.1,333.3,392.1,596.5
2006,"rofc",126298.7788986,0.1262987788986,0,0,0,0.5182,0,97.52
2007,"rofc",22919.1441102,0.0229191441102,0,0,0,0.09403,0,38.06
2008,"rofc",533218.4352729,0.5332184352729,0,0,0,2.188,0.4519,174.1
2009,"rofc",536620.1067189,0.5366201067189,0,0,0,2.202,0,148
2010,"rofc",72343.0941624,0.0723430941624,0,0,0,0.2968,0,136.8
2011,"rofc",942589.9790604,0.9425899790604,0,0,0,3.867,0,142.2
2012,"rofc",1673085.9653199,1.6730859653199,0,4.847,6.125,6.864,8.673,111.9
2013,"rofc",198176.824494,0.198176824494,0,0,0,0.8131,0.03846,115.5
2014,"rofc",120315.6619128,0.1203156619128,0,0,0,0.4936,0,115.3
2015,"rofc",1460707.2924984,1.4607072924984,0,0,3.978,5.993,10.59,169.3
2016,"rofc",3874805.8854543,3.8748058854543,0,0.2644,13.71,15.9,25.57,132.2
2017,"rofc",355468.3092846,0.3554683092846,0,0,0,1.458,0,320.9
