"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2009,"Y","MZ",93216646.387466,9904,11240,11300,11280,11360,12690
2010,"Y","MZ",66936429.2406688,2875,8421,8879,8823,9142,11090
2011,"Y","MZ",80865993.5434928,8074,9509,9778,9810,10260,11440
2012,"Y","MZ",57504785.709048,3034,7820,7904,7814,7993,9108
2013,"Y","MZ",56481514.4259114,2792,9168,9409,9445,9780,10970
2014,"Y","MZ",64488756.1892323,3467,9901,10150,10080,10410,12270
2015,"Y","MZ",76543306.5451783,6242,11750,12050,11900,12320,13340
2016,"Y","MZ",75818744.6800866,4213,10200,10430,10340,10590,11630
2017,"Y","MZ",96087068.6821838,4069,12660,13010,12900,13190,13680
2006,"Y","WH",1151074.07117451,4196,4371,4410,4441,4530,4735
2007,"Y","WH",223971.57123876,2935,3121,3126,3134,3134,3335
2008,"Y","WH",285207.00968466,2679,3160,3659,3529,3732,3854
2009,"Y","WH",1009037.75146416,4217,4524,4545,4508,4549,4787
2010,"Y","WH",873664.29570078,4441,4625,4625,4735,4949,5139
2011,"Y","WH",210601.97514351,2673,4075,4253,4186,4260,4602
2012,"Y","WH",1521960.67386333,3881,4222,4265,4291,4319,4636
2013,"Y","WH",1018891.69098849,1458,3703,3797,3744,3887,4236
2014,"Y","WH",1991976.01134183,383.4,3276,3572,3510,3698,4338
2015,"Y","WH",1761511.33679778,284.4,1598,1616,2170,2973,3311
2016,"Y","WH",3846408.74128431,4200,4457,4662,4575,4668,5155
2017,"Y","WH",1492858.95026157,1010,4447,4552,4476,4612,5074
2006,"Y","SG",3788786.77788222,4342,5108,5154,5184,5307,5935
2007,"Y","SG",581280.53698926,3579,4942,5023,5014,5050,5868
2008,"Y","SG",840163.49230176,4163,5019,5062,5093,5104,6006
2009,"Y","SG",586974.61318392,5013,5625,5652,5652,5675,6296
2010,"Y","SG",676849.61080566,4246,4828,4893,5007,5189,5497
2011,"Y","SG",1607.86964646,4192,4192,4192,4466,4466,5288
2012,"Y","SG",710975.62450332,3397,4578,4741,4650,4774,4774
2013,"Y","SG",3961050.46489935,2962,4052,4166,4185,4319,4915
2014,"Y","SG",7014787.47430866,4128,5397,5514,5517,5653,6216
2015,"Y","SG",6922901.89201842,4527,5466,5549,5537,5617,6066
2016,"Y","SG",5334017.10377661,4093,4999,5140,5167,5334,5493
2017,"Y","SG",3267357.43312449,5108,5567,5594,5601,5697,5823
2006,"Y","SB",756086.87689416,2710,3066,3079,3123,3226,3566
2007,"Y","SB",1811173.85410806,2463,2824,2836,2870,2928,3360
2008,"Y","SB",3965366.26866546,2619,2960,2970,3077,3196,3379
2009,"Y","SB",5104215.68424246,2926,3293,3311,3355,3454,3869
2010,"Y","SB",6460740.66659913,2137,2789,2877,2898,3014,3514
2011,"Y","SB",1622313.49355658,2279,2678,3045,2908,3076,3145
2012,"Y","SB",3142949.98271553,1662,2557,2597,2596,2648,2745
2013,"Y","SB",3404970.32537556,1458,2338,2422,2411,2440,2857
2014,"Y","SB",2491917.93894348,2595,3265,3324,3338,3417,3749
2015,"Y","SB",3796914.63054447,2590,3308,3348,3359,3451,3559
2016,"Y","SB",2154513.76031862,2500,3003,3048,3068,3161,3259
2017,"Y","SB",3831197.84425089,2923,3477,3489,3505,3566,3798
2006,"Y","AL",980259.65783829,2470,2787,2852,2838,2911,3003
2007,"Y","AL",840854.66570415,1853,2793,2839,2861,2956,3001
2008,"Y","AL",743796.05569803,2506,2538,2689,2621,2690,2713
2009,"Y","AL",350716.73827257,2884,3027,3032,3059,3043,3178
2010,"Y","AL",707025.47273604,2173,2630,2695,2728,2840,2875
2011,"Y","AL",583838.30138085,2252,2490,2529,2560,2638,2673
2012,"Y","AL",344722.43643993,1252,2255,2274,2298,2349,2422
2013,"Y","AL",415592.29419228,593.6,1452,1546,1562,1627,2116
2014,"Y","AL",852560.97107427,2439,3083,3149,3123,3183,3231
2015,"Y","AL",446037.4482894,1703,2662,2711,2652,2758,2929
2016,"Y","AL",326462.51233116,1347,2444,2494,2495,2643,2704
2017,"Y","AL",461501.69772753,1902,2628,2763,2707,2778,2817
