"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10995660.5303752,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211343.6196762,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13472700.1872037,5527,6156,6390,6289,6439,7414
2009,"N","MZ",17779972.8660556,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.7595327,2144,3294,3789,3880,4158,7040
2011,"N","MZ",20010085.8960306,4324,5471,6176,6177,6736,11000
2012,"N","MZ",14030643.2665976,2335,3695,3840,3783,3967,4177
2013,"N","MZ",15113193.6571182,2680,4077,4522,4412,4854,6330
2014,"N","MZ",13997926.143006,3461,5053,5374,5254,5562,7354
2015,"N","MZ",29853182.0826258,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19685886.9802825,3901,5429,5639,5622,5890,10890
2017,"N","MZ",28875712.7473473,3435,6500,7581,7331,8190,9092
2006,"N","WH",5258708.28235161,1391,1731,1880,1812,1943,2223
2007,"N","WH",3830178.82645017,2760,3011,3092,3071,3134,3354
2008,"N","WH",2267009.25452289,540.8,638.6,685.3,767.9,761.8,2096
2009,"N","WH",4251454.59869892,3364,4152,4261,4254,4372,4753
2010,"N","WH",8408904.90378165,4343,4788,4877,4853,4972,5177
2011,"N","WH",1039458.90540789,776.2,1377,1618,1881,2504,3217
2012,"N","WH",11737480.5927938,3036,4230,4338,4293,4411,4497
2013,"N","WH",2506243.82383395,986.4,1763,1829,1893,2018,2734
2014,"N","WH",5542666.11683433,209.2,1304,1508,1518,1837,2609
2015,"N","WH",2240899.07536458,202.3,490.4,1328,1333,1934,2761
2016,"N","WH",11335013.3682903,3101,4509,4636,4623,4794,5083
2017,"N","WH",5593611.64818411,1010,2361,2515,2520,2775,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184722,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344742.93426884,3773,4558,4678,4596,4692,6028
2009,"N","SG",2099713.1494104,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46898376,3481,4137,4452,4369,4528,5188
2011,"N","SG",1441570.11486192,3442,4101,4702,4552,4751,5769
2012,"N","SG",596272.25560734,2844,3403,3493,3456,3525,3642
2013,"N","SG",1829676.86935137,1866,2724,2860,2892,3129,4090
2014,"N","SG",2883101.39955063,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643985.25521405,4042,4977,5141,5137,5290,6063
2016,"N","SG",4647903.59449755,3966,4683,4807,4813,4989,5941
2017,"N","SG",5679224.81377218,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",141394.51570347,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.1397526,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16986243,1742,2110,2132,2169,2234,2990
2011,"N","SB",2893794.2401176,2149,2447,2572,2583,2617,3220
2012,"N","SB",357554.0779317,1336,1627,1633,1646,1682,2146
2013,"N","SB",178709.18590044,1268,1540,1579,1578,1626,2157
2014,"N","SB",83436.24569355,2350,2714,2783,2784,2840,3393
2015,"N","SB",135504.32016996,2433,2804,2886,2873,2915,3147
2016,"N","SB",55334.88192294,2085,2617,2747,2709,2861,3016
2017,"N","SB",143766.10381671,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94961.60524503,1431,1742,1775,1779,1872,2047
2009,"N","AL",62469.41057613,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72356027,1642,1888,1888,1935,1908,2469
2011,"N","AL",63468.02004057,1265,1645,1896,1970,2504,2516
2012,"N","AL",17602.93765035,938.1,1173,1192,1200,1252,1337
2013,"N","AL",77352.82581384,489.3,817.1,905.9,859.5,944.7,1411
2014,"N","AL",144790.84169973,2196,2429,2475,2464,2525,2575
2015,"N","AL",69774.36474888,1212,1753,1840,1820,1923,1988
2016,"N","AL",45058.54134069,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.59120723,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",48058131.0378,1826,8606,8954,8805,9042,9956
2007,"Y","MZ",67932060.4676789,4519,8708,8826,8826,9090,10300
2008,"Y","MZ",85108595.8356932,9792,10800,11100,11130,11410,12440
