"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",7522025.85,7.52202585,31.75,95.25,95.25,106.9,127,158.8
2007,"irrigation",8263204.19999999,8.26320419999999,31.75,95.25,95.25,93.45,95.25,158.8
2008,"irrigation",6508242,6.508242,31.75,63.5,63.5,68.74,63.5,190.5
2009,"irrigation",6458921.55000001,6.45892155000001,31.75,63.5,63.5,63.14,63.5,95.25
2010,"irrigation",11160023.4,11.1600234,31.75,95.25,95.25,107.3,127,254
2011,"irrigation",2936481.3,2.9364813,31.75,31.75,31.75,32.34,31.75,158.8
2012,"irrigation",14343907.05,14.34390705,31.75,158.8,158.8,154.9,158.8,349.2
2013,"irrigation",9561509.325,9.561509325,31.75,95.25,95.25,107.3,127,222.2
2014,"irrigation",7734023.775,7.734023775,31.75,63.5,63.5,83.13,95.25,317.5
2015,"irrigation",8911342.35,8.91134235,31.75,95.25,95.25,89.89,95.25,158.8
2016,"irrigation",8186908.95,8.18690895,31.75,63.5,95.25,80.51,95.25,190.5
2017,"irrigation",8492747.175,8.492747175,31.75,63.5,95.25,86.57,95.25,190.5
2006,"recharge",5543624.0498211,5.5436240498211,0,0,0,22.74,16.5,254.7
2007,"recharge",19353695.4755748,19.3536954755748,0,46.54,78.43,79.41,105.1,306.5
2008,"recharge",14647996.0147644,14.6479960147644,0,2.953,30.56,60.1,92.39,401.2
2009,"recharge",35685523.3315932,35.6855233315932,0,100.5,115.5,146.4,237,402.8
2010,"recharge",22528459.8554004,22.5284598554004,0,64.44,78,92.43,110.7,372.6
2011,"recharge",18197155.8134019,18.1971558134019,0,0,10.42,74.66,164.4,398
2012,"recharge",6876486.957582,6.876486957582,0,0,20.43,28.21,37.14,153
2013,"recharge",4852249.5192273,4.8522495192273,0,0,0,19.91,25.57,209.3
2014,"recharge",10535489.119827,10.535489119827,0,0,21.73,43.23,51.13,316.3
2015,"recharge",23880458.6117442,23.8804586117442,0,28.42,70.67,97.98,156.5,406
2016,"recharge",24300005.2727877,24.3000052727877,0,70.56,91.29,99.7,105.6,427.4
2017,"recharge",58189068.6688332,58.1890686688332,34.05,207.5,242.7,238.7,268,518.7
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
2011,"precip",NA,NA,NA,NA,NA,610.266387815992,NA,NA
2012,"precip",NA,NA,NA,NA,NA,345.733619495299,NA,NA
2013,"precip",NA,NA,NA,NA,NA,417.888931739127,NA,NA
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
2015,"precip",NA,NA,NA,NA,NA,620.523664360041,NA,NA
2016,"precip",NA,NA,NA,NA,NA,559.605731018337,NA,NA
2017,"precip",NA,NA,NA,NA,NA,795.535262431042,NA,NA
2006,"etac",124414168.479449,124.414168479449,333.5,460.9,517,510.5,582.7,732.9
2007,"etac",132000352.696734,132.000352696734,369.8,482.2,563.8,541.6,633.7,731
2008,"etac",137287312.193547,137.287312193547,383.2,466.2,586.5,563.3,637.2,802
2009,"etac",137270572.815632,137.270572815632,407.3,429,595.8,563.2,645,778.4
2010,"etac",127129266.608241,127.129266608241,331.5,474.6,538,521.6,611.8,822.5
2011,"etac",135656825.481042,135.656825481042,376.3,412.4,596.9,556.6,645.9,866.1
2012,"etac",108590847.852326,108.590847852326,252.8,386.5,424.4,445.5,564.7,780.4
2013,"etac",111910384.895431,111.910384895431,318.8,347.1,479.8,459.2,541.5,678.3
2014,"etac",129532014.6917,129.5320146917,331.9,423.6,555.9,531.5,618.1,849.6
2015,"etac",145285637.219777,145.285637219777,384.7,444.6,619.5,596.1,716.4,833.7
2016,"etac",136992209.591037,136.992209591037,325.4,520.8,559.9,562.1,625.9,903.7
2017,"etac",161017642.89379,161.01764289379,402.5,602.8,665.6,660.6,716.2,886.3
2006,"esac",76436804.5648974,76.4368045648974,235.3,299.7,308,313.6,322.9,463.6
2007,"esac",84683452.9763322,84.6834529763322,220.5,335.8,349.5,347.4,367.8,420.6
2008,"esac",86157367.115796,86.157367115796,242.2,340.4,347.5,353.5,364.6,456.9
2009,"esac",92460316.5102447,92.4603165102447,287.1,357.9,376.7,379.4,413.7,545.6
2010,"esac",75574928.6179164,75.5749286179164,192.7,293.2,311.4,310.1,333.6,460.1
2011,"esac",84333547.0328571,84.3335470328571,240.8,319.1,328.5,346,396.5,538.1
2012,"esac",60412109.3623206,60.4121093623206,157.3,230.5,256.2,247.9,271.5,341.4
2013,"esac",75241750.411368,75.241750411368,184.2,291.5,311.7,308.7,331.7,436.5
2014,"esac",74987148.8649015,74.9871488649015,243.5,284.3,300.7,307.7,328.2,491.6
2015,"esac",88564311.5366808,88.5643115366808,220.2,350.2,367.3,363.4,398.2,574.5
2016,"esac",74567215.813662,74.567215813662,229.8,291.3,305,305.9,319.3,463.4
2017,"esac",80572693.3421805,80.5726933421805,261.8,298.5,333.6,330.6,354.6,560.3
2006,"epac",47977363.9174563,47.9773639174563,0,157.1,211,196.8,288.1,457.5
2007,"epac",47316899.7045585,47.3168997045585,0,157.7,242,194.1,286.6,393.1
2008,"epac",51129945.0895293,51.1299450895293,0,111.1,254.9,209.8,295.6,559.8
2009,"epac",44810256.3099876,44.8102563099876,0,0,226.2,183.9,289.3,440.4
2010,"epac",51554337.9885315,51.5543379885315,0,182.4,263.7,211.5,301.7,599.2
2011,"epac",51323278.4489988,51.3232784489988,0,0,270.2,210.6,323,570.4
2012,"epac",48178738.4821803,48.1787384821803,0,153.2,191.8,197.7,295.7,578.2
2013,"epac",36668634.4848735,36.6686344848735,0,0,188.5,150.4,228.6,417.5
2014,"epac",54544865.8288023,54.5448658288023,0,94.7,268.4,223.8,328.3,519.2
2015,"epac",56721325.6854675,56.7213256854675,0,32.35,256.7,232.7,373.6,503.6
2016,"epac",62424993.7760031,62.4249937760031,0,210.2,255.1,256.1,320.7,662
2017,"epac",80444949.5470986,80.4449495470986,0,240.5,353.7,330.1,383.1,590.8
2006,"rofc",127845.651852,0.127845651852,0,0,0,0.5245,0,97.52
2007,"rofc",22919.1441102,0.0229191441102,0,0,0,0.09403,0,38.06
2008,"rofc",522815.8688019,0.5228158688019,0,0,0,2.145,0.4519,151.9
2009,"rofc",536619.6729198,0.5366196729198,0,0,0,2.202,0,148
2010,"rofc",70636.7426049,0.0706367426049,0,0,0,0.2898,0,107.3
2011,"rofc",722996.3758176,0.7229963758176,0,0,0,2.966,0,159.7
2012,"rofc",1663512.3467253,1.6635123467253,0,4.847,6.125,6.825,8.673,82.38
2013,"rofc",204891.6631509,0.2048916631509,0,0,0,0.8406,0.03846,115.5
2014,"rofc",121168.0901799,0.1211680901799,0,0,0,0.4971,0,115.3
2015,"rofc",1450194.6532086,1.4501946532086,0,0,3.978,5.95,10.59,169.3
2016,"rofc",3878735.733072,3.878735733072,0,0.2644,13.71,15.91,25.57,132.2
2017,"rofc",355503.3481242,0.3555033481242,0,0,0,1.459,0,320.9
