"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211357.0453969,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13472991.9586494,5527,6156,6390,6289,6439,7414
2009,"N","MZ",17779972.8699491,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.75954512,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19026707.8020012,4324,5471,6128,6070,6723,7693
2012,"N","MZ",14060980.8231346,2380,3696,3840,3791,3967,4177
2013,"N","MZ",15141071.4362777,2680,4077,4522,4423,4854,6298
2014,"N","MZ",14003250.5251861,3461,5053,5374,5256,5563,7354
2015,"N","MZ",29855175.7339432,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19682096.9799864,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.6801902,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3587883.5531736,2760,2997,3086,3068,3127,3354
2008,"N","WH",2301469.26504858,540.8,639.8,685.3,779.6,761.8,2096
2009,"N","WH",4278726.30949047,3364,4152,4312,4281,4461,4753
2010,"N","WH",8345080.32025329,4343,4789,4878,4854,4972,5177
2011,"N","WH",1063494.90204417,776.2,1457,1683,1935,2555,3217
2012,"N","WH",11759467.2586168,3068,4230,4338,4301,4411,4497
2013,"N","WH",2506667.45087331,986.4,1766,1829,1894,2020,2745
2014,"N","WH",5554041.83163828,209.1,1322,1520,1521,1837,2609
2015,"N","WH",2388181.84015032,202.3,525.5,1499,1421,1954,2761
2016,"N","WH",11349545.2856665,3101,4512,4636,4629,4794,5083
2017,"N","WH",5634988.43921622,1010,2380,2550,2538,2781,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184722,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344743.63991294,3773,4558,4678,4596,4692,6028
2009,"N","SG",2099713.1494104,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46898646,3481,4137,4452,4369,4528,5188
2011,"N","SG",721222.71144759,3442,4101,4189,4360,4702,5769
2012,"N","SG",596277.89794557,2844,3403,3493,3456,3525,3642
2013,"N","SG",1831333.6072323,1866,2725,2860,2894,3155,4122
2014,"N","SG",2883044.19904722,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643825.59260351,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102381.27452177,3966,4678,4797,4791,4942,5941
2017,"N","SG",5679224.81272188,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139740.44824404,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.13976673,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16815891,1742,2110,2132,2169,2234,2990
2011,"N","SB",380173.27723731,2149,2480,2579,2555,2586,3163
2012,"N","SB",357792.78197268,1336,1627,1633,1647,1682,2146
2013,"N","SB",179654.32078263,1268,1545,1579,1587,1629,2157
2014,"N","SB",83453.55749307,2350,2714,2783,2785,2840,3393
2015,"N","SB",135523.78483428,2433,2804,2886,2874,2915,3146
2016,"N","SB",53449.66637505,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10417014,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
