"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2008,"N","AL",94957.36618275,1431,1742,1775,1779,1870,2047
2009,"N","AL",62469.41057208,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72356999,1642,1888,1888,1935,1908,2469
2011,"N","AL",37567.09967841,1265,1576,1722,1718,1896,2015
2012,"N","AL",17601.15790107,938.1,1173,1192,1200,1252,1337
2013,"N","AL",81372.28270725,489.3,817.1,966.2,904.1,966.2,1518
2014,"N","AL",144791.19455274,2196,2429,2475,2464,2525,2575
2015,"N","AL",69849.42559056,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54230747,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.59871368,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",53141229.2263156,1826,9620,9778,9733,10040,11560
2007,"Y","MZ",77507613.032745,4519,9974,10060,10070,10230,10880
2008,"Y","MZ",95532821.6327163,11680,12400,12480,12490,12690,13200
2009,"Y","MZ",103146662.984595,11080,12430,12510,12480,12660,13270
2010,"Y","MZ",76631308.2587792,2875,9821,9935,10100,10380,11740
2011,"Y","MZ",90729195.0491528,4697,10600,10910,10870,11300,11750
2012,"Y","MZ",66158130.351242,3034,8962,9048,8990,9111,10110
2013,"Y","MZ",63988438.268729,2792,10620,10790,10700,10970,11800
2014,"Y","MZ",70946959.1205178,3467,10800,11170,11080,11440,12610
2015,"Y","MZ",81140401.8285719,6242,12500,12630,12610,12900,13380
2016,"Y","MZ",85441759.5394661,4213,11360,11600,11650,11990,12910
2017,"Y","MZ",100026462.863737,4069,13350,13510,13430,13550,13720
2006,"Y","WH",1228572.45833706,1596,4688,4717,4665,4751,4929
2007,"Y","WH",468155.35980864,2935,3133,3133,3143,3159,3337
2008,"Y","WH",318782.33274555,3336,3833,3983,3944,4029,4180
2009,"Y","WH",1011933.19533051,4218,4547,4561,4521,4562,4787
2010,"Y","WH",901165.10054463,4452,4633,4633,4743,4991,5147
2011,"Y","WH",232112.16587502,1736,4282,4571,4394,4571,4804
2012,"Y","WH",1540434.58040538,3898,4281,4339,4346,4383,4675
2013,"Y","WH",1085959.5504534,1458,4008,4078,4002,4103,4493
2014,"Y","WH",2222400.11758758,449.4,3786,3912,3916,4065,4939
2015,"Y","WH",1773189.74283912,330.7,1598,1616,2185,2988,3327
2016,"Y","WH",3832918.33378734,4231,4484,4669,4584,4678,5158
2017,"Y","WH",1522083.5831511,1010,4527,4647,4565,4680,5335
2006,"Y","SG",3965388.69556701,4342,5344,5405,5425,5568,5985
2007,"Y","SG",624417.93872955,3579,5361,5375,5387,5382,5936
2008,"Y","SG",905980.7010204,4163,5370,5524,5492,5542,6019
2009,"Y","SG",617078.14564266,5299,5930,5946,5941,5949,6304
2010,"Y","SG",772960.03313022,4246,5334,5356,5395,5560,5782
2011,"Y","SG",787381.23656448,4246,5126,5168,5192,5223,5679
2012,"Y","SG",765592.7083065,3397,4965,5065,4998,5072,5124
2013,"Y","SG",4420092.6786906,2962,4543,4648,4663,4821,5175
2014,"Y","SG",7293288.63064905,4129,5635,5712,5736,5848,6228
2015,"Y","SG",7231146.22851858,4527,5741,5764,5783,5854,6101
2016,"Y","SG",6294184.93530576,4093,5360,5531,5491,5586,5867
2017,"Y","SG",3355458.48018855,5196,5719,5756,5754,5829,5964
2006,"Y","SB",807803.69661099,2913,3264,3310,3337,3439,3689
2007,"Y","SB",1995138.1841472,2828,3104,3118,3162,3228,3485
2008,"Y","SB",4472542.32445143,2571,3413,3431,3468,3592,3614
2009,"Y","SB",5577347.61507024,3222,3626,3630,3666,3745,3937
2010,"Y","SB",7131891.20088654,2137,3134,3181,3199,3291,3564
2011,"Y","SB",4932781.95865725,2425,3159,3180,3224,3326,3426
2012,"Y","SB",3553600.83420483,1662,2895,2904,2935,3007,3060
2013,"Y","SB",4016793.70800639,1458,2781,2851,2844,2863,3278
2014,"Y","SB",2650989.31090317,2595,3449,3535,3551,3672,3821
2015,"Y","SB",4022969.03030511,2590,3526,3561,3559,3603,3720
2016,"Y","SB",2344084.08988527,2675,3279,3321,3334,3407,3503
2017,"Y","SB",4016250.91668519,2923,3647,3677,3674,3703,3828
2006,"Y","AL",1037288.60189865,2605,2936,2982,3003,3094,3118
2007,"Y","AL",916963.06992615,1853,3079,3093,3120,3180,3200
2008,"Y","AL",874518.91837794,2959,3005,3137,3082,3150,3157
2009,"Y","AL",364796.94970053,3131,3141,3169,3182,3180,3308
2010,"Y","AL",755157.83014791,2173,2806,2913,2913,2977,3097
2011,"Y","AL",689638.25339082,2604,2811,2911,2893,2978,2988
2012,"Y","AL",382258.42169382,1252,2507,2511,2548,2617,2657
2013,"Y","AL",536916.45751065,593.6,1832,2023,2018,2189,2652
2014,"Y","AL",883564.49943549,2439,3197,3252,3237,3292,3341
2015,"Y","AL",469807.52671521,1741,2833,2870,2793,2890,3063
2016,"Y","AL",355983.53659497,1347,2690,2695,2720,2842,2921
2017,"Y","AL",502720.85458953,1902,2896,2990,2943,3000,3042
