"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
2011,"precip",NA,NA,NA,NA,NA,610.266387815992,NA,NA
2012,"precip",NA,NA,NA,NA,NA,345.733619495299,NA,NA
2013,"precip",NA,NA,NA,NA,NA,417.888931739127,NA,NA
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
2015,"precip",NA,NA,NA,NA,NA,620.523664360041,NA,NA
2016,"precip",NA,NA,NA,NA,NA,559.605731018337,NA,NA
2017,"precip",NA,NA,NA,NA,NA,795.535262431042,NA,NA
2006,"etac",130073590.866117,130.073590866117,333.5,460.9,519.5,533.7,602.5,802.8
2007,"etac",138117270.114994,138.117270114994,369.8,482.2,565.9,566.7,702.8,807.2
2008,"etac",145539711.070042,145.539711070042,383.2,473.6,588.4,597.1,729.5,896.4
2009,"etac",143059099.186649,143.059099186649,407.3,429,597.8,587,701.6,809.1
2010,"etac",136530620.698125,136.530620698125,331.5,476.2,542.7,560.2,707.4,878.7
2011,"etac",145930604.26678,145.93060426678,376.3,412.7,653.5,598.7,725.9,971.7
2012,"etac",118519552.666945,118.519552666945,252.8,386.9,426.8,486.3,667.8,979.2
2013,"etac",122628495.708029,122.628495708029,318.8,347.1,488,503.1,664,793.1
2014,"etac",135433743.432723,135.433743432723,331.9,428,562.9,555.7,678.8,988.3
2015,"etac",149925540.778419,149.925540778419,384.7,448.5,621.4,615.1,766.2,915.6
2016,"etac",144297063.593868,144.297063593868,325.4,522.3,579.8,592,697.7,983.2
2017,"etac",164503853.57426,164.50385357426,402.5,605,670.9,674.9,750.2,926.7
2006,"esac",78526406.107386,78.526406107386,235.3,302.8,320,322.2,345.2,463.6
2007,"esac",86458139.0359506,86.4581390359506,220.5,336.7,366,354.7,382,420.6
2008,"esac",88064261.2694322,88.0642612694322,245.2,344,362.1,361.3,380.2,456.9
2009,"esac",93534628.4259723,93.5346284259723,287.1,367.8,378.1,383.8,413.7,545.6
2010,"esac",78353978.6921715,78.3539786921715,192.7,296.6,336.7,321.5,345.2,460.1
2011,"esac",86258377.4539077,86.2583774539077,241.6,334.3,350.9,353.9,396.5,538.1
2012,"esac",63749372.8021506,63.7493728021506,157.3,231.7,265.1,261.6,303.7,345.3
2013,"esac",77000892.9292881,77.0008929292881,183,292.5,330,315.9,339.4,436.5
2014,"esac",77022300.1909248,77.0223001909248,243.5,298.1,314.2,316,332.8,491.6
2015,"esac",91312707.30768,91.31270730768,220.2,364.7,385.8,374.6,401.8,574.5
2016,"esac",76627097.1773541,76.6270971773541,230.5,296.3,314.8,314.4,334.3,463.4
2017,"esac",82232061.430896,82.232061430896,261.8,298.5,348.1,337.4,363.6,560.3
2006,"epac",51547184.7618375,51.5471847618375,0,157.1,212.4,211.5,301.5,492.7
2007,"epac",51659131.070079,51.659131070079,0,157.7,242.4,212,334.8,438.5
2008,"epac",57475449.814095,57.475449814095,0,115.1,255.3,235.8,367,623
2009,"epac",49524470.7577659,49.5244707577659,0,0,245.4,203.2,333,463.3
2010,"epac",58176641.9983284,58.1766419983284,0,182.4,265.2,238.7,367.3,625.4
2011,"epac",59672226.8221101,59.6722268221101,0,0,355.6,244.8,402.7,667
2012,"epac",54770179.8491631,54.7701798491631,0,154.3,191.8,224.7,363.5,716.7
2013,"epac",45627602.7836961,45.6276027836961,0,0,209.2,187.2,325,500.4
2014,"epac",58411443.242547,58.411443242547,0,100.3,269.9,239.7,371.4,666.8
2015,"epac",58612833.4750695,58.6128334750695,0,43.39,258.4,240.5,389.7,529.4
2016,"epac",67669966.4136426,67.6699664136426,0,210.4,266.1,277.6,377.8,724.9
2017,"epac",82271792.1448017,82.2717921448017,0,245.8,363.7,337.5,402.3,594.7
2006,"rofc",129690.2608434,0.1296902608434,0,0,0,0.5321,0,97.52
2007,"rofc",23997.6260784,0.0239976260784,0,0,0,0.09846,0,38.06
2008,"rofc",635064.5140101,0.6350645140101,0,0,0,2.606,0.4519,199.6
2009,"rofc",559749.5377497,0.5597495377497,0,0,0,2.297,0,172.7
2010,"rofc",72376.8083856,0.0723768083856,0,0,0,0.297,0,133.3
2011,"rofc",1176649.1589519,1.1766491589519,0,0,0,4.828,0,167.1
2012,"rofc",1663649.3856807,1.6636493856807,0,4.847,6.125,6.826,8.673,81.27
2013,"rofc",198816.5654028,0.1988165654028,0,0,0,0.8157,0.03846,115.5
2014,"rofc",127861.2700506,0.1278612700506,0,0,0,0.5246,0,115.3
2015,"rofc",1627807.4262531,1.6278074262531,0,0,3.978,6.679,11.8,169.3
2016,"rofc",3886733.5527726,3.8867335527726,0,0.2644,13.71,15.95,25.57,141.8
2017,"rofc",363280.1666085,0.3632801666085,0,0,0,1.49,0,320.9
