"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",10742336.91,10.74233691,12.7,152.4,165.1,152.5,165.1,190.5
2007,"irrigation",12094471.62,12.09447162,38.1,139.7,139.7,135.6,139.7,228.6
2008,"irrigation",10613829.42,10.61382942,12.7,114.3,114.3,112.1,114.3,241.3
2009,"irrigation",9503473.49999999,9.50347349999999,50.8,88.9,88.9,92.91,101.6,127
2010,"irrigation",15405662.61,15.40566261,25.4,139.7,152.4,148,165.1,279.4
2011,"irrigation",8695269.63,8.69526962999999,12.7,76.2,88.9,82.44,88.9,228.6
2012,"irrigation",19066177.26,19.06617726,63.5,203.2,203.2,205.9,215.9,431.8
2013,"irrigation",13684727.52,13.68472752,12.7,152.4,165.1,153.5,165.1,266.7
2014,"irrigation",11476428.66,11.47642866,50.8,101.6,114.3,123.4,127,342.9
2015,"irrigation",12925009.71,12.92500971,25.4,127,139.7,130.3,139.7,228.6
2016,"irrigation",12060490.23,12.06049023,50.8,101.6,127,117.3,127,241.3
2017,"irrigation",11519256.87,11.51925687,50.8,114.3,127,117.4,127,266.7
2006,"recharge",5583575.47104,5.58357547104,0,0,0,22.91,18.02,254.7
2007,"recharge",19990725.7709151,19.9907257709151,0,49.92,80.71,82.02,106.3,306.5
2008,"recharge",14877001.8266571,14.8770018266571,0,3.83,31.11,61.04,93.03,401.2
2009,"recharge",36063639.5145876,36.0636395145876,0,103.4,116.2,148,237.4,402.8
2010,"recharge",23027634.3760092,23.0276343760092,0,66.56,82.62,94.48,110.7,372.6
2011,"recharge",18514534.2168015,18.5145342168015,0,0,16.59,75.96,165.2,398
2012,"recharge",7383851.5559364,7.3838515559364,0,1.55,24.71,30.29,38.26,153
2013,"recharge",4865814.2894319,4.8658142894319,0,0,0,19.96,27.44,209.3
2014,"recharge",11241672.3852462,11.2416723852462,0,4.889,25.7,46.12,55.63,316.3
2015,"recharge",25117965.7248285,25.1179657248285,0,36.49,77.11,103.1,160.1,406
2016,"recharge",25526420.349687,25.526420349687,0,77.98,95.49,104.7,110.7,427.4
2017,"recharge",59482968.7387122,59.4829687387122,34.05,210.6,248.6,244.1,276.3,519.6
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
