"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211357.048582,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13472711.6995418,5527,6156,6390,6289,6439,7414
2009,"N","MZ",17779972.8684606,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.7592996,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19019192.7114243,4324,5470,6128,6067,6723,7693
2012,"N","MZ",14057999.8673099,2377,3696,3840,3790,3967,4177
2013,"N","MZ",15117871.8306497,2680,4077,4522,4416,4854,6310
2014,"N","MZ",14001633.3705328,3461,5053,5374,5255,5563,7354
2015,"N","MZ",29855179.4771618,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19682079.5942549,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.6844365,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3587837.09078493,2760,2997,3086,3067,3127,3354
2008,"N","WH",2270650.59638217,540.8,638.6,685.3,769.2,761.8,2096
2009,"N","WH",4247872.70616171,3364,4152,4287,4251,4379,4753
2010,"N","WH",8344875.37436478,4343,4789,4878,4854,4972,5177
2011,"N","WH",1022268.09674628,776.2,1454,1580,1860,2498,3217
2012,"N","WH",11754474.5504525,3068,4230,4338,4299,4411,4497
2013,"N","WH",2507282.32976352,986.4,1758,1829,1895,2026,2745
2014,"N","WH",5526679.84112385,208.5,1283,1511,1513,1837,2609
2015,"N","WH",2346634.88250174,202.3,506,1486,1396,1933,2761
2016,"N","WH",11346947.9356,3101,4512,4636,4628,4794,5083
2017,"N","WH",5635752.56284356,1010,2377,2572,2539,2781,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184722,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344743.27474271,3773,4558,4678,4596,4692,6028
2009,"N","SG",2099713.1494104,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46898637,3481,4137,4452,4369,4528,5188
2011,"N","SG",721141.89242481,3442,4101,4189,4359,4702,5769
2012,"N","SG",596277.88703856,2844,3403,3493,3456,3525,3642
2013,"N","SG",1829852.01964611,1866,2725,2860,2893,3147,4047
2014,"N","SG",2883034.74052827,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643825.85851166,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102381.30430115,3966,4678,4797,4791,4942,5941
2017,"N","SG",5679224.81271702,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139737.37644963,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.1397598,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16921056,1742,2110,2132,2169,2234,2990
2011,"N","SB",380081.71082655,2149,2478,2579,2555,2586,3163
2012,"N","SB",357776.16875712,1336,1627,1633,1647,1682,2146
2013,"N","SB",179109.71487765,1268,1543,1579,1582,1629,2157
2014,"N","SB",83436.85685088,2350,2714,2783,2784,2840,3393
2015,"N","SB",135523.7386938,2433,2804,2886,2874,2915,3146
2016,"N","SB",53449.66637262,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10415187,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94954.16023191,1431,1742,1775,1779,1870,2047
