"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2016,"Y","WH",3834617.85138438,4160,4481,4664,4579,4670,5156
2017,"Y","WH",1505004.52202091,1010,4481,4584,4507,4625,5329
2006,"Y","SG",3773868.74172126,4342,5108,5129,5163,5288,5925
2007,"Y","SG",579281.29719579,3579,4907,4988,4997,4990,5881
2008,"Y","SG",842085.09624654,4135,5045,5069,5104,5134,6004
2009,"Y","SG",582659.298684,4928,5591,5607,5610,5643,6284
2010,"Y","SG",692249.24128914,4246,4929,5090,5118,5293,5493
2011,"Y","SG",40485.80018646,3814,4324,4561,4454,4584,5286
2012,"Y","SG",713036.58388218,3397,4513,4783,4663,4801,4802
2013,"Y","SG",3874117.7919744,2962,3943,4065,4094,4265,4820
2014,"Y","SG",6939228.13187337,4128,5358,5456,5458,5563,6218
2015,"Y","SG",6892609.08189951,4527,5420,5509,5512,5587,6064
2016,"Y","SG",5999968.22021919,4093,5132,5275,5241,5417,5547
2017,"Y","SG",3270084.2069877,5108,5575,5611,5607,5708,5791
2006,"Y","SB",750876.63835977,2760,3008,3122,3102,3180,3616
2007,"Y","SB",1829146.04224038,2424,2759,2898,2899,3022,3315
2008,"Y","SB",4042766.03634882,2754,3080,3092,3137,3271,3343
2009,"Y","SB",5251444.3867347,2840,3405,3427,3452,3557,3849
2010,"Y","SB",6520225.24540998,2137,2833,2909,2925,2996,3472
2011,"Y","SB",4503946.81631967,2524,2881,2903,2959,3055,3294
2012,"Y","SB",3111097.82225724,1662,2468,2500,2569,2728,2741
2013,"Y","SB",3398384.25597825,1458,2295,2441,2406,2461,2970
2014,"Y","SB",2442679.75936557,2596,3209,3263,3272,3338,3721
2015,"Y","SB",3770432.18658747,2590,3292,3320,3336,3414,3541
2016,"Y","SB",2194839.12603123,2636,3024,3097,3122,3261,3326
2017,"Y","SB",3872844.50571549,2923,3503,3530,3543,3600,3810
2006,"Y","AL",977128.98737166,2459,2769,2849,2829,2890,2989
2007,"Y","AL",870569.7280758,1853,2903,2923,2962,3059,3096
2008,"Y","AL",811474.40554344,2781,2805,2895,2860,2909,2913
2009,"Y","AL",348090.26349015,2984,3011,3012,3036,3027,3151
2010,"Y","AL",704486.88316098,2173,2632,2687,2718,2844,2863
2011,"Y","AL",620188.3736577,2244,2534,2541,2601,2724,2816
2012,"Y","AL",344259.33987276,1252,2261,2268,2295,2371,2407
2013,"Y","AL",412534.14101712,593.6,1397,1556,1551,1679,2277
2014,"Y","AL",859631.03176644,2439,3108,3177,3149,3212,3262
2015,"Y","AL",438218.88201144,1741,2633,2651,2605,2704,2871
2016,"Y","AL",328247.28236727,1347,2448,2492,2508,2676,2687
2017,"Y","AL",467972.82997686,1902,2674,2797,2748,2834,2840
