"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",14544922.5,14.5449225,25,200,225,206.5,225,275
2007,"irrigation",17074417.5,17.0744175,50,200,200,191.4,200,275
2008,"irrigation",15827287.5,15.8272875,25,150,175,166.2,175,275
2009,"irrigation",14453415,14.453415,25,125,150,141.3,150,150
2010,"irrigation",21420337.5,21.4203375,50,200,200,205.7,225,350
2011,"irrigation",12978045,12.978045,25,125,125,123,125,325
2012,"irrigation",23333557.5,23.3335575,100,250,250,252,275,500
2013,"irrigation",17625082.5,17.6250825,50,200,200,197.7,225,325
2014,"irrigation",15631695,15.631695,75,150,175,168,175,400
2015,"irrigation",17860410,17.86041,25,175,200,180,200,275
2016,"irrigation",17337690,17.33769,75,175,175,168.7,175,300
2017,"irrigation",15927975,15.927975,75,150,175,162.4,175,325
2006,"recharge",5967039.0796155,5.9670390796155,0,0,0,24.48,23.78,254.7
2007,"recharge",22329727.6170708,22.3297276170708,0,71.37,94.02,91.62,114.2,306.5
2008,"recharge",18031368.4827795,18.0313684827795,0,31.19,51.54,73.98,92.39,401.2
2009,"recharge",37796183.0952885,37.7961830952885,0,118,126.8,155.1,237.6,402.8
2010,"recharge",25489273.6925307,25.4892736925307,0,76.11,106.6,104.6,120,372.6
2011,"recharge",20211447.7771956,20.2114477771956,0,4.203,36.13,82.92,167.8,398
2012,"recharge",8681972.4229977,8.6819724229977,0,20.4,28.78,35.62,38.26,153
2013,"recharge",5052858.0856308,5.0528580856308,0,0,0,20.73,32.88,209.3
2014,"recharge",13715434.206009,13.715434206009,0,12.43,41.01,56.27,71.61,316.3
2015,"recharge",28972751.1799275,28.9727511799275,0,59.45,102.7,118.9,178.1,406
2016,"recharge",28342312.9224147,28.3423129224147,0,87.81,106.4,116.3,127.9,427.4
2017,"recharge",64207936.2154644,64.2079362154644,34.05,214.8,267.9,263.4,307.2,595.2
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
2011,"precip",NA,NA,NA,NA,NA,610.266387815992,NA,NA
2012,"precip",NA,NA,NA,NA,NA,345.733619495299,NA,NA
2013,"precip",NA,NA,NA,NA,NA,417.888931739127,NA,NA
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
