"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2013,"N","SB",182776.4342433,1268,1545,1579,1614,1672,2157
2014,"N","SB",83456.57562273,2350,2714,2783,2785,2840,3393
2015,"N","SB",135524.49647787,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.66639899,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10448577,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94800.33226215,1431,1742,1775,1779,1872,2047
2009,"N","AL",62469.41057073,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72359384,1642,1888,1888,1935,1908,2469
2011,"N","AL",37662.54690069,1265,1576,1730,1722,1897,2015
2012,"N","AL",17601.15822219,938.1,1173,1192,1200,1252,1337
2013,"N","AL",87801.06660939,489.3,827.1,1033,975.6,1083,1520
2014,"N","AL",144798.87849615,2196,2429,2475,2464,2525,2575
2015,"N","AL",69851.51483328,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54289445,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.61944932,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",58665733.9151339,1826,10700,10790,10750,11020,11860
2007,"Y","MZ",81549322.6913351,4519,10440,10650,10590,10720,11230
2008,"Y","MZ",97892402.7305633,5650,12720,12780,12750,12870,13200
2009,"Y","MZ",109022731.398926,12110,13110,13190,13190,13290,13590
2010,"Y","MZ",85565380.5627449,2875,11150,11220,11280,11510,12360
2011,"Y","MZ",95257660.6074081,4697,11320,11430,11410,11630,11890
2012,"Y","MZ",73500074.4485235,3034,9934,10080,9987,10190,10940
2013,"Y","MZ",68642503.5915086,2792,11400,11540,11470,11690,12100
2014,"Y","MZ",75020662.8792955,3467,11600,11710,11720,12010,12640
2015,"Y","MZ",82875978.3341402,6242,12780,12920,12880,13090,13380
2016,"Y","MZ",91438547.9760622,4213,12290,12430,12470,12710,13340
2017,"Y","MZ",100697596.946192,4069,13490,13580,13520,13620,13810
2006,"Y","WH",1243049.19031845,1596,4717,4753,4720,4860,4957
2007,"Y","WH",468154.90976283,2935,3133,3133,3143,3159,3337
2008,"Y","WH",368321.04793305,582.6,4036,4132,3584,4352,4506
2009,"Y","WH",1012636.63208556,4218,4547,4561,4524,4563,4788
2010,"Y","WH",883061.80053444,4452,4633,4633,4738,4991,5147
2011,"Y","WH",240596.67138804,1736,4470,4772,4570,4772,4966
2012,"Y","WH",1515588.34145058,3845,4286,4317,4335,4376,4691
2013,"Y","WH",1125273.24777366,1458,4170,4209,4147,4261,4701
2014,"Y","WH",2393432.15721498,511.1,4065,4120,4216,4405,5065
2015,"Y","WH",1773832.31484408,330.8,1598,1616,2186,2988,3327
2016,"Y","WH",3833817.3590904,4229,4482,4669,4585,4680,5160
2017,"Y","WH",1524085.49708262,1010,4527,4647,4571,4680,5335
2006,"Y","SG",4131500.02791678,4342,5573,5612,5653,5783,5997
2007,"Y","SG",645543.17173728,3579,5521,5541,5569,5627,5942
2008,"Y","SG",942439.34889846,4964,5623,5647,5713,5768,6086
2009,"Y","SG",636657.61413564,5757,6106,6125,6130,6142,6305
2010,"Y","SG",821382.95949507,4246,5508,5543,5592,5714,5886
2011,"Y","SG",820193.41429191,4818,5359,5404,5408,5435,5721
2012,"Y","SG",844765.44553656,3397,5234,5455,5348,5458,5478
2013,"Y","SG",4853619.06393753,2962,4993,5144,5120,5233,5642
2014,"Y","SG",7552269.62027388,4148,5873,5931,5941,6017,6354
2015,"Y","SG",7425429.14464506,4527,5929,5942,5939,5982,6118
2016,"Y","SG",6541282.76172408,4093,5648,5728,5707,5777,5922
2017,"Y","SG",3402898.06705308,5196,5804,5841,5836,5904,6021
2006,"Y","SB",854191.3645008,3057,3487,3516,3528,3615,3708
2007,"Y","SB",2103425.19648423,2980,3280,3298,3334,3397,3556
2008,"Y","SB",4689503.73460458,2572,3595,3616,3637,3717,3779
2009,"Y","SB",5822866.63334646,3424,3791,3800,3828,3880,3996
2010,"Y","SB",7634048.57787897,2137,3328,3433,3424,3503,3666
2011,"Y","SB",5183463.47690448,2447,3347,3383,3387,3434,3661
2012,"Y","SB",3863937.76023546,1662,3163,3197,3191,3283,3580
2013,"Y","SB",4585816.40191218,1458,3156,3223,3247,3398,3521
2014,"Y","SB",2792489.12561286,2596,3716,3733,3740,3816,3940
2015,"Y","SB",4132093.14677754,2590,3632,3648,3656,3698,3855
2016,"Y","SB",2472061.63785381,2675,3483,3505,3516,3583,3640
2017,"Y","SB",4086402.98419953,2923,3737,3740,3739,3762,3833
2006,"Y","AL",1090634.54120109,2893,3120,3139,3157,3203,3222
2007,"Y","AL",947545.6667193,1853,3184,3194,3224,3286,3300
2008,"Y","AL",928013.48052435,1866,3198,3313,3269,3336,3338
2009,"Y","AL",378615.61141866,3265,3281,3287,3302,3292,3375
2010,"Y","AL",824851.0422765,2173,3101,3114,3182,3292,3309
2011,"Y","AL",728888.73566571,2818,3006,3098,3057,3107,3117
2012,"Y","AL",415709.03756574,1252,2728,2747,2771,2844,2877
2013,"Y","AL",679448.35904877,593.6,2387,2677,2554,2775,2916
2014,"Y","AL",901809.16908642,2439,3263,3338,3304,3342,3399
2015,"Y","AL",495607.2984891,1741,3000,3052,2946,3074,3196
2016,"Y","AL",387224.36824473,1347,2965,2970,2959,3064,3102
2017,"Y","AL",519379.80310656,1902,2998,3090,3041,3093,3112
