"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"esac",78253331.6527533,78.2533316527533,235.3,302.8,320,321.1,342.5,463.6
2007,"esac",86369139.7658469,86.3691397658469,220.5,336.7,365.6,354.4,381,420.6
2008,"esac",87747642.7721505,87.7476427721505,245.2,344,360.3,360,375.6,456.9
2009,"esac",93123128.593881,93.123128593881,287.1,364.1,377.8,382.1,413.7,545.6
2010,"esac",78071678.478855,78.071678478855,192.7,296.6,334.7,320.3,344,460.1
2011,"esac",85902360.2435151,85.9023602435151,241.6,332.9,344.3,352.4,396.5,538.1
2012,"esac",63849083.9443551,63.8490839443551,157.3,231.3,265.3,262,303.6,341.4
2013,"esac",77209856.433765,77.209856433765,184.2,293.6,330.2,316.8,341.6,436.5
2014,"esac",76382831.88603,76.38283188603,243.5,295.9,309.3,313.4,329.7,491.6
2015,"esac",91066408.5948399,91.0664085948399,220.2,364.6,385.1,373.6,401.1,574.5
2016,"esac",76139324.9469729,76.1393249469729,230.4,295.8,313.3,312.4,330.6,463.4
2017,"esac",82267381.6507548,82.2673816507548,261.8,298.5,350.5,337.5,364.8,560.3
2006,"epac",49592491.0946073,49.5924910946073,0,157.1,212.4,203.5,301.5,487.9
2007,"epac",49714254.5672259,49.7142545672259,0,157.7,242.4,204,311.6,424.1
2008,"epac",54202150.5521931,54.2021505521931,0,111.1,255.2,222.4,332.4,578
2009,"epac",47239773.4006182,47.2397734006182,0,0,227,193.8,311.4,457.3
2010,"epac",54113519.4797664,54.1135194797664,0,182.4,265.2,222,325.3,616.8
2011,"epac",56051576.2864188,56.0515762864188,0,0,320.4,230,367.8,617.1
2012,"epac",50587319.2827717,50.5873192827717,0,153.9,191.8,207.6,323.1,619.4
2013,"epac",40320060.0984576,40.3200600984576,0,0,202.2,165.4,269.3,445
2014,"epac",56354264.6056407,56.3542646056407,0,94.7,268.9,231.2,349.3,543.1
2015,"epac",57378217.0563801,57.3782170563801,0,43.15,258.4,235.4,377,514.2
2016,"epac",64953728.4039993,64.9537284039993,0,210.4,261.7,266.5,343.7,701.6
2017,"epac",81273960.006075,81.273960006075,0,243.1,358.2,333.5,390.5,589.6
2006,"rofc",126493.1746128,0.1264931746128,0,0,0,0.519,0,97.52
2007,"rofc",22931.2358352,0.0229312358352,0,0,0,0.09408,0,38.06
2008,"rofc",515983.2858486,0.5159832858486,0,0,0,2.117,0.4519,155
2009,"rofc",539525.0732913,0.5395250732913,0,0,0,2.214,0,148
2010,"rofc",74915.3138832,0.0749153138832,0,0,0,0.3074,0,118.2
2011,"rofc",897477.506091,0.897477506091,0,0,0,3.682,0,142.4
2012,"rofc",1663521.8323167,1.6635218323167,0,4.847,6.125,6.825,8.673,81.56
2013,"rofc",197414.32383,0.19741432383,0,0,0,0.81,0.03846,115.5
2014,"rofc",120247.0140627,0.1202470140627,0,0,0,0.4934,0,115.3
2015,"rofc",1488791.1499533,1.4887911499533,0,0,3.978,6.108,10.59,169.3
2016,"rofc",3875791.8407445,3.8757918407445,0,0.2644,13.71,15.9,25.57,132.2
2017,"rofc",356968.2062916,0.3569682062916,0,0,0,1.465,0,320.9
