"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2016,"Y","MZ",88393941.9205094,4213,11790,11960,12050,12370,13260
2017,"Y","MZ",100585636.948537,4069,13490,13550,13500,13610,13840
2006,"Y","WH",1237875.87047994,1596,4706,4731,4701,4835,4921
2007,"Y","WH",468152.73403902,2935,3133,3133,3143,3159,3337
2008,"Y","WH",356135.88577788,582.6,3821,4006,3468,4219,4438
2009,"Y","WH",1012595.23481859,4218,4547,4561,4524,4563,4787
2010,"Y","WH",894909.06835164,4452,4633,4633,4742,4991,5147
2011,"Y","WH",234464.40020223,1626,4334,4641,4438,4667,4883
2012,"Y","WH",1558340.13276729,3880,4343,4367,4397,4446,4734
2013,"Y","WH",1105731.71822511,1458,4122,4144,4075,4172,4638
2014,"Y","WH",2289867.51146922,478.2,3912,4017,4033,4135,5007
2015,"Y","WH",1773278.38302561,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3832906.79970522,4228,4483,4669,4584,4679,5159
2017,"Y","WH",1523681.5942413,1010,4527,4647,4569,4680,5335
2006,"Y","SG",3993525.19318536,4342,5411,5443,5464,5567,5999
2007,"Y","SG",640310.84153433,3579,5492,5492,5524,5578,5944
2008,"Y","SG",914893.03559259,4163,5466,5551,5543,5583,6021
2009,"Y","SG",625692.76348869,5435,6008,6026,6024,6044,6306
2010,"Y","SG",791093.59733439,4246,5385,5456,5473,5646,5811
2011,"Y","SG",805441.87913841,4500,5245,5308,5311,5340,5740
2012,"Y","SG",783417.55928076,3397,5103,5183,5114,5183,5190
2013,"Y","SG",4574179.64789802,2962,4697,4833,4826,4940,5367
2014,"Y","SG",7451167.5653922,4148,5776,5849,5862,5942,6331
2015,"Y","SG",7326092.33895267,4527,5827,5858,5859,5941,6104
2016,"Y","SG",6410152.68606027,4093,5501,5571,5592,5713,5876
2017,"Y","SG",3372964.48059417,5196,5740,5797,5784,5865,6023
2006,"Y","SB",818361.98593794,2988,3359,3369,3380,3437,3701
2007,"Y","SB",2054770.66241388,2837,3211,3234,3256,3304,3553
2008,"Y","SB",4497540.51587445,2571,3429,3443,3488,3626,3691
2009,"Y","SB",5677287.61013514,3267,3694,3728,3732,3802,3989
2010,"Y","SB",7293996.54596934,2137,3211,3264,3272,3347,3642
2011,"Y","SB",5011547.68035198,2428,3220,3276,3275,3353,3475
2012,"Y","SB",3655177.51413069,1662,2978,2997,3019,3092,3187
2013,"Y","SB",4283455.21956486,1458,3008,3020,3033,3060,3345
2014,"Y","SB",2721899.5806573,2595,3602,3637,3646,3742,3875
2015,"Y","SB",4090524.73341606,2590,3589,3611,3619,3660,3775
2016,"Y","SB",2417337.71150355,2675,3403,3420,3438,3523,3606
2017,"Y","SB",4060958.97476259,2923,3704,3711,3715,3733,3833
2006,"Y","AL",1059426.48471156,2813,3027,3052,3067,3126,3150
2007,"Y","AL",928423.99350603,1853,3120,3130,3159,3236,3252
2008,"Y","AL",879749.32107132,1866,3022,3157,3099,3170,3214
2009,"Y","AL",371444.60882214,3130,3214,3222,3240,3230,3330
2010,"Y","AL",789388.80772095,2173,2974,3032,3045,3145,3170
2011,"Y","AL",713707.06461444,2694,2921,3026,2994,3066,3078
2012,"Y","AL",387631.74299832,1252,2518,2537,2584,2675,2743
2013,"Y","AL",579544.85834577,593.6,2025,2267,2178,2305,2803
2014,"Y","AL",895471.0099209,2439,3248,3278,3280,3334,3362
2015,"Y","AL",477090.70912287,1741,2887,2923,2836,2961,3087
2016,"Y","AL",370311.91792893,1347,2787,2801,2830,2993,3009
2017,"Y","AL",512843.07215673,1902,2975,3033,3002,3058,3081
