"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",13638561.75,13.63856175,38.1,203.2,203.2,193.6,215.9,266.7
2007,"irrigation",15576815.43,15.57681543,50.8,177.8,177.8,174.6,190.5,279.4
2008,"irrigation",15578667.09,15.57866709,25.4,165.1,165.1,163.1,165.1,292.1
2009,"irrigation",13726161.27,13.72616127,12.7,127,139.7,132.9,139.7,165.1
2010,"irrigation",20527148.43,20.52714843,25.4,190.5,203.2,197.2,215.9,330.2
2011,"irrigation",11963483.82,11.96348382,38.1,114.3,114.3,113.4,114.3,304.8
2012,"irrigation",23690640.96,23.69064096,88.9,254,266.7,255.9,266.7,495.3
2013,"irrigation",17531882.64,17.53188264,50.8,190.5,203.2,196.6,215.9,317.5
2014,"irrigation",15119421.12,15.11942112,63.5,139.7,165.1,162.5,177.8,393.7
2015,"irrigation",16576723.26,16.57672326,25.4,165.1,177.8,167.1,190.5,304.8
2016,"irrigation",16783972.02,16.78397202,76.2,139.7,177.8,163.3,177.8,304.8
2017,"irrigation",15169153.05,15.16915305,63.5,152.4,165.1,154.6,165.1,317.5
2006,"recharge",5778603.4358466,5.7786034358466,0,0,0,23.71,23.21,254.7
2007,"recharge",21352163.0425299,21.3521630425299,0,64.23,88.63,87.6,110.9,306.5
2008,"recharge",16524128.094948,16.524128094948,0,19.47,42.19,67.8,93.3,401.2
2009,"recharge",37382603.6664792,37.3826036664792,0,115,122.2,153.4,237.6,402.8
2010,"recharge",25045608.0524859,25.0456080524859,0,76.32,99.77,102.8,116.2,372.6
2011,"recharge",19195297.5980124,19.1952975980124,0,0,24.52,78.76,167.7,398
2012,"recharge",8339882.0928138,8.3398820928138,0,17.7,27.54,34.22,38.26,153
2013,"recharge",4952633.0758596,4.9526330758596,0,0,0,20.32,31.07,209.3
2014,"recharge",12919976.8179084,12.9199768179084,0,9.874,38,53.01,69.63,316.3
2015,"recharge",27485982.8003412,27.4859828003412,0,55.15,91.99,112.8,164.7,406
2016,"recharge",27356582.8591407,27.3565828591407,0,87.09,102.3,112.2,119,427.4
2017,"recharge",62771827.0108923,62.7718270108923,34.05,213.9,261.7,257.5,298.1,548.3
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
