"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211357.0500757,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13271776.3047824,5527,6156,6390,6287,6439,7414
2009,"N","MZ",17746973.5197758,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.76087514,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19060792.8670067,4324,5471,6160,6081,6723,7693
2012,"N","MZ",14061643.5242223,2577,3696,3840,3791,3967,4177
2013,"N","MZ",15236401.9329463,2680,4112,4555,4451,4904,6480
2014,"N","MZ",14006737.8052021,3461,5053,5374,5257,5563,7354
2015,"N","MZ",29855290.187095,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19682168.3939838,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.6806644,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3587861.42369532,2760,2997,3086,3067,3127,3354
2008,"N","WH",2319332.19875505,540.8,639.8,685.3,791.5,783.9,2096
2009,"N","WH",3887021.78984124,3364,4164,4267,4293,4457,4753
2010,"N","WH",8345937.10886343,4343,4789,4878,4854,4974,5177
2011,"N","WH",1082484.1626309,776.2,1457,1683,1969,2673,3217
2012,"N","WH",11765781.2683128,3068,4230,4338,4303,4411,4497
2013,"N","WH",2516386.77859221,986.4,1769,1844,1902,2040,2745
2014,"N","WH",5700370.09461498,209.3,1342,1588,1561,1837,2609
2015,"N","WH",2457615.73433868,202.3,889,1538,1462,1946,2761
2016,"N","WH",11359465.9282017,3101,4514,4636,4633,4794,5083
2017,"N","WH",5695469.36526528,1010,2391,2593,2565,2856,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184722,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344297.17318568,3773,4558,4678,4596,4692,6028
2009,"N","SG",2098795.00182804,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46899555,3481,4137,4452,4369,4528,5188
2011,"N","SG",721546.1501994,3442,4101,4189,4362,4702,5769
2012,"N","SG",596277.90248535,2844,3403,3493,3456,3525,3642
2013,"N","SG",1833653.12425623,1866,2725,2860,2898,3163,4180
2014,"N","SG",2883013.4416131,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643825.41961478,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102381.95364359,3966,4678,4797,4791,4942,5941
2017,"N","SG",5679224.81273304,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139740.47439174,2256,2571,2577,2627,2763,3108
2009,"N","SB",804044.28783105,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.17005458,1742,2110,2132,2169,2234,2990
2011,"N","SB",380909.22149637,2149,2540,2579,2560,2586,3163
2012,"N","SB",357814.69762671,1336,1627,1633,1647,1682,2146
2013,"N","SB",181487.77237746,1268,1545,1579,1603,1656,2157
2014,"N","SB",83457.523449,2350,2714,2783,2785,2840,3393
2015,"N","SB",135524.90636775,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.66639503,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10443501,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",91422.55354986,1431,1742,1775,1776,1869,2047
2009,"N","AL",62270.38263321,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72359762,1642,1888,1888,1935,1908,2469
2011,"N","AL",37638.94757796,1265,1576,1730,1721,1896,2015
2012,"N","AL",17601.15816711,938.1,1173,1192,1200,1252,1337
2013,"N","AL",86215.42513773,489.3,817.1,1018,957.9,1041,1518
2014,"N","AL",144795.31669314,2196,2429,2475,2464,2525,2575
2015,"N","AL",69851.50114743,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.5427851,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.61080878,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",58656165.2144028,1826,10620,10800,10740,11100,11860
2007,"Y","MZ",82130042.1995167,4519,10560,10650,10670,10840,11240
2008,"Y","MZ",98315387.2707035,5649,12770,12830,12800,12890,13200
2009,"Y","MZ",107893096.761502,4799,13000,13050,13040,13190,13590
2010,"Y","MZ",85807737.8481414,2875,11160,11290,11310,11550,12550
2011,"Y","MZ",92929285.3845062,4697,10950,11100,11130,11410,11890
2012,"Y","MZ",75354043.3620203,3034,10210,10310,10240,10460,10900
2013,"Y","MZ",68624205.0153781,2792,11430,11590,11470,11680,12100
2014,"Y","MZ",75375151.8019606,3467,11660,11820,11780,11990,12640
2015,"Y","MZ",83189556.0237861,6242,12810,12950,12930,13100,13390
2016,"Y","MZ",92072162.0845456,4213,12400,12540,12560,12770,13350
2017,"Y","MZ",100803659.243845,4069,13530,13570,13530,13610,13810
2006,"Y","WH",1242907.23095964,1596,4716,4752,4720,4860,4940
2007,"Y","WH",468152.72708895,2935,3133,3133,3143,3159,3337
2008,"Y","WH",365457.46768407,582.6,3944,4092,3556,4426,4497
2009,"Y","WH",1437482.63426715,3821,4547,4559,4523,4561,4788
2010,"Y","WH",881250.99731163,4452,4633,4633,4737,4991,5147
2011,"Y","WH",239376.34906074,1736,4449,4748,4547,4755,4933
2012,"Y","WH",1528581.44037204,3843,4316,4336,4356,4414,4688
2013,"Y","WH",1124466.56089902,1458,4187,4210,4144,4227,4696
2014,"Y","WH",2376024.66158184,509.8,4044,4092,4185,4405,5062
