"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2015,"Y","WH",1773329.11364835,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3833893.16728119,4228,4482,4669,4585,4680,5159
2017,"Y","WH",1524007.91264535,1010,4527,4647,4570,4680,5335
2006,"Y","SG",4096627.36393311,4342,5554,5581,5605,5710,6006
2007,"Y","SG",651973.14830673,3579,5616,5632,5624,5633,5954
2008,"Y","SG",947297.74164048,4964,5695,5738,5742,5772,6023
2009,"Y","SG",642034.23900237,5101,6170,6173,6171,6190,6305
2010,"Y","SG",831728.53276578,4246,5547,5705,5649,5758,5881
2011,"Y","SG",816328.09744146,4612,5311,5372,5383,5404,5737
2012,"Y","SG",833366.4173244,3397,5290,5385,5319,5404,5404
2013,"Y","SG",4869065.68759611,2962,5035,5141,5137,5289,5557
2014,"Y","SG",7636125.83533191,4148,5931,6001,6007,6081,6440
2015,"Y","SG",7400598.71797242,4527,5884,5949,5919,5983,6117
2016,"Y","SG",6559666.26818868,4093,5641,5767,5723,5804,5952
2017,"Y","SG",3415214.0884608,5196,5832,5861,5857,5911,6046
2006,"Y","SB",847266.1541667,3141,3466,3491,3500,3560,3712
2007,"Y","SB",2126416.83615234,3011,3350,3357,3370,3418,3587
2008,"Y","SB",4646239.1102466,2571,3563,3567,3603,3700,3834
2009,"Y","SB",5849148.45823128,2743,3802,3827,3844,3908,3997
2010,"Y","SB",7696118.04080904,2137,3394,3420,3452,3529,3688
2011,"Y","SB",5138771.056281,2438,3289,3315,3358,3446,3618
2012,"Y","SB",3846036.07716489,1662,3108,3160,3176,3263,3476
2013,"Y","SB",4656687.52858857,1458,3221,3337,3297,3381,3588
2014,"Y","SB",2801746.59958449,2595,3710,3739,3752,3849,3969
2015,"Y","SB",4174099.31271843,2590,3672,3680,3693,3722,3834
2016,"Y","SB",2482488.85318569,2675,3508,3539,3531,3599,3671
2017,"Y","SB",4120059.95851131,2923,3771,3778,3769,3781,3844
2006,"Y","AL",1099617.50241009,2944,3153,3168,3183,3237,3274
2007,"Y","AL",955416.26103048,1853,3223,3232,3250,3296,3310
2008,"Y","AL",932779.08256545,1754,3170,3346,3265,3362,3364
2009,"Y","AL",380449.66293243,2211,3298,3300,3315,3302,3398
2010,"Y","AL",818033.58698715,2173,3098,3143,3156,3230,3240
2011,"Y","AL",737591.69688111,2776,3017,3087,3094,3183,3202
2012,"Y","AL",409734.46449504,1252,2701,2717,2731,2798,2858
2013,"Y","AL",651078.05604606,593.6,2259,2489,2447,2675,2881
2014,"Y","AL",911758.75006122,2439,3336,3348,3340,3383,3396
2015,"Y","AL",491832.42931467,1741,2980,3024,2924,3043,3171
2016,"Y","AL",387972.26292357,1347,2952,2962,2965,3085,3139
2017,"Y","AL",527866.71139008,1902,3035,3122,3090,3152,3166
