"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211357.0500802,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13272120.2892153,5527,6156,6390,6287,6439,7414
2009,"N","MZ",17746973.5194311,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.76096325,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19110171.9242429,4324,5471,6160,6097,6723,7693
2012,"N","MZ",14061936.506332,2577,3696,3840,3791,3967,4177
2013,"N","MZ",15317002.1103907,2680,4118,4594,4475,4909,6482
2014,"N","MZ",14008161.7758502,3461,5053,5374,5258,5563,7354
2015,"N","MZ",29855326.4963322,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19681936.8215576,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.6885513,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3587867.52518493,2760,2997,3086,3067,3127,3354
2008,"N","WH",2363833.19128797,540.8,639.8,685.3,806.7,831.8,2096
2009,"N","WH",3895644.81319803,3364,4172,4302,4303,4470,4753
2010,"N","WH",8345963.52993546,4343,4789,4878,4854,4974,5177
2011,"N","WH",1131746.23946421,776.2,1457,2105,2059,2686,3233
2012,"N","WH",11768822.2005488,3068,4230,4338,4304,4411,4497
2013,"N","WH",2518242.90123825,986.4,1769,1841,1903,2050,2745
2014,"N","WH",5824970.61848541,254.6,1375,1605,1595,1861,2609
2015,"N","WH",2480498.66440485,202.3,919.7,1538,1476,1954,2761
2016,"N","WH",11372023.9305437,3101,4514,4636,4638,4794,5083
2017,"N","WH",5745297.31202799,1010,2391,2607,2588,2856,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184722,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344297.33263049,3773,4558,4678,4596,4692,6028
2009,"N","SG",2098795.00182804,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46899555,3481,4137,4452,4369,4528,5188
2011,"N","SG",721837.97169255,3442,4101,4189,4364,4702,5769
2012,"N","SG",596277.90337491,2844,3403,3493,3456,3525,3642
2013,"N","SG",1835678.42698734,1866,2725,2860,2903,3165,4278
2014,"N","SG",2882995.22493855,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643802.70428933,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102383.50320815,3966,4678,4797,4791,4942,5941
