"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2017,"N","SG",5679224.81273691,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139742.806851,2256,2571,2577,2627,2763,3108
2009,"N","SB",804044.28783105,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.17006583,1742,2110,2132,2169,2234,2990
2011,"N","SB",381577.99935213,2149,2551,2579,2565,2609,3163
2012,"N","SB",357836.76550215,1336,1627,1633,1647,1682,2199
2013,"N","SB",183699.71904636,1268,1545,1579,1623,1708,2157
2014,"N","SB",83458.01946771,2350,2714,2783,2785,2840,3393
2015,"N","SB",135524.91237939,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.6663989,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10451466,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",91425.50779284,1431,1742,1775,1776,1869,2047
2009,"N","AL",62270.38263321,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72359762,1642,1888,1888,1935,1908,2469
2011,"N","AL",37663.98044958,1265,1576,1730,1722,1897,2015
2012,"N","AL",17601.15821814,938.1,1173,1192,1200,1252,1337
2013,"N","AL",89721.80183061,489.3,830.5,1072,996.9,1141,1520
2014,"N","AL",144799.11234675,2196,2429,2475,2464,2525,2575
2015,"N","AL",69852.18716262,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54287834,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.62092532,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",60515923.4012532,1826,11050,11110,11080,11310,11860
2007,"Y","MZ",82574715.7965085,4519,10510,10830,10730,10860,11240
2008,"Y","MZ",97796497.5909304,5650,12650,12710,12730,12850,13200
2009,"Y","MZ",109523381.812072,4799,13200,13250,13240,13390,13590
2010,"Y","MZ",86835108.5036429,2875,11170,11440,11450,11650,12690
2011,"Y","MZ",95453120.4267765,4697,11310,11450,11430,11660,11890
2012,"Y","MZ",75697235.1045785,3034,10150,10250,10290,10600,11190
2013,"Y","MZ",69611478.9032333,2792,11560,11710,11640,11830,12510
2014,"Y","MZ",76222521.8118788,3467,11830,11900,11910,12090,12640
2015,"Y","MZ",83048304.5207377,6242,12770,12920,12910,13100,13390
2016,"Y","MZ",93407364.1974775,4213,12590,12750,12740,12900,13340
2017,"Y","MZ",100857054.076378,4069,13540,13570,13540,13610,13830
2006,"Y","WH",1243743.21091026,1596,4717,4758,4723,4860,4958
2007,"Y","WH",468151.29594459,2935,3133,3133,3143,3159,3337
2008,"Y","WH",371354.68334997,582.6,4036,4111,3613,4484,4610
2009,"Y","WH",1439792.3420901,3821,4547,4561,4531,4586,4788
2010,"Y","WH",881251.46057727,4452,4633,4633,4737,4991,5147
2011,"Y","WH",240838.86243204,1736,4474,4772,4574,4772,4966
2012,"Y","WH",1517266.23333759,3842,4310,4330,4349,4409,4691
2013,"Y","WH",1131548.21406765,1458,4195,4249,4170,4266,4697
2014,"Y","WH",2398810.94927361,514,4065,4120,4225,4405,5065
2015,"Y","WH",1773537.95060937,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3833835.16359357,4228,4482,4669,4585,4680,5160
2017,"Y","WH",1524119.0313609,1010,4527,4647,4571,4680,5335
2006,"Y","SG",4123830.29862798,4342,5583,5603,5642,5738,5996
2007,"Y","SG",659360.3683752,3579,5685,5685,5688,5692,5954
2008,"Y","SG",968328.70573122,4964,5802,5880,5870,5887,6033
2009,"Y","SG",647587.42715862,5101,6218,6231,6224,6242,6306
2010,"Y","SG",838076.31408582,4246,5583,5734,5692,5784,5883
2011,"Y","SG",826156.7502327,4950,5390,5438,5448,5463,5746
2012,"Y","SG",857219.85918945,3397,5377,5443,5399,5513,5513
2013,"Y","SG",5006350.03812741,2962,5214,5299,5282,5384,5683
2014,"Y","SG",7752494.96601804,4148,6030,6095,6099,6158,6480
2015,"Y","SG",7416571.93345917,4527,5903,5936,5932,5974,6121
2016,"Y","SG",6659281.34052183,4093,5768,5804,5810,5868,5985
2017,"Y","SG",3422375.18332362,5196,5852,5872,5869,5919,6074
2006,"Y","SB",856106.64101376,3166,3500,3530,3536,3602,3713
2007,"Y","SB",2138316.42182814,3098,3350,3378,3389,3417,3588
2008,"Y","SB",4731410.08678689,2571,3625,3639,3669,3737,3825
2009,"Y","SB",5938448.60333916,2743,3879,3891,3903,3939,4000
2010,"Y","SB",7787274.94270197,2137,3441,3490,3493,3561,3691
2011,"Y","SB",5252437.64782413,2448,3397,3431,3432,3466,3672
2012,"Y","SB",3937734.14945085,1662,3183,3218,3252,3346,3597
2013,"Y","SB",4794743.50662843,1458,3347,3401,3395,3478,3576
2014,"Y","SB",2855103.41652417,2595,3789,3815,3824,3905,4019
2015,"Y","SB",4175098.54461252,2590,3673,3682,3694,3723,3858
2016,"Y","SB",2526218.45945991,2675,3575,3590,3593,3626,3704
2017,"Y","SB",4130363.90450232,2923,3776,3782,3779,3798,3843
2006,"Y","AL",1107204.21487323,2996,3173,3191,3205,3253,3270
2007,"Y","AL",961978.26256074,1853,3250,3262,3273,3319,3340
2008,"Y","AL",935061.52971231,1755,3224,3316,3273,3333,3335
2009,"Y","AL",385205.10597333,2211,3340,3346,3357,3351,3417
2010,"Y","AL",837196.31294361,2173,3173,3229,3230,3284,3324
2011,"Y","AL",748979.85050838,2896,3083,3151,3142,3195,3214
2012,"Y","AL",412489.55145483,1252,2681,2683,2749,2832,2897
2013,"Y","AL",720923.18359401,593.6,2533,2786,2710,2947,3023
2014,"Y","AL",920341.53144099,2439,3363,3378,3372,3414,3433
2015,"Y","AL",497611.67233518,1741,3036,3063,2958,3073,3234
2016,"Y","AL",388227.48556707,1347,2927,2974,2967,3103,3139
2017,"Y","AL",529738.84336104,1902,3093,3135,3101,3142,3166
