"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211357.0500726,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13473201.5463869,5527,6156,6390,6289,6439,7414
2009,"N","MZ",17779972.8693694,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.7583906,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19057088.9524188,4324,5471,6128,6069,6723,7693
2012,"N","MZ",14061563.7471414,2399,3696,3840,3791,3967,4177
2013,"N","MZ",15201607.5074777,2680,4102,4538,4441,4894,6477
2014,"N","MZ",14004124.4822778,3461,5053,5374,5256,5563,7354
2015,"N","MZ",29855247.9850184,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19682059.4528537,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.6935183,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3587880.60682038,2760,2997,3086,3068,3127,3354
2008,"N","WH",2325841.90005258,540.8,639.8,685.3,787.9,780.3,2096
2009,"N","WH",4281516.95713461,3364,4164,4296,4284,4447,4753
2010,"N","WH",8344939.14603684,4343,4789,4878,4854,4974,5177
2011,"N","WH",1045721.97756684,776.2,1457,1638,1903,2504,3217
2012,"N","WH",11764076.7339574,3068,4230,4338,4303,4411,4497
2013,"N","WH",2510258.65435278,986.4,1769,1843,1897,2039,2745
2014,"N","WH",5586856.04991798,302,1322,1510,1530,1837,2609
2015,"N","WH",2392048.85641686,202.3,572.6,1509,1423,1934,2761
2016,"N","WH",11350774.201134,3101,4512,4636,4629,4794,5083
2017,"N","WH",5659525.48318992,1010,2391,2572,2549,2831,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184722,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344743.56653963,3773,4558,4678,4596,4692,6028
2009,"N","SG",2099713.1494104,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46898673,3481,4137,4452,4369,4528,5188
2011,"N","SG",721136.05974513,3442,4101,4189,4359,4702,5769
2012,"N","SG",596277.90143505,2844,3403,3493,3456,3525,3642
2013,"N","SG",1833533.15387067,1866,2725,2860,2898,3162,4133
2014,"N","SG",2883041.52984621,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643818.16100786,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102382.06505,3966,4678,4797,4791,4942,5941
2017,"N","SG",5679224.8104537,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139737.44820348,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.13976574,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16979133,1742,2110,2132,2169,2234,2990
2011,"N","SB",380341.80161487,2149,2483,2579,2557,2586,3163
2012,"N","SB",357796.38442788,1336,1627,1633,1647,1682,2146
2013,"N","SB",180908.02745073,1268,1545,1579,1598,1648,2157
2014,"N","SB",83423.67531768,2350,2714,2783,2784,2840,3393
2015,"N","SB",135523.60569495,2433,2804,2886,2874,2915,3146
2016,"N","SB",53449.66638837,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10395108,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94955.46072201,1431,1742,1775,1779,1870,2047
2009,"N","AL",62469.41057217,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72358106,1642,1888,1888,1935,1908,2469
2011,"N","AL",37588.5095058,1265,1576,1722,1719,1896,2015
2012,"N","AL",17601.15812751,938.1,1173,1192,1200,1252,1337
2013,"N","AL",88014.1981671,489.3,817.1,1066,977.9,1066,1491
2014,"N","AL",144793.89765333,2196,2429,2475,2464,2525,2575
2015,"N","AL",69849.46417374,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54266063,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.60505769,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",53817241.5886637,1826,9675,9911,9857,10190,11640
2007,"Y","MZ",75788453.9326812,4519,9676,9785,9846,10070,10880
2008,"Y","MZ",97318525.986139,11160,12670,12750,12720,12820,13130
2009,"Y","MZ",102424816.033559,10690,12020,12550,12390,12700,13480
2010,"Y","MZ",75351322.1112038,2875,9575,9864,9932,10230,11980
2011,"Y","MZ",90800598.4654181,4697,10510,10890,10880,11440,11720
2012,"Y","MZ",67394246.1137639,3034,9197,9306,9158,9386,9809
2013,"Y","MZ",64028288.4564797,2792,10480,10850,10700,11060,11780
2014,"Y","MZ",69497597.1671012,3467,10590,10850,10860,11030,12530
2015,"Y","MZ",81105409.8229542,6242,12560,12670,12600,12820,13360
2016,"Y","MZ",85161285.7075137,4213,11230,11680,11610,11930,12940
2017,"Y","MZ",99427843.0368573,4069,13230,13420,13350,13500,13720
2006,"Y","WH",1227966.89186718,1596,4668,4698,4663,4751,4895
2007,"Y","WH",468152.98800282,2935,3133,3133,3143,3159,3337
2008,"Y","WH",316678.61337498,3209,3823,3993,3918,4056,4147
2009,"Y","WH",1011844.62265059,4218,4547,4561,4521,4562,4787
2010,"Y","WH",922958.544186,4452,4633,4633,4743,4991,5147
2011,"Y","WH",230482.58814486,1736,4288,4542,4378,4554,4717
2012,"Y","WH",1544718.81948084,3869,4298,4333,4364,4465,4677
2013,"Y","WH",1088829.15521535,1458,4003,4099,4011,4127,4512
2014,"Y","WH",2226697.24859433,481.6,3740,3903,3924,4051,4954
2015,"Y","WH",1772945.27606988,330.7,1598,1616,2184,2988,3327
2016,"Y","WH",3832849.19174103,4231,4484,4669,4584,4679,5158
2017,"Y","WH",1520873.56438632,1010,4514,4646,4561,4677,5333
2006,"Y","SG",3942564.28920855,4342,5318,5361,5394,5512,5961
2007,"Y","SG",621984.98319444,3579,5342,5366,5366,5401,5937
2008,"Y","SG",907428.58620651,4163,5430,5488,5501,5515,6015
2009,"Y","SG",613639.71363744,5103,5816,5912,5908,5947,6300
2010,"Y","SG",741141.47005479,4246,5178,5379,5344,5471,5696
2011,"Y","SG",791455.35535947,4427,5173,5197,5219,5235,5679
2012,"Y","SG",763294.87565343,3397,4933,5030,4968,5077,5104
2013,"Y","SG",4472202.91214817,2962,4511,4712,4719,4914,5256
2014,"Y","SG",7319856.82857894,4128,5687,5708,5757,5904,6232
2015,"Y","SG",7224589.99735164,4527,5750,5794,5778,5837,6097
2016,"Y","SG",6301400.90924628,4093,5397,5532,5497,5601,5872
2017,"Y","SG",3341386.82914155,5196,5696,5709,5730,5789,5951
2006,"Y","SB",795169.40445378,2928,3199,3300,3284,3368,3687
2007,"Y","SB",1972040.02647579,2682,3078,3094,3125,3185,3470
2008,"Y","SB",4509958.80466917,2571,3455,3463,3497,3595,3672
2009,"Y","SB",5554030.154661,3155,3597,3618,3651,3739,3971
2010,"Y","SB",6944588.91830574,2137,3047,3089,3115,3185,3587
2011,"Y","SB",4929864.74781624,2434,3133,3201,3222,3317,3424
2012,"Y","SB",3520948.83752421,1662,2818,2919,2908,3013,3041
2013,"Y","SB",4016775.48007401,1458,2799,2845,2844,2903,3297
2014,"Y","SB",2652985.94856273,2595,3474,3527,3553,3670,3843
2015,"Y","SB",3983189.24126232,2590,3488,3519,3524,3567,3691
2016,"Y","SB",2342485.5590952,2675,3264,3352,3332,3414,3513
2017,"Y","SB",3987603.621828,2923,3632,3633,3648,3690,3831
2006,"Y","AL",1000501.48470744,2615,2863,2896,2896,2933,3030
2007,"Y","AL",889325.89777638,1853,2967,2988,3026,3129,3157
2008,"Y","AL",874449.65289924,2972,3000,3140,3082,3157,3158
2009,"Y","AL",365711.61305349,3122,3155,3164,3190,3172,3323
2010,"Y","AL",732523.9490361,2173,2742,2803,2826,2925,2999
2011,"Y","AL",683793.83429082,2531,2786,2930,2868,2946,2970
2012,"Y","AL",368801.29076553,1252,2403,2420,2458,2554,2589
2013,"Y","AL",551037.69679878,593.6,1862,2120,2071,2250,2667
2014,"Y","AL",873493.10082099,2439,3146,3228,3200,3262,3309
2015,"Y","AL",463478.80053627,1741,2777,2833,2755,2878,3028
2016,"Y","AL",346871.43800613,1347,2588,2612,2651,2803,2821
2017,"Y","AL",497408.61667743,1902,2850,2962,2912,2995,3002
