"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2013,"N","SG",1829082.98945565,1866,2724,2860,2892,3138,4019
2014,"N","SG",2883012.90354963,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643817.55756164,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102786.86377688,3966,4678,4797,4791,4940,5941
2017,"N","SG",5679224.81561646,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",140890.25249865,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.13975557,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16598919,1742,2110,2132,2169,2234,2990
2011,"N","SB",381777.13493928,2149,2461,2579,2552,2593,3163
2012,"N","SB",357571.85988807,1336,1627,1633,1646,1682,2146
2013,"N","SB",178610.79372408,1268,1540,1579,1578,1608,2157
2014,"N","SB",83438.62540209,2350,2714,2783,2784,2840,3393
2015,"N","SB",135520.96978197,2433,2804,2886,2874,2915,3146
2016,"N","SB",53449.66635084,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10223181,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94951.05381765,1431,1742,1775,1779,1871,2047
2009,"N","AL",62469.41058036,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72357278,1642,1888,1888,1935,1908,2469
2011,"N","AL",37508.24411298,1265,1576,1722,1715,1896,2014
2012,"N","AL",17602.38074286,938.1,1173,1192,1200,1252,1337
2013,"N","AL",79269.08603202,489.3,817.1,921,880.8,921,1458
2014,"N","AL",144789.34989609,2196,2429,2475,2464,2525,2575
2015,"N","AL",69847.31187504,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54150512,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.5703545,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",47405861.662495,1826,8389,8651,8683,9024,9924
2007,"Y","MZ",70348532.1299265,4519,8956,9125,9140,9258,10300
2008,"Y","MZ",88878988.4273079,10460,11460,11610,11620,11790,12660
2009,"Y","MZ",91443134.3583702,10070,10950,11030,11060,11240,12940
2010,"Y","MZ",67324639.5739881,2875,8623,8797,8874,9204,10830
2011,"Y","MZ",82134888.5454708,4697,9421,9791,9852,10380,11560
2012,"Y","MZ",59110860.8728289,3034,7932,8172,8032,8256,8972
2013,"Y","MZ",58079888.406583,2792,9589,9773,9708,9982,11150
2014,"Y","MZ",63427324.7577712,3467,9676,9951,9909,10160,12060
2015,"Y","MZ",77303224.3108888,6242,11870,12000,12010,12370,13220
2016,"Y","MZ",77859650.1617232,4213,10360,10620,10620,10910,12380
2017,"Y","MZ",97052810.2069927,4069,12840,13100,13030,13280,13650
2006,"Y","WH",1198842.05968038,1596,4520,4590,4552,4657,4852
2007,"Y","WH",468050.90693004,2935,3133,3134,3142,3159,3337
2008,"Y","WH",289493.38310265,2849,3361,3635,3582,3683,3939
2009,"Y","WH",1010013.55324326,4206,4523,4542,4512,4562,4775
2010,"Y","WH",928439.82319905,4425,4633,4633,4743,4976,5147
2011,"Y","WH",207911.09837016,2673,3973,4117,4089,4219,4460
2012,"Y","WH",1532819.80608192,3877,4263,4274,4322,4351,4656
2013,"Y","WH",1039553.83951506,1458,3796,3887,3810,3926,4214
2014,"Y","WH",2024326.31568696,425.7,3435,3555,3567,3734,4513
2015,"Y","WH",1766820.45141252,274,1598,1616,2177,2981,3317
2016,"Y","WH",3836515.0163508,4190,4464,4665,4581,4670,5154
2017,"Y","WH",1514266.02426312,1010,4493,4627,4534,4661,5314
2006,"Y","SG",3802225.13191584,4342,5142,5185,5202,5298,5925
2007,"Y","SG",593739.8926443,3579,5087,5145,5122,5145,5913
2008,"Y","SG",860597.81287452,4150,5169,5216,5217,5251,6008
2009,"Y","SG",576122.95184841,4804,5510,5513,5547,5553,6274
2010,"Y","SG",692538.3075285,4246,4921,5127,5120,5280,5498
2011,"Y","SG",761703.50629845,3943,4979,5014,5026,5083,5666
2012,"Y","SG",712783.96725834,3397,4638,4713,4661,4735,4800
2013,"Y","SG",3989497.12379712,2962,4077,4208,4216,4353,4972
2014,"Y","SG",7001904.54180699,4128,5439,5463,5507,5624,6209
2015,"Y","SG",6980454.35973063,4527,5503,5601,5583,5671,6084
2016,"Y","SG",6032654.98686819,4093,5150,5299,5269,5369,5860
2017,"Y","SG",3278074.84873272,5111,5583,5596,5622,5724,5870
2006,"Y","SB",755862.87263274,2748,3042,3146,3122,3193,3615
2007,"Y","SB",1856777.89801347,2494,2902,2918,2943,2991,3364
2008,"Y","SB",4124006.99393625,2696,3117,3179,3199,3346,3403
2009,"Y","SB",5160036.88850472,2954,3338,3348,3392,3483,3904
2010,"Y","SB",6464201.30397846,2137,2819,2875,2900,2984,3474
2011,"Y","SB",4555907.08390431,2369,2877,2982,2980,3085,3324
2012,"Y","SB",3213540.01281069,1662,2596,2660,2654,2729,2738
2013,"Y","SB",3504224.61126198,1415,2467,2472,2481,2490,3002
2014,"Y","SB",2488695.12834579,2595,3267,3332,3333,3412,3753
2015,"Y","SB",3794176.25799795,2590,3301,3327,3357,3431,3526
2016,"Y","SB",2215446.52908726,2673,3073,3117,3151,3255,3342
2017,"Y","SB",3911091.53362083,2923,3551,3565,3578,3639,3827
2006,"Y","AL",975448.57879287,2500,2757,2849,2824,2889,2972
2007,"Y","AL",857004.47090676,1853,2867,2877,2916,3016,3041
2008,"Y","AL",798034.62672252,2711,2729,2861,2812,2883,2901
2009,"Y","AL",354993.42421368,2921,3067,3077,3096,3086,3216
2010,"Y","AL",700616.13537654,2173,2624,2667,2703,2819,2837
2011,"Y","AL",645898.91879682,2188,2646,2715,2709,2808,2828
2012,"Y","AL",338067.1586259,1252,2189,2207,2253,2365,2400
2013,"Y","AL",440442.23336793,593.6,1512,1604,1656,1785,2217
2014,"Y","AL",859484.84342499,2438,3099,3173,3149,3225,3276
2015,"Y","AL",439843.23096534,1741,2635,2669,2615,2721,2854
2016,"Y","AL",321250.62160404,1347,2371,2429,2455,2598,2631
2017,"Y","AL",470913.05068281,1902,2688,2818,2766,2850,2857
