"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211351.6599871,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13470699.3633081,5473,6156,6390,6288,6439,7414
2009,"N","MZ",17779972.8532532,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.75263645,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19063883.29307,4324,5446,6120,6060,6723,7693
2012,"N","MZ",14038295.4771147,2341,3695,3840,3785,3967,4177
2013,"N","MZ",15079031.8171398,2680,4030,4521,4405,4854,6280
2014,"N","MZ",13997625.5458267,3461,5053,5374,5254,5562,7354
2015,"N","MZ",29855079.9644483,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19681954.2056095,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.7239493,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3587610.28788378,2760,2997,3086,3067,3127,3354
2008,"N","WH",2265265.53046152,540.8,638.6,678.9,767.3,757.1,2096
2009,"N","WH",4208993.66663946,3319,4129,4179,4212,4359,4753
2010,"N","WH",8353937.68835373,4343,4789,4877,4853,4972,5177
2011,"N","WH",1021783.58217036,776.2,1377,1582,1851,2439,3217
2012,"N","WH",11737280.0039439,3049,4230,4338,4293,4411,4497
2013,"N","WH",2503238.09938866,986.4,1756,1821,1891,2011,2734
2014,"N","WH",5514645.96292167,208.9,1240,1508,1510,1837,2609
2015,"N","WH",2301599.43032652,202.3,492.6,1473,1369,1930,2761
2016,"N","WH",11334106.8829701,3101,4511,4636,4622,4794,5083
2017,"N","WH",5563295.58954105,1010,2336,2507,2506,2763,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184722,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344742.8345213,3773,4558,4678,4596,4692,6028
2009,"N","SG",2099713.14941013,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46897512,3481,4137,4452,4369,4528,5188
2011,"N","SG",721348.52470929,3442,4101,4189,4358,4702,5769
2012,"N","SG",596270.92116942,2844,3403,3493,3456,3525,3642
