"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2013,"N","SB",189836.99923698,1268,1545,1579,1677,1798,2199
2014,"N","SB",83462.73808248,2350,2714,2783,2785,2840,3393
2015,"N","SB",135525.88988586,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.66639953,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10451097,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94800.16423206,1431,1742,1775,1779,1872,2047
2009,"N","AL",62469.41057073,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72359762,1642,1888,1888,1935,1908,2469
2011,"N","AL",37675.25296164,1265,1576,1730,1723,1898,2015
2012,"N","AL",17601.15823011,938.1,1173,1192,1200,1252,1337
2013,"N","AL",100674.2922678,489.3,919.1,1278,1119,1278,1520
2014,"N","AL",144804.44152161,2196,2429,2475,2464,2525,2575
2015,"N","AL",69852.47192631,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54289553,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.62419421,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",60226703.0306369,1826,10990,11070,11030,11230,11860
2007,"Y","MZ",82565146.1371588,4519,10520,10730,10730,10850,11240
2008,"Y","MZ",99045061.0013346,5650,12820,12920,12900,13040,13200
2009,"Y","MZ",110758216.17774,12300,13370,13400,13400,13480,13600
2010,"Y","MZ",87310959.363592,2875,11390,11530,11510,11660,12560
2011,"Y","MZ",97090502.0065277,4697,11600,11660,11630,11740,11920
2012,"Y","MZ",76920688.7606687,3034,10440,10520,10450,10620,11340
2013,"Y","MZ",70519131.3483333,2792,11710,11900,11790,11960,12530
2014,"Y","MZ",76469977.5903641,3467,11810,11930,11950,12120,12640
2015,"Y","MZ",83450492.0413727,6242,12870,12960,12970,13150,13370
2016,"Y","MZ",92737247.8010922,4213,12460,12690,12650,12830,13330
2017,"Y","MZ",100843421.879919,4069,13540,13580,13540,13620,13800
2006,"Y","WH",1243511.15018868,1596,4717,4758,4722,4860,4958
2007,"Y","WH",468148.80598164,2935,3133,3133,3143,3159,3337
2008,"Y","WH",373071.07049319,582.6,4036,4150,3630,4561,4625
2009,"Y","WH",1012636.75092336,4218,4547,4561,4524,4563,4788
2010,"Y","WH",881252.28500697,4452,4633,4633,4737,4991,5147
2011,"Y","WH",240989.53861503,1736,4474,4772,4577,4772,4966
2012,"Y","WH",1512994.2771024,3842,4262,4326,4337,4403,4673
2013,"Y","WH",1139307.28286265,1458,4241,4257,4199,4289,4728
2014,"Y","WH",2402566.65333288,991.5,4065,4120,4232,4405,5065
2015,"Y","WH",1773762.86537919,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3833825.21600391,4228,4482,4669,4585,4680,5160
2017,"Y","WH",1524127.08317751,1010,4527,4647,4571,4680,5335
2006,"Y","SG",4192162.78051431,4342,5708,5732,5736,5814,5994
2007,"Y","SG",649890.73164852,3579,5561,5600,5606,5625,5942
2008,"Y","SG",958087.17552771,4964,5762,5802,5808,5823,6080
2009,"Y","SG",643841.18788311,5963,6184,6199,6199,6200,6306
2010,"Y","SG",826730.65140066,4246,5466,5584,5615,5754,5890
2011,"Y","SG",833246.76396771,4959,5453,5493,5495,5516,5724
2012,"Y","SG",858758.30465895,3397,5301,5513,5409,5543,5570
2013,"Y","SG",5150173.83760215,2962,5361,5534,5433,5586,5761
2014,"Y","SG",7660199.09836404,4148,5967,6035,6026,6093,6405
2015,"Y","SG",7417339.51080087,4527,5894,5953,5932,5977,6156
2016,"Y","SG",6597733.02476382,4093,5700,5769,5756,5819,5942
2017,"Y","SG",3413343.0220902,5196,5830,5855,5854,5911,6039
2006,"Y","SB",868022.53838559,3218,3573,3600,3585,3635,3708
2007,"Y","SB",2130831.66779298,3099,3308,3317,3377,3471,3577
2008,"Y","SB",4755749.85919773,2571,3625,3682,3688,3774,3847
2009,"Y","SB",5924821.93902972,3568,3866,3884,3895,3938,3996
2010,"Y","SB",7745410.42117056,2137,3402,3472,3474,3583,3675
2011,"Y","SB",5267787.7507317,2449,3406,3452,3442,3500,3668
2012,"Y","SB",3929061.65358186,1662,3206,3239,3245,3311,3575
2013,"Y","SB",4766795.76734055,1458,3324,3363,3375,3448,3585
2014,"Y","SB",2834372.92903695,2596,3776,3782,3796,3871,3982
2015,"Y","SB",4164319.36015569,2590,3651,3676,3685,3714,3848
2016,"Y","SB",2495938.42319715,2675,3518,3563,3550,3600,3670
2017,"Y","SB",4099827.67376445,2923,3746,3752,3751,3764,3837
2006,"Y","AL",1096573.94620695,2955,3147,3156,3175,3223,3227
2007,"Y","AL",953765.80478109,1853,3190,3203,3245,3325,3345
2008,"Y","AL",942740.81693505,1866,3271,3363,3321,3381,3404
2009,"Y","AL",383065.49062413,3312,3325,3330,3341,3332,3401
2010,"Y","AL",838131.6064329,2173,3158,3187,3234,3319,3346
2011,"Y","AL",747878.64473169,2916,3086,3175,3137,3183,3194
2012,"Y","AL",429709.42371627,1252,2821,2836,2864,2934,2997
2013,"Y","AL",731801.06319645,593.6,2626,2817,2751,2954,3004
2014,"Y","AL",905707.12726341,2439,3285,3347,3318,3354,3410
2015,"Y","AL",505195.90465509,1741,3080,3121,3003,3124,3244
2016,"Y","AL",385656.45077799,1347,2952,2954,2947,3037,3106
2017,"Y","AL",527759.0570457,1902,3046,3127,3090,3143,3167
