"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",16564013.1,16.5640131,31.75,222.2,254,235.2,254,317.5
2007,"irrigation",18501169.5,18.5011695,63.5,190.5,222.2,207.4,222.2,317.5
2008,"irrigation",17568395.775,17.568395775,31.75,190.5,190.5,184.5,190.5,317.5
2009,"irrigation",16175478.825,16.175478825,31.75,158.8,158.8,158.1,158.8,190.5
2010,"irrigation",24712717.275,24.712717275,63.5,222.2,254,237.4,254,412.8
2011,"irrigation",16334041.5,16.3340415,31.75,158.8,158.8,154.9,158.8,349.2
2012,"irrigation",28330112.25,28.33011225,127,317.5,317.5,306,317.5,603.2
2013,"irrigation",19804589.55,19.80458955,63.5,190.5,222.2,222.1,254,349.2
2014,"irrigation",19007289.9,19.0072899,95.25,190.5,190.5,204.3,222.2,476.2
2015,"irrigation",21403818,21.403818,31.75,190.5,222.2,215.7,254,349.2
2016,"irrigation",20565341.775,20.565341775,95.25,190.5,222.2,200.1,222.2,381
2017,"irrigation",19232918.1,19.2329181,63.5,190.5,190.5,196,222.2,381
2006,"recharge",6898293.5808303,6.8982935808303,0,0,4.14,28.3,31.32,254.7
2007,"recharge",23395016.7389376,23.3950167389376,0,76.79,98.37,95.99,119.4,306.5
2008,"recharge",20140027.7167512,20.1400277167512,0,39.9,69.4,82.63,100.7,401.2
2009,"recharge",38365271.0322705,38.3652710322705,0,120.5,128.6,157.4,237.6,402.8
2010,"recharge",26341305.3103923,26.3413053103923,0,77.27,112.4,108.1,125.1,372.6
2011,"recharge",23782026.9041262,23.7820269041262,0,33.59,65.47,97.57,167.8,398
2012,"recharge",9082323.7170354,9.0823237170354,0,24.5,29.08,37.26,39.4,153
2013,"recharge",6403384.0172196,6.4033840172196,0,0,7.129,26.27,43.67,209.3
2014,"recharge",16391436.6345687,16.3914366345687,0,15.03,54.54,67.25,101.2,316.3
2015,"recharge",33386894.9235594,33.3868949235594,0,77.01,137.9,137,195.8,429.9
2016,"recharge",30882856.5207162,30.8828565207162,0,88.93,117.5,126.7,155.6,427.4
2017,"recharge",67291229.8239336,67.2912298239336,34.05,215.2,277.8,276.1,336.9,647.2
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
