"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",9819781.60499999,9.81978160499999,19.05,152.4,152.4,139.4,152.4,171.4
2007,"irrigation",11948487.66,11.94848766,38.1,133.4,133.4,133.9,152.4,228.6
2008,"irrigation",10679689.08,10.67968908,19.05,114.3,114.3,112.8,114.3,247.6
2009,"irrigation",8557103.78999999,8.55710378999999,38.1,76.2,76.2,83.66,95.25,114.3
2010,"irrigation",14175451.71,14.17545171,19.05,133.3,133.4,136.1,152.4,266.7
2011,"irrigation",9129181.005,9.129181005,19.05,76.2,95.25,87.92,95.25,209.6
2012,"irrigation",18021829.59,18.02182959,57.15,190.5,190.5,194.7,209.5,419.1
2013,"irrigation",12196695.825,12.196695825,19.05,133.3,133.4,136.8,152.4,247.7
2014,"irrigation",9736731.225,9.736731225,38.1,95.25,95.25,104.7,95.25,323.8
2015,"irrigation",12244890.42,12.24489042,19.05,114.3,133.3,123.4,133.4,209.6
2016,"irrigation",10129317.435,10.129317435,38.1,95.25,95.25,98.55,114.3,209.6
2017,"irrigation",10441476.45,10.44147645,38.1,95.25,114.3,106.4,114.3,247.6
2006,"recharge",5580957.9125529,5.5809579125529,0,0,0,22.9,16.54,254.7
2007,"recharge",20211509.1273174,20.2115091273174,0,51.6,80.15,82.92,106.3,306.5
2008,"recharge",14951469.6426249,14.9514696426249,0,6.348,31.67,61.34,92.84,401.2
2009,"recharge",36340560.1143621,36.3405601143621,0,107.2,117.1,149.1,237.4,402.8
2010,"recharge",22717773.17838,22.71777317838,0,66.01,80.64,93.21,110.7,372.6
2011,"recharge",18565194.1783302,18.5651941783302,0,0,17.52,76.17,165.2,398
2012,"recharge",7668712.1186766,7.6687121186766,0,6.934,25.54,31.46,38.26,153
2013,"recharge",4863093.4160712,4.8630934160712,0,0,0,19.95,26.57,209.3
2014,"recharge",10994332.1273568,10.9943321273568,0,1.317,24.67,45.11,55.31,316.3
2015,"recharge",24791976.5412987,24.7919765412987,0,34.73,75.99,101.7,157.1,406
2016,"recharge",25377067.6362711,25.3770676362711,0,78.71,95.19,104.1,109.4,427.4
2017,"recharge",58549632.9187734,58.5496329187734,34.05,207.5,245.9,240.2,270.1,525.3
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
2011,"precip",NA,NA,NA,NA,NA,610.266387815992,NA,NA
2012,"precip",NA,NA,NA,NA,NA,345.733619495299,NA,NA
2013,"precip",NA,NA,NA,NA,NA,417.888931739127,NA,NA
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
2015,"precip",NA,NA,NA,NA,NA,620.523664360041,NA,NA
2016,"precip",NA,NA,NA,NA,NA,559.605731018337,NA,NA
2017,"precip",NA,NA,NA,NA,NA,795.535262431042,NA,NA
2006,"etac",126306859.425629,126.306859425629,333.5,460.9,518.9,518.2,583.4,765.7
2007,"etac",134828205.480229,134.828205480229,369.8,482.2,565.9,553.2,665.8,767.6
2008,"etac",140908880.679417,140.908880679417,383.2,466.2,588.4,578.1,679.5,827.9
2009,"etac",139162637.796336,139.162637796336,407.3,429,595.9,571,660.4,787.4
2010,"etac",129790402.503618,129.790402503618,331.5,474.9,538.8,532.5,639.4,848.1
2011,"etac",140208047.357804,140.208047357804,376.3,412.4,634.3,575.3,681.6,887
2012,"etac",111984073.309977,111.984073309977,252.8,386.9,426.7,459.5,595.9,847.3
2013,"etac",115050663.265881,115.050663265881,318.8,347.1,485.1,472,571.5,715.8
2014,"etac",130976008.040192,130.976008040192,331.9,424,558.6,537.4,630.4,885.5
2015,"etac",147193800.090445,147.193800090445,384.7,448,620.9,603.9,739.7,855
2016,"etac",138584773.308919,138.584773308919,325.4,521.8,567.9,568.6,634.8,933.4
2017,"etac",162785153.13134,162.78515313134,402.5,602.8,670.9,667.9,733.5,898.3
2006,"esac",77549391.995742,77.549391995742,235.3,302.8,316.6,318.2,331.6,463.6
2007,"esac",85526457.7083174,85.5264577083174,220.5,335.9,358.1,350.9,374.4,420.6
2008,"esac",87145891.8176979,87.1458918176979,245.2,343.9,355.3,357.5,371.4,456.9
2009,"esac",92612750.6642517,92.6127506642517,287.1,358.6,377.6,380,413.7,545.6
2010,"esac",76917421.1877372,76.9174211877372,192.7,296.3,324.4,315.6,339,460.1
2011,"esac",85337097.9631128,85.3370979631128,241.6,328.8,340.4,350.1,396.5,538.1
2012,"esac",62024217.6128769,62.0242176128769,157.3,231.3,260.9,254.5,283.5,341.4
2013,"esac",76002045.399585,76.002045399585,184.2,291.8,321.3,311.8,334.5,436.5
2014,"esac",75594118.8277827,75.5941188277827,243.5,288,304.6,310.2,328.7,491.6
2015,"esac",89915672.4132123,89.9156724132123,220.2,360.1,377.4,368.9,398.4,574.5
2016,"esac",75276701.6542065,75.2767016542065,230.3,294.4,307.8,308.8,322.1,463.4
2017,"esac",81608071.2698142,81.6080712698142,261.8,298.5,344.9,334.8,360.7,560.3
2006,"epac",48757467.4321887,48.7574674321887,0,157.1,212.4,200,293.2,483.6
2007,"epac",49301747.768043,49.301747768043,0,157.7,242,202.3,307.6,419.9
2008,"epac",53762988.8627028,53.7629888627028,0,111.1,255.2,220.6,325,573.7
2009,"epac",46549887.1362477,46.5498871362477,0,0,226.4,191,304.3,444.8
2010,"epac",52872981.3158706,52.8729813158706,0,182.4,265.2,216.9,315,611.3
2011,"epac",54870949.3950441,54.8709493950441,0,0,305.3,225.1,360.4,615.7
2012,"epac",49959855.6881796,49.9598556881796,0,153.9,191.8,205,314.4,602.6
2013,"epac",39048617.8671057,39.0486178671057,0,0,200,160.2,258,427.7
2014,"epac",55381889.2141341,55.3818892141341,0,94.7,268.6,227.2,337.1,529.4
2015,"epac",57278127.680361,57.278127680361,0,41.38,258.4,235,378.3,509.5
2016,"epac",63308071.6503363,63.3080716503363,0,210,259.4,259.7,327.8,688.5
2017,"epac",81177081.862131,81.177081862131,0,242.2,355.2,333.1,389.9,587.3
2006,"rofc",126441.9832257,0.1264419832257,0,0,0,0.5188,0,97.52
2007,"rofc",22919.1441102,0.0229191441102,0,0,0,0.09403,0,38.06
2008,"rofc",545905.9600317,0.5459059600317,0,0,0,2.24,0.4519,151.9
2009,"rofc",536941.9047357,0.5369419047357,0,0,0,2.203,0,148
2010,"rofc",70645.1439375,0.0706451439375,0,0,0,0.2898,0,107.7
2011,"rofc",1051196.6849688,1.0511966849688,0,0,0,4.313,0,153.3
2012,"rofc",1664590.5521028,1.6645905521028,0,4.847,6.125,6.83,8.673,94.88
2013,"rofc",200748.5033148,0.2007485033148,0,0,0,0.8236,0.03846,115.5
2014,"rofc",121151.7384993,0.1211517384993,0,0,0,0.4971,0,115.3
2015,"rofc",1454363.1452916,1.4543631452916,0,0,3.978,5.967,10.59,169.3
2016,"rofc",3874837.7134071,3.8748377134071,0,0.2644,13.71,15.9,25.57,132.2
2017,"rofc",355205.2358961,0.3552052358961,0,0,0,1.457,0,320.9
