"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2009,"N","SG",2099713.1494104,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.4689888,3481,4137,4452,4369,4528,5188
2011,"N","SG",721147.00536549,3442,4101,4189,4359,4702,5769
2012,"N","SG",596277.89574993,2844,3403,3493,3456,3525,3642
2013,"N","SG",1830877.75884078,1866,2725,2860,2895,3160,4110
2014,"N","SG",2883117.18067227,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643821.88868564,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102381.39226067,3966,4678,4797,4791,4942,5941
2017,"N","SG",5679224.81269668,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139738.22389143,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.13976439,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16845276,1742,2110,2132,2169,2234,2990
2011,"N","SB",380138.34499524,2149,2491,2579,2555,2586,3163
2012,"N","SB",357782.92111764,1336,1627,1633,1647,1682,2146
2013,"N","SB",179760.93067179,1268,1543,1579,1588,1625,2157
2014,"N","SB",83434.82111775,2350,2714,2783,2784,2840,3393
2015,"N","SB",135522.76839174,2433,2804,2886,2874,2915,3146
2016,"N","SB",53449.66637298,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10368837,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94953.50922654,1431,1742,1775,1779,1871,2047
2009,"N","AL",62469.41057343,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.7235834,1642,1888,1888,1935,1908,2469
2011,"N","AL",37550.00534247,1265,1576,1722,1717,1896,2015
2012,"N","AL",17601.15780126,938.1,1173,1192,1200,1252,1337
2013,"N","AL",83815.70519484,489.3,817.1,1004,931.3,1004,1480
2014,"N","AL",144789.95301327,2196,2429,2475,2464,2525,2575
2015,"N","AL",69848.72554536,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54223736,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.59693321,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",51560729.1486638,1826,9294,9500,9444,9714,11300
2007,"Y","MZ",76086815.1942458,4519,9679,9885,9885,10030,10490
2008,"Y","MZ",94838745.9875374,11100,12250,12410,12400,12590,13150
2009,"Y","MZ",99797844.0700262,10440,11920,12000,12070,12220,13040
2010,"Y","MZ",74471852.3324935,2875,9628,9700,9816,9968,11430
2011,"Y","MZ",90266825.6302647,4697,10590,10840,10820,11210,11750
2012,"Y","MZ",64465918.6611405,3034,8656,8856,8760,8989,9466
2013,"Y","MZ",62324512.1821439,2792,10270,10500,10420,10720,11620
2014,"Y","MZ",69076504.7995944,3467,10620,10850,10790,11010,12140
2015,"Y","MZ",80497459.4999724,6242,12440,12530,12510,12750,13380
2016,"Y","MZ",82609697.9267321,4213,11110,11300,11270,11560,12480
2017,"Y","MZ",99417642.9894194,4069,13270,13410,13350,13510,13720
2006,"Y","WH",1233903.11832774,1596,4701,4728,4686,4791,4921
2007,"Y","WH",468151.65960669,2935,3133,3133,3143,3159,3337
2008,"Y","WH",312852.08662056,3188,3755,3861,3871,4009,4045
2009,"Y","WH",1011623.31861579,4218,4525,4560,4520,4562,4787
2010,"Y","WH",939728.39340132,4452,4633,4633,4746,4983,5147
2011,"Y","WH",225957.66290586,1620,4200,4429,4277,4492,4668
2012,"Y","WH",1544650.08384681,3892,4301,4338,4355,4393,4657
2013,"Y","WH",1081237.67589258,1458,3966,4055,3968,4076,4412
2014,"Y","WH",2162244.17995083,427.8,3660,3813,3810,3944,4868
2015,"Y","WH",1771961.35067874,308.1,1598,1616,2183,2988,3327
2016,"Y","WH",3832327.48843944,4231,4483,4669,4583,4676,5157
2017,"Y","WH",1521814.18116159,1010,4527,4647,4564,4679,5335
2006,"Y","SG",3892264.12173033,4342,5274,5309,5325,5430,5962
2007,"Y","SG",611726.93824212,3579,5247,5271,5277,5297,5925
2008,"Y","SG",888377.81541156,4163,5324,5374,5385,5379,6015
2009,"Y","SG",606323.53913481,5267,5809,5833,5838,5852,6289
2010,"Y","SG",711276.34012515,4246,5067,5254,5258,5403,5620
2011,"Y","SG",781192.18477665,4241,5106,5123,5151,5175,5675
2012,"Y","SG",744570.44505837,3397,4843,4920,4869,4921,5007
2013,"Y","SG",4257960.22780488,2962,4391,4493,4498,4608,5075
2014,"Y","SG",7220582.920224,4128,5583,5686,5679,5769,6227
2015,"Y","SG",7183420.09853301,4527,5708,5728,5745,5840,6103
2016,"Y","SG",6227046.91422504,4093,5315,5459,5433,5568,5872
2017,"Y","SG",3332006.03515554,5196,5692,5700,5714,5783,5934
2006,"Y","SB",779431.4147835,2816,3141,3227,3219,3303,3655
2007,"Y","SB",1941716.93702157,2663,2989,3029,3077,3174,3459
2008,"Y","SB",4344011.45962353,2571,3317,3326,3369,3486,3626
2009,"Y","SB",5445666.63934479,3111,3520,3583,3580,3647,3918
2010,"Y","SB",6943545.78681528,2137,3031,3107,3115,3214,3547
2011,"Y","SB",4737480.93152415,2409,2988,3083,3096,3228,3416
2012,"Y","SB",3440350.73201769,1662,2792,2815,2841,2906,2965
2013,"Y","SB",3844950.48058482,1458,2640,2733,2723,2757,3180
2014,"Y","SB",2586927.58928343,2595,3387,3430,3465,3578,3804
2015,"Y","SB",3974761.42482402,2590,3488,3501,3517,3573,3667
2016,"Y","SB",2311399.25727606,2675,3218,3262,3288,3353,3437
2017,"Y","SB",3972319.21197747,2923,3608,3622,3634,3682,3825
2006,"Y","AL",997074.74035836,2583,2856,2892,2887,2921,3012
2007,"Y","AL",889663.56259374,1853,2953,3001,3027,3120,3163
2008,"Y","AL",844900.41275424,2869,2883,3008,2977,3070,3071
2009,"Y","AL",360445.59600966,2991,3111,3116,3144,3127,3260
2010,"Y","AL",724666.39249275,2173,2698,2729,2796,2916,2950
2011,"Y","AL",666814.37174424,2396,2664,2889,2797,2930,2966
2012,"Y","AL",369310.56223581,1252,2385,2404,2462,2580,2608
2013,"Y","AL",517814.87020173,593.6,1784,1979,1946,2079,2547
2014,"Y","AL",869112.46386342,2439,3135,3215,3184,3253,3291
2015,"Y","AL",456494.14327896,1741,2771,2798,2714,2804,3011
2016,"Y","AL",341446.50580995,1347,2528,2555,2609,2801,2812
2017,"Y","AL",494805.9725154,1902,2855,2958,2897,2963,2970
