"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2016,"Y","MZ",69450148.8607464,4213,9063,9523,9563,9905,11220
2017,"Y","MZ",93917356.5795616,4069,12310,12700,12610,12980,13630
2006,"Y","WH",1085926.58594613,3981,4107,4160,4190,4201,4592
2007,"Y","WH",173022.07566663,2935,3102,3125,3121,3134,3209
2008,"Y","WH",263856.15524691,2588,3001,3301,3265,3404,3627
2009,"Y","WH",1005778.42907967,4199,4493,4525,4493,4552,4782
2010,"Y","WH",322201.17582741,4447,4866,4959,4897,4959,5117
2011,"Y","WH",187779.97189224,3315,3578,3640,3746,3938,4414
2012,"Y","WH",1513800.55753083,3870,4207,4229,4266,4295,4645
2013,"Y","WH",980619.4731177,1458,3497,3679,3610,3754,4087
2014,"Y","WH",1846268.11383768,376.3,3025,3305,3254,3521,4377
2015,"Y","WH",1720336.17212145,936.7,1597,1616,2147,2853,3293
2016,"Y","WH",3811749.4899909,4094,4385,4647,4551,4661,5136
2017,"Y","WH",1419958.62817983,1010,4163,4313,4257,4399,4871
2006,"Y","SG",3649221.63966519,4181,4929,4949,4993,5136,5797
2007,"Y","SG",557601.98009085,3579,4779,4830,4810,4844,5776
2008,"Y","SG",774073.6889058,4138,4933,4990,4972,5049,5548
2009,"Y","SG",568813.27659057,4760,5448,5475,5477,5498,6284
2010,"Y","SG",600936.40508742,3979,4584,4759,4773,4966,5196
2011,"Y","SG",1540.23584184,3957,3957,3957,4278,4278,5243
2012,"Y","SG",661505.28040089,3397,4343,4348,4326,4396,4447
2013,"Y","SG",3608771.8298598,2752,3688,3798,3813,3894,4673
2014,"Y","SG",6760627.52374422,4128,5185,5323,5317,5481,6191
2015,"Y","SG",6857848.9539306,4527,5401,5506,5485,5589,6066
2016,"Y","SG",2318214.15374967,4093,4888,5052,5011,5068,5349
2017,"Y","SG",3234330.05244453,5026,5501,5527,5544,5655,5791
2006,"Y","SB",726560.88197112,2546,2947,2948,3001,3120,3492
2007,"Y","SB",1715885.56568313,2301,2672,2689,2719,2773,3252
2008,"Y","SB",3759270.26937822,2520,2859,2870,2917,3037,3325
2009,"Y","SB",4922160.66721242,2783,3172,3193,3236,3338,3745
2010,"Y","SB",6035444.83877634,2137,2617,2706,2707,2792,3239
2011,"Y","SB",5557.83166008,2205,2205,2205,2205,2205,2205
2012,"Y","SB",2919941.07675462,1662,2370,2401,2411,2469,2519
2013,"Y","SB",3063179.84053266,1458,2120,2166,2169,2222,2691
2014,"Y","SB",2404139.62307688,2595,3135,3208,3220,3307,3690
2015,"Y","SB",3698735.21165475,2590,3224,3282,3273,3335,3460
2016,"Y","SB",1921173.64942158,2361,2820,2925,2907,2966,3161
2017,"Y","SB",3782184.449886,2923,3448,3460,3460,3515,3792
2006,"Y","AL",956070.5370669,2349,2675,2743,2768,2894,2970
2007,"Y","AL",817013.27061486,1853,2715,2757,2780,2873,2922
2008,"Y","AL",722639.37286818,2431,2465,2601,2547,2619,2631
2009,"Y","AL",344487.43544841,2760,2978,2981,3004,2983,3120
2010,"Y","AL",688450.76323965,2173,2538,2634,2658,2784,2801
2011,"Y","AL",286176.40864326,2413,2471,2488,2542,2627,2628
2012,"Y","AL",311336.90757333,1252,2012,2049,2075,2171,2207
2013,"Y","AL",369360.45501588,593.6,1289,1343,1388,1421,2053
2014,"Y","AL",839110.74793335,2438,3019,3119,3078,3154,3201
2015,"Y","AL",392338.85529672,1767,2466,2555,2551,2586,2805
2016,"Y","AL",263585.09792646,1347,2163,2289,2319,2538,2551
2017,"Y","AL",445522.24245897,1902,2520,2672,2616,2691,2730
