"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10995660.5303752,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211357.0242709,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13593920.8536394,5503,6156,6390,6316,6439,12130
2009,"N","MZ",17779972.8663018,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.75836396,2144,3294,3789,3880,4158,7040
2011,"N","MZ",20185838.1292409,4324,5470,6181,6189,6736,11000
2012,"N","MZ",14026258.245462,2331,3693,3840,3782,3967,4177
2013,"N","MZ",15022048.8890814,2680,3969,4502,4385,4848,6263
2014,"N","MZ",13987955.1707163,3461,5053,5364,5250,5562,7354
2015,"N","MZ",29860986.7684682,5767,7570,7803,7739,7907,8533
2016,"N","MZ",20347820.8471771,3901,5429,5650,5697,5891,10890
2017,"N","MZ",28875712.8603799,3435,6500,7581,7331,8190,9092
2006,"N","WH",5258708.28235161,1391,1731,1880,1812,1943,2223
2007,"N","WH",3871917.89216001,2760,2993,3086,3065,3127,3354
2008,"N","WH",2267896.46671188,540.8,638.6,685.3,768.2,761.8,2096
2009,"N","WH",4218471.87878295,3364,4132,4219,4221,4359,4753
2010,"N","WH",8967525.92094861,4343,4756,4867,4839,4972,5177
2011,"N","WH",1019230.65697365,776.2,1377,1580,1844,2468,3217
2012,"N","WH",11730061.190408,3007,4230,4338,4290,4411,4497
2013,"N","WH",2500272.20443842,986.4,1744,1821,1888,2003,2734
2014,"N","WH",5508161.21433672,211,1305,1502,1508,1834,2609
2015,"N","WH",2212201.850139,202.3,450.3,1313,1308,1929,2761
2016,"N","WH",11339528.452294,3101,4498,4636,4619,4794,5083
2017,"N","WH",5532032.76323364,1010,2312,2496,2492,2763,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.1318483,3366,4060,4096,3988,4129,5477
2008,"N","SG",4389771.40668027,3773,4558,4678,4598,4692,6028
2009,"N","SG",2099713.14941004,4243,5002,5049,4977,5092,6262
2010,"N","SG",854531.29569195,3481,4137,4457,4396,4564,5188
2011,"N","SG",1436459.65097445,3442,4101,4688,4536,4747,5769
2012,"N","SG",596266.03127403,2844,3403,3493,3456,3525,3642
2013,"N","SG",1827820.22564835,1866,2724,2834,2889,3096,4012
2014,"N","SG",2883004.27090515,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643957.14288173,4042,4977,5141,5137,5290,6063
2016,"N","SG",7436849.25812814,3966,4736,4841,4844,5002,5941
2017,"N","SG",5679224.82805275,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.468026,1799,2148,2155,2162,2226,2261
2008,"N","SB",141381.74023542,2256,2570,2577,2627,2761,3108
2009,"N","SB",805323.13935417,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16295826,1742,2110,2132,2169,2234,2990
2011,"N","SB",4335838.26843519,2133,2451,2553,2587,2705,3220
2012,"N","SB",357502.03777197,1336,1627,1633,1646,1682,2146
2013,"N","SB",176716.96934058,1268,1517,1579,1561,1593,2157
2014,"N","SB",83392.22764566,2350,2714,2783,2783,2840,3393
2015,"N","SB",135500.85323721,2433,2803,2886,2873,2915,3146
2016,"N","SB",174881.01072528,2085,2816,2859,2820,2931,3016
2017,"N","SB",143766.10243827,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221519,1491,1914,1983,1945,2009,2702
2008,"N","AL",94956.06944034,1431,1742,1775,1779,1872,2047
2009,"N","AL",62469.41058036,1884,2194,2206,2218,2223,2325
2010,"N","AL",112214.41801227,1642,1888,1888,1936,1908,2469
2011,"N","AL",307487.60722071,1265,1984,2109,2082,2175,2516
2012,"N","AL",17602.93902672,938.1,1173,1192,1200,1252,1337
2013,"N","AL",72499.72073112,489.3,742.2,844.7,805.6,844.7,1421
2014,"N","AL",145880.1895077,2196,2429,2474,2467,2525,3041
2015,"N","AL",94601.53082808,1212,1710,1775,1794,1902,1988
2016,"N","AL",82773.46356471,1295,1614,1712,1825,2273,2288
2017,"N","AL",129400.15658796,1672,1911,1963,1962,1985,2448
2006,"Y","MZ",41668536.6783131,1826,7494,7691,7635,7975,9062
2007,"Y","MZ",65804803.1184236,4519,8385,8628,8549,8769,9256
2008,"Y","MZ",81471280.7863242,9599,10390,10680,10670,10890,12360
2009,"Y","MZ",88575198.1845986,9244,10680,10720,10720,10860,12140
2010,"Y","MZ",60926814.8816395,2875,7808,7996,8030,8265,10150
2011,"Y","MZ",79170356.7375249,7585,9296,9598,9630,10010,11360
2012,"Y","MZ",51452663.2898515,3034,6987,7090,6992,7168,8101
2013,"Y","MZ",52521037.7272929,2792,8532,8746,8783,9166,10450
2014,"Y","MZ",60333148.3802871,3467,9073,9457,9426,9831,11300
2015,"Y","MZ",74373528.6883447,6242,11430,11730,11560,11940,12970
