"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2014,"Y","SG",6874919.36408061,4128,5290,5394,5407,5534,6209
2015,"Y","SG",6856196.66295399,4527,5405,5491,5483,5560,6060
2016,"Y","SG",5285856.39649623,4093,4975,5097,5120,5270,5447
2017,"Y","SG",3257910.00104472,5060,5542,5583,5585,5696,5819
2006,"Y","SB",742908.92508054,2601,2973,3096,3069,3159,3496
2007,"Y","SB",1746850.36399389,2354,2718,2736,2768,2835,3289
2008,"Y","SB",3995967.51811359,2551,3051,3069,3100,3237,3325
2009,"Y","SB",4991770.94196798,2832,3211,3231,3282,3362,3828
2010,"Y","SB",6309516.40634241,2137,2760,2799,2830,2916,3422
2011,"Y","SB",1594712.05954524,2250,2671,2969,2858,3061,3121
2012,"Y","SB",2990270.2472208,1660,2451,2466,2470,2499,2616
2013,"Y","SB",3146843.33301231,1352,2161,2206,2228,2315,2737
2014,"Y","SB",2425964.01136866,2595,3180,3237,3249,3324,3696
2015,"Y","SB",3741891.55571313,2590,3254,3299,3311,3402,3513
2016,"Y","SB",2125866.89432664,2500,2969,3005,3027,3114,3209
2017,"Y","SB",3816448.42597389,2923,3461,3476,3492,3557,3798
2006,"Y","AL",974179.52218791,2441,2765,2839,2820,2894,2987
2007,"Y","AL",828956.15144712,1853,2720,2773,2820,2924,3076
2008,"Y","AL",733587.00727671,2477,2496,2647,2585,2650,2694
2009,"Y","AL",347083.41373587,2812,2997,3001,3027,3013,3139
2010,"Y","AL",699778.85916942,2173,2602,2667,2700,2817,2854
2011,"Y","AL",569474.40952089,2166,2440,2477,2497,2549,2628
2012,"Y","AL",332307.13663926,1252,2154,2169,2215,2295,2351
2013,"Y","AL",390882.70094337,593.6,1308,1444,1469,1606,2021
2014,"Y","AL",851636.39251941,2439,3082,3147,3120,3179,3229
2015,"Y","AL",435214.63167966,1741,2608,2626,2587,2690,2853
2016,"Y","AL",319539.2310333,1347,2374,2442,2442,2601,2644
2017,"Y","AL",457703.45457498,1902,2613,2734,2688,2770,2796
