"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10995660.5303752,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211357.0150457,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13471075.8098192,5509,6155,6390,6288,6439,7414
2009,"N","MZ",17779972.8608194,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.75687743,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19991196.6746915,4324,5471,6160,6172,6736,11000
2012,"N","MZ",14032946.1634933,2331,3695,3840,3783,3967,4177
2013,"N","MZ",15033768.145449,2680,3969,4500,4389,4854,6267
2014,"N","MZ",13989423.4486695,3461,5053,5374,5251,5560,7354
2015,"N","MZ",29854007.5971016,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19685919.3274937,3901,5429,5639,5622,5890,10890
2017,"N","MZ",28875712.7751057,3435,6500,7581,7331,8190,9092
2006,"N","WH",5258708.28235161,1391,1731,1880,1812,1943,2223
2007,"N","WH",3650417.92860201,2760,2991,3067,3059,3120,3354
2008,"N","WH",2265479.77822821,540.8,638.6,678.9,767.4,761.8,2096
2009,"N","WH",4229424.80195463,3364,4132,4250,4232,4359,4753
2010,"N","WH",8406260.42181372,4343,4788,4877,4852,4972,5177
2011,"N","WH",1022177.90406105,776.2,1377,1582,1850,2471,3217
2012,"N","WH",11733265.6851826,3045,4230,4338,4291,4411,4497
2013,"N","WH",2491435.03172652,986.4,1725,1817,1882,1994,2734
2014,"N","WH",5526734.88337488,302,1315,1507,1513,1834,2609
2015,"N","WH",2269887.40070838,202.3,492.6,1403,1350,1930,2761
2016,"N","WH",11325129.3424591,3101,4509,4636,4620,4794,5083
2017,"N","WH",5558266.65251088,1010,2336,2507,2504,2763,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184758,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344742.59497901,3773,4558,4678,4596,4692,6028
2009,"N","SG",2099713.1494104,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46897899,3481,4137,4452,4369,4528,5188
2011,"N","SG",1438975.71551403,3442,4101,4689,4544,4747,5769
2012,"N","SG",596266.13925045,2844,3403,3493,3456,3525,3642
2013,"N","SG",1828610.28832905,1866,2720,2825,2889,3127,3996
2014,"N","SG",2882973.96235188,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643804.21399631,4042,4977,5141,5137,5290,6063
2016,"N","SG",4651426.36120185,3966,4683,4807,4813,4989,5941
2017,"N","SG",5679224.80916616,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",141389.75144007,2256,2571,2577,2627,2762,3108
2009,"N","SB",805323.13974648,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16938138,1742,2110,2132,2169,2234,2990
2011,"N","SB",2869429.84386336,2149,2429,2557,2561,2614,3220
2012,"N","SB",357542.32994361,1336,1627,1633,1646,1682,2146
2013,"N","SB",177161.18340807,1268,1497,1579,1565,1599,2157
2014,"N","SB",83406.97197639,2350,2714,2783,2783,2840,3393
2015,"N","SB",135509.42185443,2433,2803,2886,2873,2915,3146
2016,"N","SB",55334.88189837,2085,2617,2747,2709,2861,3016
2017,"N","SB",143766.10268523,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221564,1491,1914,1983,1945,2009,2702
2008,"N","AL",94954.29694794,1431,1742,1775,1779,1872,2047
2009,"N","AL",62469.41057649,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.723542,1642,1888,1888,1935,1908,2469
2011,"N","AL",63421.54315893,1265,1619,1896,1968,2503,2516
2012,"N","AL",17602.94746188,938.1,1173,1192,1200,1252,1337
2013,"N","AL",74354.05217979,489.3,817.1,819.4,826.2,884.6,1382
2014,"N","AL",144793.39857111,2196,2429,2475,2464,2525,2575
2015,"N","AL",69837.49395351,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54046994,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.59390417,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",45236854.2022151,1826,8142,8307,8288,8572,9750
2007,"Y","MZ",65261313.23603,4519,8156,8425,8479,8635,10100
2008,"Y","MZ",85775616.7272401,9729,10630,11360,11210,11570,12370
2009,"Y","MZ",90837401.959918,9770,10940,10990,10990,11050,12390
2010,"Y","MZ",63502101.1423185,2875,8046,8342,8370,8626,10680
2011,"Y","MZ",79407441.3292802,8027,9307,9677,9632,10120,11390
2012,"Y","MZ",51878917.5643711,3034,6989,7173,7050,7230,8284
2013,"Y","MZ",53951599.3113358,2792,8757,9069,9022,9303,10960
2014,"Y","MZ",61714689.0573186,3467,9448,9663,9642,9969,11790
2015,"Y","MZ",75168785.802435,6242,11560,11880,11680,12100,13280
2016,"Y","MZ",73624141.6975177,4213,9855,10110,10040,10300,11240
2017,"Y","MZ",94973188.9541151,4069,12590,12870,12750,13020,13640
2006,"Y","WH",1137753.22692033,4150,4282,4438,4389,4468,4587
2007,"Y","WH",392775.30481581,2935,3125,3134,3140,3156,3296
2008,"Y","WH",280821.70276452,2757,3268,3527,3475,3679,3714
2009,"Y","WH",1007627.58898857,4205,4497,4525,4502,4560,4776
2010,"Y","WH",874902.45496761,4431,4625,4625,4733,4921,5139
2011,"Y","WH",193389.90030684,2673,3796,3796,3844,3885,4420
2012,"Y","WH",1519854.14863638,3869,4220,4248,4285,4326,4673
2013,"Y","WH",1012381.54119549,1458,3700,3775,3717,3832,4081
2014,"Y","WH",1907782.24021227,429.7,3248,3342,3362,3547,4447
2015,"Y","WH",1749835.30901841,316.1,1598,1616,2156,2903,3293
2016,"Y","WH",3842302.55752647,4164,4461,4661,4570,4665,5153
2017,"Y","WH",1473897.99838608,1010,4400,4470,4417,4551,5078
2006,"Y","SG",3698558.07608421,4342,4976,5022,5060,5198,5885
2007,"Y","SG",570637.41915753,3579,4874,4956,4923,4962,5840
2008,"Y","SG",826323.56341866,4148,4943,4974,5009,5030,6004
2009,"Y","SG",577890.61066377,4877,5553,5564,5564,5605,6284
2010,"Y","SG",666644.40605601,4191,4729,4824,4932,5145,5443
2011,"Y","SG",1622.74150359,4248,4248,4248,4508,4508,5287
2012,"Y","SG",685128.80314638,3397,4408,4551,4481,4564,4639
2013,"Y","SG",3678095.07447381,2962,3702,3880,3887,4064,4750
