"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",12846302.73,12.84630273,19.05,190.5,190.5,182.4,209.6,247.6
2007,"irrigation",13770383.94,13.77038394,38.1,152.4,152.4,154.4,171.4,247.7
2008,"irrigation",12629041.29,12.62904129,19.05,133.4,133.4,132.6,133.4,266.7
2009,"irrigation",11713738.32,11.71373832,19.05,114.3,114.3,114.5,114.3,152.4
2010,"irrigation",19160291.88,19.16029188,38.1,171.5,190.5,184,209.5,323.8
2011,"irrigation",11137117.68,11.13711768,19.05,95.25,114.3,105.6,114.3,285.8
2012,"irrigation",21425866.47,21.42586647,76.2,228.6,228.6,231.4,247.6,457.2
2013,"irrigation",15684691.77,15.68469177,38.1,171.4,171.5,175.9,190.5,285.8
2014,"irrigation",14132709.225,14.132709225,57.15,133.4,152.4,151.9,171.4,400.1
2015,"irrigation",15863171.22,15.86317122,19.05,171.4,171.5,159.9,171.5,266.7
2016,"irrigation",15465132.9,15.4651329,57.15,152.4,152.4,150.5,171.5,304.8
2017,"irrigation",14107763.25,14.10776325,57.15,133.4,152.4,143.8,152.4,304.8
2006,"recharge",5738967.1032804,5.7389671032804,0,0,0,23.55,22.28,254.7
2007,"recharge",20998089.2795445,20.9980892795445,0,57.6,86.97,86.15,109.8,306.5
2008,"recharge",15493670.3459682,15.4936703459682,0,9.668,36.88,63.57,93.03,401.2
2009,"recharge",36909135.3820842,36.9091353820842,0,111,120.2,151.4,237.4,402.8
2010,"recharge",24034079.8624572,24.0340798624572,0,75.44,90.6,98.61,114.1,372.6
2011,"recharge",19099262.2634631,19.0992622634631,0,0,24.81,78.36,167,398
2012,"recharge",8146135.0368162,8.1461350368162,0,13.02,27.41,33.42,38.26,153
2013,"recharge",4933924.0986555,4.9339240986555,0,0,0,20.24,31.07,209.3
2014,"recharge",12348449.7990705,12.3484497990705,0,8.709,33.4,50.66,62.25,316.3
2015,"recharge",27630061.520742,27.630061520742,0,56.99,93.46,113.4,169.5,406
2016,"recharge",27142538.7030921,27.1425387030921,0,87.65,102.1,111.4,118.9,427.4
2017,"recharge",62348261.1755427,62.3482611755427,34.05,213.9,258.7,255.8,293.9,537.1
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
2011,"precip",NA,NA,NA,NA,NA,610.266387815992,NA,NA
2012,"precip",NA,NA,NA,NA,NA,345.733619495299,NA,NA
2013,"precip",NA,NA,NA,NA,NA,417.888931739127,NA,NA
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
2015,"precip",NA,NA,NA,NA,NA,620.523664360041,NA,NA
2016,"precip",NA,NA,NA,NA,NA,559.605731018337,NA,NA
2017,"precip",NA,NA,NA,NA,NA,795.535262431042,NA,NA
2006,"etac",128409805.636542,128.409805636542,333.5,460.9,518.9,526.8,597,789.5
2007,"etac",136257701.528122,136.257701528122,369.8,482.2,565.9,559,680.7,788.3
2008,"etac",142239192.875717,142.239192875716,383.2,467.6,588.4,583.6,692.7,863.9
2009,"etac",140931838.609078,140.931838609078,407.3,429,596.2,578.2,680.6,804.3
2010,"etac",133314200.043974,133.314200043974,331.5,474.9,539.6,547,672.4,860.1
2011,"etac",142510967.722725,142.510967722725,376.3,412.4,652.2,584.7,694,922.9
2012,"etac",114638016.437532,114.638016437532,252.8,386.9,426.8,470.3,627.6,897.9
2013,"etac",118489069.148185,118.489069148185,318.8,347.1,485.7,486.1,611.4,747
2014,"etac",133431205.955176,133.431205955176,331.9,424,560.1,547.4,657.7,906.4
2015,"etac",148490799.105734,148.490799105734,384.7,448.2,621.3,609.2,750.9,874.3
2016,"etac",141927164.072779,141.927164072779,325.4,522.3,573.7,582.3,676.1,964.5
2017,"etac",163635672.73117,163.63567273117,402.5,604.2,670.9,671.4,740.8,914.9
2006,"esac",78041063.6102097,78.0410636102097,235.3,302.8,319.5,320.2,339.4,463.6
2007,"esac",86163743.2372434,86.1637432372434,220.5,336.7,363.1,353.5,381.3,420.6
2008,"esac",87522985.911627,87.522985911627,245.2,344,358.4,359.1,373.3,456.9
2009,"esac",92939362.5547656,92.9393625547656,287.1,362.7,377.9,381.3,413.7,545.6
2010,"esac",77661511.1301258,77.6615111301258,192.7,296.6,330.5,318.6,343.6,460.1
2011,"esac",85848906.3167286,85.8489063167286,241.6,332,343.2,352.2,396.5,538.1
