"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2012,"esac",62943665.2421418,62.9436652421418,157.3,231.3,264.6,258.2,294.3,341.4
2013,"esac",76604518.4436153,76.6045184436153,184.2,292.3,326.6,314.3,338,436.5
2014,"esac",76345200.4261806,76.3452004261806,243.5,296.3,309.7,313.2,329.9,491.6
2015,"esac",90564952.305033,90.564952305033,220.2,362.2,380.8,371.6,399.5,574.5
2016,"esac",76181512.5899118,76.1815125899118,230.5,295.8,314.7,312.6,329.3,463.4
2017,"esac",81942974.9379171,81.9429749379171,261.8,298.5,346.5,336.2,361.7,560.3
2006,"epac",50368742.0216685,50.3687420216685,0,157.1,212.4,206.7,301.5,494.1
2007,"epac",50093958.2922837,50.0939582922837,0,157.7,242.4,205.5,316.9,425.7
2008,"epac",54716206.9757859,54.7162069757859,0,113.1,255.2,224.5,336.9,598.3
2009,"epac",47992476.0502926,47.9924760502926,0,0,234.1,196.9,319.3,459.9
2010,"epac",55652688.913383,55.652688913383,0,182.4,265.2,228.3,343.9,617.3
2011,"epac",56662061.4047772,56.6620614047772,0,0,326.1,232.5,371.7,633.3
2012,"epac",51694351.1790228,51.6943511790228,0,154,191.8,212.1,332.8,644.1
2013,"epac",41884550.7157566,41.8845507157566,0,0,203.7,171.8,288.1,457.7
2014,"epac",57086005.5296388,57.0860055296388,0,94.7,269.1,234.2,356.7,594.2
2015,"epac",57925846.8015795,57.9258468015795,0,43.39,258.4,237.7,382.1,520
2016,"epac",65745651.4829253,65.7456514829253,0,210.4,264.3,269.7,352.7,708.3
2017,"epac",81692697.7882359,81.6926977882359,0,244.5,360.5,335.2,396.3,592.6
2006,"rofc",126490.7714967,0.1264907714967,0,0,0,0.519,0,97.52
2007,"rofc",22931.2358352,0.0229312358352,0,0,0,0.09408,0,38.06
2008,"rofc",555476.1180597,0.5554761180597,0,0,0,2.279,0.4519,151.9
2009,"rofc",542089.1122767,0.5420891122767,0,0,0,2.224,0,148
2010,"rofc",70640.347689,0.070640347689,0,0,0,0.2898,0,111.3
2011,"rofc",1036329.0851106,1.0363290851106,0,0,0,4.252,0,153.5
2012,"rofc",1663510.5621261,1.6635105621261,0,4.847,6.125,6.825,8.673,80.4
2013,"rofc",197435.6355546,0.1974356355546,0,0,0,0.8101,0.03846,115.5
2014,"rofc",124076.2510764,0.1240762510764,0,0,0,0.5091,0,115.3
2015,"rofc",1533515.8251672,1.5335158251672,0,0,3.978,6.292,10.62,169.3
2016,"rofc",3877709.6637909,3.8777096637909,0,0.2644,13.71,15.91,25.57,132.2
2017,"rofc",360637.997319,0.360637997319,0,0,0,1.48,0,320.9
