"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2015,"Y","WH",1773554.01395562,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3833009.25964596,4229,4483,4669,4584,4680,5159
2017,"Y","WH",1523808.06622758,1010,4527,4642,4570,4680,5332
2006,"Y","SG",4053518.94847527,4342,5475,5512,5546,5667,6006
2007,"Y","SG",645463.26793944,3579,5557,5566,5568,5583,5944
2008,"Y","SG",937298.38011687,4163,5634,5654,5679,5686,6024
2009,"Y","SG",634658.17088439,5493,6050,6133,6111,6146,6306
2010,"Y","SG",817050.34351998,4246,5476,5567,5549,5656,5842
2011,"Y","SG",808381.77638751,4555,5238,5302,5331,5342,5713
2012,"Y","SG",804588.20511795,3397,5158,5270,5219,5314,5317
2013,"Y","SG",4713740.67280932,2962,4848,5011,4973,5130,5480
2014,"Y","SG",7533150.55398846,4148,5840,5914,5926,6006,6361
2015,"Y","SG",7381154.33234028,4527,5903,5910,5903,5960,6119
2016,"Y","SG",6480691.30034514,4093,5569,5616,5654,5761,5902
2017,"Y","SG",3390006.39792714,5196,5763,5829,5814,5879,6032
2006,"Y","SB",837416.86164828,3099,3417,3445,3459,3525,3709
2007,"Y","SB",2073959.83207233,2918,3224,3238,3287,3356,3564
2008,"Y","SB",4511903.22035748,2571,3455,3465,3499,3605,3753
2009,"Y","SB",5700334.39779861,3364,3699,3718,3747,3809,3993
2010,"Y","SB",7469504.48629125,2137,3277,3341,3350,3462,3658
2011,"Y","SB",5072664.21723774,2439,3228,3271,3315,3404,3530
2012,"Y","SB",3740800.10150547,1662,3030,3081,3089,3150,3414
2013,"Y","SB",4440375.18763596,1458,3068,3153,3144,3267,3450
2014,"Y","SB",2775699.04868793,2595,3686,3701,3718,3798,3923
2015,"Y","SB",4107136.50193968,2590,3598,3623,3634,3682,3793
2016,"Y","SB",2459022.38375751,2675,3432,3494,3498,3575,3641
2017,"Y","SB",4090203.15219774,2923,3726,3744,3742,3760,3835
2006,"Y","AL",1083485.97868392,2887,3098,3126,3137,3189,3205
2007,"Y","AL",940907.77189965,1853,3159,3177,3201,3266,3280
2008,"Y","AL",920640.87242604,1866,3183,3274,3243,3319,3320
2009,"Y","AL",375523.96495527,3212,3254,3254,3275,3265,3373
2010,"Y","AL",810700.10893557,2173,3058,3071,3128,3217,3242
2011,"Y","AL",710896.50054477,2686,2890,3056,2982,3062,3092
2012,"Y","AL",391650.61390488,1252,2556,2577,2610,2689,2757
2013,"Y","AL",622304.94247182,593.6,2194,2470,2339,2572,2788
2014,"Y","AL",901476.87426711,2439,3274,3330,3302,3347,3384
2015,"Y","AL",483283.44928152,1741,2942,2972,2873,2990,3143
2016,"Y","AL",379415.46332682,1347,2864,2910,2899,3027,3059
2017,"Y","AL",512212.30621362,1902,2948,3037,2999,3062,3064
