"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",16655601.69,16.65560169,76.2,241.3,254,236.5,254,342.9
2007,"irrigation",19797891.57,19.79789157,76.2,215.9,228.6,221.9,228.6,342.9
2008,"irrigation",20034023.94,20.03402394,38.1,203.2,215.9,209.8,215.9,330.2
2009,"irrigation",19142941.14,19.14294114,38.1,190.5,190.5,185.3,190.5,266.7
2010,"irrigation",24448335.66,24.44833566,76.2,228.6,241.3,234.8,254,381
2011,"irrigation",19831370.04,19.83137004,63.5,190.5,190.5,188,203.2,393.7
2012,"irrigation",27730734.48,27.73073448,101.6,304.8,304.8,299.5,317.5,647.7
2013,"irrigation",20644305.93,20.64430593,76.2,228.6,241.3,231.5,241.3,368.3
2014,"irrigation",19290856.77,19.29085677,88.9,203.2,215.9,207.4,215.9,482.6
2015,"irrigation",20472273,20.472273,50.8,203.2,215.9,206.3,215.9,406.4
2016,"irrigation",21397177.17,21.39717717,101.6,190.5,215.9,208.2,228.6,431.8
2017,"irrigation",17908295.4,17.9082954,88.9,177.8,190.5,182.5,190.5,393.7
2006,"recharge",6533357.4282474,6.5333574282474,0,0,0,26.81,29.5,254.7
2007,"recharge",23327173.87947,23.32717387947,0,78.51,96.59,95.71,118.8,306.5
2008,"recharge",19357261.7604327,19.3572617604327,0,38.03,62.72,79.42,100.5,401.2
2009,"recharge",39355742.5395858,39.3557425395858,0,125.8,138.9,161.5,237.6,409.1
2010,"recharge",26443195.0125318,26.4431950125318,0,77.57,111.7,108.5,129.4,372.6
2011,"recharge",23667157.6372089,23.6671576372089,0,33.68,58.01,97.1,167.8,398
2012,"recharge",9284634.7922547,9.2846347922547,0,25.08,31.88,38.09,41.28,153
2013,"recharge",5097579.4358001,5.0975794358001,0,0,0,20.91,35.03,209.3
2014,"recharge",15442744.690134,15.442744690134,0,15.03,51.63,63.36,90.71,316.3
2015,"recharge",30701304.8229294,30.7013048229294,0,69.34,113.9,126,183.1,431.1
2016,"recharge",29863376.0337375,29.8633760337375,0,89.44,113.2,122.5,143,427.4
2017,"recharge",65085345.0686034,65.0853450686034,34.05,214.5,268.5,267,314.6,602.3
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
2011,"precip",NA,NA,NA,NA,NA,610.266387815992,NA,NA
2012,"precip",NA,NA,NA,NA,NA,345.733619495299,NA,NA
2013,"precip",NA,NA,NA,NA,NA,417.888931739127,NA,NA
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
2015,"precip",NA,NA,NA,NA,NA,620.523664360041,NA,NA
2016,"precip",NA,NA,NA,NA,NA,559.605731018337,NA,NA
2017,"precip",NA,NA,NA,NA,NA,795.535262431042,NA,NA
2006,"etac",130565915.864758,130.565915864758,333.5,460.9,519.5,535.7,612.2,804.8
2007,"etac",139788773.942085,139.788773942085,369.8,482.2,565.9,573.5,724.7,838.1
2008,"etac",146076996.309274,146.076996309274,383.2,474.8,588.4,599.3,731.3,896.8
2009,"etac",144658771.646319,144.658771646319,407.3,429,597.7,593.5,717.2,820.5
2010,"etac",136644487.477737,136.644487477737,331.5,476.2,542.7,560.6,708.3,905.3
2011,"etac",147090913.868006,147.090913868006,376.3,412.4,653.6,603.5,740.8,987.6
2012,"etac",119467825.152908,119.467825152908,252.8,386.9,426.8,490.2,680.5,991.9
2013,"etac",122826938.686186,122.826938686186,318.8,347.1,486.1,503.9,664.1,789.5
2014,"etac",135715258.037291,135.715258037291,331.9,424,563.8,556.8,683.1,990.4
2015,"etac",150864897.471188,150.864897471188,384.7,448.2,622.4,619,772,950.9
2016,"etac",145163495.130684,145.163495130684,325.4,522.3,580.5,595.6,704,1003
2017,"etac",165073397.025756,165.073397025756,402.5,605.3,671,677.3,754.8,935.5
2006,"esac",79546395.5738343,79.5463955738343,235.3,303,320,326.4,352.6,463.6
2007,"esac",88795393.6964328,88.7953936964328,220.5,336.7,382.5,364.3,394.3,420.6
2008,"esac",89732973.2544864,89.7329732544864,245.2,344.1,375.6,368.2,392.2,456.9
2009,"esac",95382049.6799847,95.3820496799847,287.1,379.4,389.8,391.3,414.1,545.6
2010,"esac",79815928.9521204,79.8159289521204,192.7,297.3,345.1,327.5,355.4,460.1
2011,"esac",87898195.0892754,87.8981950892754,241.6,348.9,355.8,360.6,396.5,538.1
2012,"esac",66497820.7198005,66.4978207198005,157.3,232.2,265.3,272.8,335.6,359.7
2013,"esac",78576618.9090672,78.5766189090672,184.2,294.2,335,322.4,352.2,436.5
2014,"esac",77936507.822943,77.936507822943,243.5,300.7,320.2,319.8,339.7,491.6
2015,"esac",92637661.7749716,92.6376617749716,220.2,365.1,392.8,380.1,406.1,574.5
2016,"esac",78461660.1194235,78.4616601194235,230.5,296.8,323.8,321.9,350.1,463.4
2017,"esac",83338727.6014092,83.3387276014092,261.8,298.5,356.7,341.9,369.4,560.3
2006,"epac",51019520.2911999,51.0195202911999,0,157.1,212.4,209.3,301.5,486
2007,"epac",50993380.2510729,50.9933802510729,0,157.7,242.4,209.2,329.5,432
2008,"epac",56344023.0474966,56.3440230474966,0,114,255.2,231.2,352,608.7
2009,"epac",49276721.9728035,49.2767219728035,0,0,245.4,202.2,330.6,462
2010,"epac",56828558.5275213,56.8285585275213,0,182.4,265.2,233.2,355.7,620
2011,"epac",59192718.7729977,59.1927187729977,0,0,355.2,242.9,392.2,657.6
2012,"epac",52970004.4279986,52.9700044279986,0,154.3,191.8,217.3,343.5,688.2
2013,"epac",44250319.7807544,44.2503197807544,0,0,208.1,181.6,309.1,490.2
2014,"epac",57778750.2149757,57.7787502149757,0,94.7,269.3,237.1,364.6,643.2
2015,"epac",58227235.7015403,58.2272357015403,0,43.39,258.4,238.9,385.3,522.6
2016,"epac",66701835.0039258,66.7018350039258,0,210.4,265.9,273.7,367.2,721.7
2017,"epac",81734669.4234105,81.7346694234105,0,245.3,360.3,335.3,395.8,590.9
2006,"rofc",126771.5059029,0.1267715059029,0,0,0,0.5201,0,97.52
2007,"rofc",22931.2358352,0.0229312358352,0,0,0,0.09408,0,38.06
2008,"rofc",750131.6399712,0.7501316399712,0,0,0,3.078,0.4519,178.7
2009,"rofc",628567.7551722,0.6285677551722,0,0,0,2.579,0,148
2010,"rofc",70839.7033842,0.0708397033842,0,0,0,0.2906,0,112.3
2011,"rofc",1180551.4304607,1.1805514304607,0,0,0,4.844,0,155.6
2012,"rofc",1663518.5783262,1.6635185783262,0,4.847,6.125,6.825,8.673,89.31
2013,"rofc",198451.9273041,0.1984519273041,0,0,0,0.8142,0.03846,115.5
2014,"rofc",121361.2308756,0.1213612308756,0,0,0,0.4979,0,115.3
2015,"rofc",1555382.4253902,1.5553824253902,0,0,3.978,6.382,10.65,169.3
2016,"rofc",3874872.0466206,3.8748720466206,0,0.2644,13.71,15.9,25.57,132.2
2017,"rofc",357663.4062237,0.3576634062237,0,0,0,1.467,0,320.9
