"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",8281292.175,8.281292175,31.75,95.25,127,117.6,127,190.5
2007,"irrigation",8541467.55,8.54146754999999,31.75,95.25,95.25,95.75,95.25,190.5
2008,"irrigation",8765981.32499999,8.76598132499999,31.75,95.25,95.25,92.59,95.25,222.2
2009,"irrigation",6632857.575,6.632857575,31.75,63.5,63.5,64.85,63.5,95.25
2010,"irrigation",13067776.125,13.067776125,31.75,127,127,125.5,127,254
2011,"irrigation",4720189.95,4.72018995,31.75,31.75,31.75,46.57,63.5,190.5
2012,"irrigation",14936666.85,14.93666685,63.5,158.8,158.8,161.3,158.8,349.2
2013,"irrigation",10448477.325,10.448477325,31.75,95.25,127,117.2,127,222.2
2014,"irrigation",9284960.475,9.284960475,31.75,95.25,95.25,99.81,95.25,317.5
2015,"irrigation",9895951.12500001,9.89595112500001,31.75,95.25,95.25,99.75,127,158.8
2016,"irrigation",10295572.5,10.2955725,31.75,95.25,95.25,100.2,127,222.2
2017,"irrigation",9138656.475,9.138656475,31.75,95.25,95.25,93.15,95.25,222.2
2006,"recharge",5554851.932673,5.554851932673,0,0,0,22.79,16.6,254.7
2007,"recharge",19363320.7576758,19.3633207576758,0,43.84,77.35,79.44,105.1,306.5
2008,"recharge",14643842.9105385,14.6438429105385,0,1.771,30.56,60.08,92.39,401.2
2009,"recharge",36099578.2094163,36.0995782094163,0,104,117.4,148.1,237.4,402.8
2010,"recharge",22330412.1817866,22.3304121817866,0,63.66,76.11,91.62,110.7,372.6
2011,"recharge",18299797.4230983,18.2997974230983,0,0,13.37,75.08,165.2,398
2012,"recharge",7069559.1363855,7.0695591363855,0,0,22.31,29.01,38.1,153
2013,"recharge",4868568.3139542,4.8685683139542,0,0,0,19.98,26.72,209.3
2014,"recharge",10612562.5939707,10.6125625939707,0,0,22,43.54,52.25,316.3
2015,"recharge",24717355.3733436,24.7173553733436,0,34.88,74.54,101.4,153.9,406
2016,"recharge",25225653.3355863,25.2256533355863,0,76.58,94.99,103.5,109.6,427.4
2017,"recharge",58765526.8437897,58.7655268437897,34.05,207.5,248,241.1,272.1,517
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
2011,"precip",NA,NA,NA,NA,NA,610.266387815992,NA,NA
2012,"precip",NA,NA,NA,NA,NA,345.733619495299,NA,NA
2013,"precip",NA,NA,NA,NA,NA,417.888931739127,NA,NA
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
2015,"precip",NA,NA,NA,NA,NA,620.523664360041,NA,NA
2016,"precip",NA,NA,NA,NA,NA,559.605731018337,NA,NA
2017,"precip",NA,NA,NA,NA,NA,795.535262431042,NA,NA
2006,"etac",125162612.817962,125.162612817962,333.5,460.9,518.8,513.5,583,734.5
2007,"etac",132343971.266727,132.343971266727,369.8,482.2,563.9,543,634.4,742.2
2008,"etac",139086941.915723,139.086941915723,383.2,466.2,587,570.7,660.5,818.4
2009,"etac",137654484.182549,137.654484182549,407.3,429,595.9,564.8,649,781.2
2010,"etac",128589890.086685,128.589890086685,331.5,474.9,538.6,527.6,625.2,830.3
2011,"etac",137362180.877748,137.362180877748,376.3,412.4,615.5,563.6,650.5,871.2
2012,"etac",109220632.254576,109.220632254576,252.8,386.9,424.4,448.1,568.7,784.7
2013,"etac",112845497.308926,112.845497308926,318.8,347.1,483.6,463,553.7,690.3
2014,"etac",130076902.42871,130.07690242871,331.9,424,557.3,533.7,622.1,864.7
2015,"etac",145913090.63358,145.91309063358,384.7,445.5,619.2,598.7,722,838.3
2016,"etac",138364892.317941,138.364892317941,325.4,521.7,563.4,567.7,638.6,913.8
2017,"etac",161426900.931931,161.426900931931,402.5,602.8,670,662.3,720.4,889
2006,"esac",76509130.4819028,76.5091304819028,235.3,301,308.5,313.9,322.6,463.6
2007,"esac",84479106.7976337,84.4791067976337,220.5,335.8,347.2,346.6,367.5,420.6
2008,"esac",86179966.2285138,86.1799662285138,244.2,340.6,348.2,353.6,364.5,456.9
2009,"esac",92481041.7282078,92.4810417282078,287.1,358.3,376.6,379.4,413.7,545.6
2010,"esac",75794451.6663045,75.7944516663045,192.7,294.1,311.3,311,335.2,460.1
2011,"esac",84322651.69305,84.32265169305,241.6,318.2,328.5,346,396.5,538.1
