"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2014,"Y","MZ",74117847.2266273,3467,11510,11600,11580,11770,12640
2015,"Y","MZ",82412716.0296386,6242,12710,12830,12810,13000,13390
2016,"Y","MZ",90300075.0372534,4213,12120,12280,12310,12600,13340
2017,"Y","MZ",100745061.177116,4069,13510,13570,13520,13610,13820
2006,"Y","WH",1240327.18356363,1596,4714,4740,4710,4860,4935
2007,"Y","WH",468152.08920234,2935,3133,3133,3143,3159,3337
2008,"Y","WH",361842.83695269,582.6,3941,4054,3524,4334,4460
2009,"Y","WH",1414412.69906637,3821,4475,4547,4510,4561,4788
2010,"Y","WH",882155.31592815,4452,4633,4633,4737,4991,5147
2011,"Y","WH",237473.34783624,1736,4411,4699,4510,4720,4907
2012,"Y","WH",1536998.74996311,3857,4339,4358,4374,4428,4713
2013,"Y","WH",1114948.87488783,1458,4152,4173,4109,4211,4675
2014,"Y","WH",2332628.30015856,481.6,3981,4044,4109,4335,5048
2015,"Y","WH",1773533.17880757,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3832918.61101893,4228,4483,4669,4584,4680,5159
2017,"Y","WH",1523832.73678872,1010,4527,4647,4570,4680,5335
2006,"Y","SG",4058018.32891761,4342,5498,5531,5552,5650,5998
2007,"Y","SG",648083.11927149,3579,5581,5589,5591,5602,5953
2008,"Y","SG",930083.69755773,4163,5555,5625,5635,5655,6022
2009,"Y","SG",635240.70130455,5551,6101,6113,6116,6131,6306
2010,"Y","SG",819991.64576313,4246,5481,5594,5576,5723,5832
2011,"Y","SG",805939.67700549,4574,5237,5300,5314,5329,5740
2012,"Y","SG",814066.74172179,3397,5187,5284,5210,5288,5314
2013,"Y","SG",4708811.89879911,2962,4846,4999,4968,5092,5418
2014,"Y","SG",7563109.70433915,4148,5870,5924,5950,6069,6376
2015,"Y","SG",7353098.73226701,4527,5846,5871,5881,5957,6109
2016,"Y","SG",6489376.81937235,4093,5584,5624,5661,5762,5946
2017,"Y","SG",3396858.83927523,5196,5795,5834,5825,5893,6027
2006,"Y","SB",837194.1101631,3072,3429,3447,3458,3519,3711
2007,"Y","SB",2078160.50743866,2961,3260,3280,3293,3323,3566
2008,"Y","SB",4604981.37301665,2571,3513,3552,3571,3675,3701
2009,"Y","SB",5748777.14092227,2743,3745,3767,3778,3823,3996
2010,"Y","SB",7499019.4647156,2137,3297,3340,3364,3449,3681
2011,"Y","SB",5083453.06350084,2429,3251,3304,3322,3393,3608
2012,"Y","SB",3770896.0165443,1662,3078,3099,3114,3169,3305
2013,"Y","SB",4449022.76335203,1458,3085,3189,3150,3198,3535
2014,"Y","SB",2774571.29188326,2595,3676,3703,3716,3835,3934
2015,"Y","SB",4126910.88170709,2590,3627,3631,3651,3684,3804
2016,"Y","SB",2453518.98749826,2675,3441,3515,3490,3576,3636
2017,"Y","SB",4094964.18260856,2923,3729,3751,3746,3762,3838
2006,"Y","AL",1088986.31866215,2879,3117,3132,3153,3205,3223
2007,"Y","AL",944279.31872043,1853,3173,3187,3212,3276,3287
2008,"Y","AL",907663.25041875,1754,3106,3249,3177,3267,3270
2009,"Y","AL",373312.40481279,2211,3228,3233,3253,3244,3376
2010,"Y","AL",800577.36275247,2173,3028,3089,3089,3167,3201
2011,"Y","AL",715209.96822678,2696,2901,3047,3000,3096,3139
2012,"Y","AL",401646.79850769,1252,2644,2658,2677,2753,2777
2013,"Y","AL",617875.12536057,593.6,2149,2332,2322,2519,2823
2014,"Y","AL",901503.2939337,2439,3276,3310,3303,3354,3388
2015,"Y","AL",485445.22469577,1741,2964,2977,2886,2995,3126
2016,"Y","AL",376899.73754742,1347,2847,2873,2880,3016,3040
2017,"Y","AL",521497.01191491,1902,3044,3070,3053,3117,3131
