"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139739.71239162,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.13976817,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16833216,1742,2110,2132,2169,2234,2990
2011,"N","SB",380448.47911014,2149,2503,2579,2557,2586,3163
2012,"N","SB",357812.87237577,1336,1627,1633,1647,1682,2146
2013,"N","SB",181034.25457824,1268,1545,1579,1599,1644,2157
2014,"N","SB",83450.48196645,2350,2714,2783,2784,2840,3393
2015,"N","SB",135523.90166409,2433,2804,2886,2874,2915,3146
2016,"N","SB",53449.66639053,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10427175,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94957.27713891,1431,1742,1775,1779,1870,2047
2009,"N","AL",62469.41057208,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72359303,1642,1888,1888,1935,1908,2469
2011,"N","AL",37601.0175357,1265,1576,1722,1719,1896,2015
2012,"N","AL",17601.15804003,938.1,1173,1192,1200,1252,1337
2013,"N","AL",86594.02092378,489.3,817.1,1020,962.2,1047,1492
2014,"N","AL",144791.23241619,2196,2429,2475,2464,2525,2575
2015,"N","AL",69850.823913,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54271571,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.59782286,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",55566839.3648657,1826,9951,10240,10180,10540,11630
2007,"Y","MZ",78767847.9519321,4519,10010,10210,10230,10410,11000
2008,"Y","MZ",95585797.8157245,11790,12380,12460,12500,12650,13200
2009,"Y","MZ",103406146.10499,11410,12360,12470,12510,12720,13350
2010,"Y","MZ",80913666.5653172,2875,10330,10610,10660,11070,12170
2011,"Y","MZ",91643959.2738662,4697,10750,11040,10980,11370,11880
2012,"Y","MZ",70795212.100568,3034,9652,9683,9620,9831,10380
2013,"Y","MZ",65758198.7504461,2792,10920,11090,10990,11270,11890
2014,"Y","MZ",73535802.1170475,3467,11330,11500,11490,11730,12640
2015,"Y","MZ",81780656.7281299,6242,12620,12730,12710,12880,13390
2016,"Y","MZ",87457927.5665697,4213,11670,11900,11930,12250,13210
2017,"Y","MZ",100363488.038883,4069,13430,13530,13470,13580,13800
2006,"Y","WH",1225881.76842666,1596,4649,4679,4655,4798,4909
2007,"Y","WH",468158.0890104,2935,3133,3133,3143,3159,3337
2008,"Y","WH",332736.42753117,582.6,3984,4058,4103,4332,4371
2009,"Y","WH",1012590.90696114,4218,4547,4561,4524,4563,4787
2010,"Y","WH",890338.8598092,4452,4633,4633,4740,4991,5147
2011,"Y","WH",235465.80886998,1736,4352,4618,4457,4675,4906
2012,"Y","WH",1538661.71745936,3883,4316,4371,4374,4454,4737
2013,"Y","WH",1107827.9628273,1458,4120,4141,4083,4191,4565
2014,"Y","WH",2289071.44811232,459.9,3857,3997,4034,4220,5065
2015,"Y","WH",1773516.97913445,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3833812.31490801,4228,4483,4669,4585,4679,5159
2017,"Y","WH",1523098.07611677,1010,4527,4647,4568,4679,5335
2006,"Y","SG",4031312.82729471,4342,5450,5497,5516,5628,6006
2007,"Y","SG",634558.15926954,3579,5459,5459,5474,5467,5944
2008,"Y","SG",925974.83904021,4163,5560,5584,5613,5643,6025
2009,"Y","SG",624274.1081901,5490,6004,6007,6011,6033,6305
2010,"Y","SG",799650.32878557,4246,5378,5552,5498,5623,5860
2011,"Y","SG",796492.74068622,4384,5172,5238,5252,5296,5703
2012,"Y","SG",799970.05082286,3397,5118,5218,5135,5225,5242
2013,"Y","SG",4580359.97399226,2962,4707,4832,4832,4980,5345
2014,"Y","SG",7414255.93955247,4128,5758,5813,5831,5929,6254
2015,"Y","SG",7288780.46198652,4527,5785,5822,5829,5911,6096
2016,"Y","SG",6365193.26330538,4093,5433,5565,5553,5654,5867
2017,"Y","SG",3375395.75968065,5196,5753,5795,5789,5864,6000
2006,"Y","SB",830669.82310719,3028,3394,3419,3431,3492,3701
2007,"Y","SB",2037748.91492475,2884,3181,3190,3229,3298,3544
2008,"Y","SB",4494364.20906498,2571,3442,3450,3485,3585,3667
2009,"Y","SB",5628351.72191706,3346,3655,3669,3700,3765,3986
2010,"Y","SB",7297606.57004676,2137,3188,3237,3273,3357,3626
2011,"Y","SB",4992610.33670499,2426,3186,3261,3263,3365,3512
2012,"Y","SB",3658177.67470632,1662,2959,2978,3021,3143,3307
2013,"Y","SB",4299148.11666024,1456,2973,3104,3044,3114,3310
2014,"Y","SB",2722481.44542234,2595,3598,3640,3646,3735,3874
2015,"Y","SB",4071279.15011133,2590,3574,3591,3602,3649,3764
2016,"Y","SB",2396369.40089346,2675,3364,3394,3408,3468,3581
2017,"Y","SB",4061351.27552958,2923,3698,3723,3716,3736,3827
2006,"Y","AL",1059703.14918501,2795,3027,3045,3068,3128,3152
2007,"Y","AL",926021.04522597,1853,3105,3121,3150,3218,3240
2008,"Y","AL",890286.33277674,3045,3068,3172,3137,3190,3268
2009,"Y","AL",371691.70664625,3177,3216,3222,3242,3229,3339
2010,"Y","AL",789718.76997417,2173,2998,3020,3047,3137,3156
2011,"Y","AL",699992.65683063,2632,2851,3002,2936,3009,3052
2012,"Y","AL",384593.78782737,1252,2513,2534,2563,2639,2665
2013,"Y","AL",603510.42816954,593.6,2150,2233,2268,2436,2714
2014,"Y","AL",891830.46855879,2439,3246,3283,3267,3315,3353
2015,"Y","AL",477171.73755153,1741,2889,2914,2837,2954,3107
2016,"Y","AL",369763.19848116,1347,2803,2825,2826,2964,3001
2017,"Y","AL",507916.91900646,1902,2935,3001,2973,3033,3054
