"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",14980215.15,14.98021515,31.75,222.2,222.2,212.7,254,285.8
2007,"irrigation",16571814.075,16.571814075,63.5,190.5,190.5,185.8,190.5,285.8
2008,"irrigation",14953640.4,14.9536404,31.75,158.8,158.8,157.9,158.8,317.5
2009,"irrigation",13008797.325,13.008797325,95.25,127,127,127.2,127,158.8
2010,"irrigation",21573667.8,21.5736678,63.5,190.5,222.2,207.2,222.2,349.2
2011,"irrigation",15767627.85,15.76762785,31.75,158.8,158.8,149.5,158.8,285.8
2012,"irrigation",24490060.875,24.490060875,95.25,254,254,264.5,285.8,539.8
2013,"irrigation",18057256.875,18.057256875,31.75,190.5,190.5,202.5,222.2,317.5
2014,"irrigation",17802396.45,17.80239645,63.5,158.8,190.5,191.4,222.2,444.5
2015,"irrigation",17521504.2,17.5215042,31.75,190.5,190.5,176.6,190.5,317.5
2016,"irrigation",16544667.825,16.544667825,63.5,127,158.8,161,190.5,349.2
2017,"irrigation",16551354.375,16.551354375,63.5,158.8,158.8,168.7,190.5,349.2
2006,"recharge",6357941.15211,6.35794115211,0,0,0,26.09,29.48,254.7
2007,"recharge",23081778.810774,23.081778810774,0,76.33,96.96,94.7,117.5,306.5
2008,"recharge",17859590.4429639,17.8595904429639,0,29.61,50.82,73.28,94.48,401.2
2009,"recharge",37424669.4830646,37.4246694830646,0,115,122.2,153.5,237.6,402.8
2010,"recharge",24544568.2626936,24.5445682626936,0,76.44,96.19,100.7,115.1,372.6
2011,"recharge",22080049.471089,22.080049471089,0,23.03,48.2,90.59,167.8,398
2012,"recharge",8931041.5036527,8.9310415036527,0,24.47,28.78,36.64,38.28,153
2013,"recharge",5241508.6349547,5.2415086349547,0,0,0,21.51,38.8,209.3
2014,"recharge",14854749.5755656,14.8547495755656,0,13.04,46.31,60.95,88.87,316.3
2015,"recharge",30558781.1112552,30.5587811112552,0,68.86,115.2,125.4,183.6,412
2016,"recharge",28592445.8490966,28.5924458490966,0,88.58,105.4,117.3,135.8,427.4
2017,"recharge",64962695.7277299,64.9626957277299,34.05,214.5,266,266.5,315.9,615.5
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
2011,"precip",NA,NA,NA,NA,NA,610.266387815992,NA,NA
2012,"precip",NA,NA,NA,NA,NA,345.733619495299,NA,NA
2013,"precip",NA,NA,NA,NA,NA,417.888931739127,NA,NA
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
2015,"precip",NA,NA,NA,NA,NA,620.523664360041,NA,NA
2016,"precip",NA,NA,NA,NA,NA,559.605731018337,NA,NA
2017,"precip",NA,NA,NA,NA,NA,795.535262431042,NA,NA
2006,"etac",128760895.32444,128.76089532444,333.5,460.9,518.9,528.3,593.7,788.6
2007,"etac",136413667.765313,136.413667765313,369.8,482.2,565.9,559.7,682.9,779.3
2008,"etac",143510332.662338,143.510332662338,383.2,475.1,588.4,588.8,706.5,877.4
2009,"etac",141824276.476627,141.824276476627,407.3,429,596.8,581.9,689.4,806.2
2010,"etac",133945650.981024,133.945650981024,331.5,474.9,541.3,549.6,679.1,860.1
2011,"etac",144946202.190015,144.946202190015,376.3,412.5,652.3,594.7,722.5,943.6
2012,"etac",115857614.377613,115.857614377613,252.8,386.9,426.8,475.3,636.7,948.2
2013,"etac",120689001.14805,120.68900114805,318.8,347.1,487.4,495.2,631.5,765.4
2014,"etac",134196528.553908,134.196528553908,331.9,424.3,562.2,550.6,661,937.1
2015,"etac",148784540.530398,148.784540530398,384.7,448.5,621.3,610.4,757.1,866.9
2016,"etac",141581190.028321,141.581190028321,325.4,522.3,576.5,580.9,668.9,964.4
2017,"etac",163824392.830471,163.824392830471,402.5,604,670.9,672.1,747.6,915.7
2006,"esac",77953604.3480232,77.9536043480232,235.3,302.8,318.6,319.8,339.2,463.6
2007,"esac",85577338.6056504,85.5773386056504,220.5,335.9,356.8,351.1,374.6,420.6
2008,"esac",87045410.0903715,87.0454100903715,243.5,343.7,354.2,357.1,369.3,456.9
2009,"esac",92755515.7749537,92.7555157749537,287.1,360.5,377.9,380.6,413.7,545.6
2010,"esac",77036717.9211876,77.0367179211876,192.7,295.5,325.8,316.1,341.6,460.1
2011,"esac",85818745.9058472,85.8187459058472,241.6,331.7,345.8,352.1,396.5,538.1
2012,"esac",61990335.5602743,61.9903355602743,157.3,231.7,260.5,254.3,282.6,341.4
2013,"esac",75949885.5738615,75.9498855738615,184.2,291.8,320.7,311.6,334.6,436.5
2014,"esac",76163422.631445,76.163422631445,243.5,294,308.9,312.5,329.6,491.6
2015,"esac",89898560.6877108,89.8985606877108,220.2,359.9,376.4,368.8,398.4,574.5
