"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2015,"Y","WH",1774633.60947447,330.8,1598,1616,2187,2988,3327
2016,"Y","WH",3833818.69642029,4228,4482,4669,4585,4680,5160
2017,"Y","WH",1524133.69073334,1010,4527,4647,4571,4680,5335
2006,"Y","SG",4211064.18713502,4342,5723,5747,5762,5845,6008
2007,"Y","SG",676030.38113268,3579,5799,5842,5832,5864,5953
2008,"Y","SG",983026.09606725,4964,5943,5945,5959,5952,6156
2009,"Y","SG",654623.51963184,5101,6279,6307,6292,6309,6330
2010,"Y","SG",859691.7832338,4246,5809,5830,5839,5873,5962
2011,"Y","SG",837865.74751848,5075,5479,5516,5525,5536,5739
2012,"Y","SG",884088.88774083,3397,5483,5627,5547,5630,5641
2013,"Y","SG",5367008.46662226,2962,5625,5688,5662,5747,5930
2014,"Y","SG",7861581.14064111,4148,6157,6197,6185,6212,6502
2015,"Y","SG",7500344.84659377,4527,5984,6005,5999,6035,6202
2016,"Y","SG",6756211.88137332,4093,5875,5892,5894,5914,6045
2017,"Y","SG",3444528.50784981,5196,5893,5908,5907,5950,6100
2006,"Y","SB",874065.0448764,3392,3567,3615,3610,3656,3714
2007,"Y","SB",2222609.55138666,3355,3498,3523,3522,3540,3596
2008,"Y","SB",4860950.42438856,2572,3759,3763,3770,3809,3845
2009,"Y","SB",6032727.30715677,2743,3948,3969,3965,3990,4007
2010,"Y","SB",8033786.28013887,2137,3571,3604,3604,3645,3694
2011,"Y","SB",5362131.71074842,2448,3491,3521,3504,3540,3664
2012,"Y","SB",4177025.31908016,1662,3404,3456,3450,3523,3624
2013,"Y","SB",4975579.43597556,1458,3488,3538,3523,3554,3702
2014,"Y","SB",2909188.62062325,2596,3865,3900,3896,3954,4057
2015,"Y","SB",4224503.35860147,2590,3718,3731,3738,3745,3880
2016,"Y","SB",2566669.87611315,2675,3608,3661,3651,3699,3746
2017,"Y","SB",4155378.55413921,2923,3796,3808,3802,3822,3845
2006,"Y","AL",1128055.33373625,3096,3243,3257,3266,3299,3317
2007,"Y","AL",977703.38593452,1853,3308,3317,3326,3359,3372
2008,"Y","AL",975266.4220731,1755,3391,3429,3414,3456,3459
2009,"Y","AL",392481.63883899,2211,3415,3415,3420,3420,3456
2010,"Y","AL",859016.33064009,2173,3276,3334,3314,3346,3355
2011,"Y","AL",773262.60322779,3069,3209,3227,3243,3282,3294
2012,"Y","AL",449419.58141616,1252,2970,2977,2996,3064,3089
2013,"Y","AL",790675.18930431,593.6,2925,3013,2972,3104,3149
2014,"Y","AL",926160.62448825,2439,3378,3405,3393,3426,3458
2015,"Y","AL",516244.32502704,1741,3160,3169,3069,3210,3286
2016,"Y","AL",403402.34864763,1347,3099,3116,3083,3170,3213
2017,"Y","AL",540009.32140674,1902,3136,3189,3161,3204,3235
