"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211355.8675555,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13473013.0474943,5527,6156,6390,6289,6439,7414
2009,"N","MZ",17779972.8607559,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.75852002,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19108666.8196012,4324,5471,6128,6074,6723,7693
2012,"N","MZ",14047789.7776328,2477,3695,3840,3787,3967,4177
2013,"N","MZ",15218967.514657,2680,4097,4539,4446,4903,6425
2014,"N","MZ",14002777.3548758,3461,5053,5374,5256,5563,7354
2015,"N","MZ",29855184.0818153,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19681557.6832168,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.675632,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3587713.72714314,2760,2997,3086,3067,3127,3354
2008,"N","WH",2272685.4459648,540.8,638.6,685.3,769.9,761.8,2096
2009,"N","WH",4263037.58974707,3364,4152,4274,4266,4395,4753
2010,"N","WH",8355077.96138154,4343,4789,4878,4853,4972,5177
2011,"N","WH",1059691.6674585,776.2,1457,1708,1920,2568,3217
2012,"N","WH",11748000.9982812,3068,4230,4338,4297,4411,4497
2013,"N","WH",2508744.83974551,986.4,1756,1829,1896,2024,2734
2014,"N","WH",5609597.07950901,212.6,1333,1555,1536,1837,2609
2015,"N","WH",2353445.44915905,202.3,523.5,1489,1400,1929,2761
2016,"N","WH",11358495.6118781,3101,4512,4636,4632,4794,5083
2017,"N","WH",5649527.3441643,1010,2378,2572,2545,2818,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184722,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344743.70649098,3773,4558,4678,4596,4692,6028
2009,"N","SG",2099713.1494104,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46898691,3481,4137,4452,4369,4528,5188
2011,"N","SG",721752.58909512,3442,4101,4189,4361,4702,5769
2012,"N","SG",596277.36711828,2844,3403,3493,3456,3525,3642
2013,"N","SG",1834852.98614004,1866,2724,2860,2899,3163,4125
2014,"N","SG",2883095.45517951,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643828.28930204,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102381.64394522,3966,4678,4797,4791,4942,5941
2017,"N","SG",5679224.81272881,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",140901.61137579,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.1397652,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16961763,1742,2110,2132,2169,2234,2990
2011,"N","SB",382647.85911,2149,2527,2579,2558,2580,3163
2012,"N","SB",357668.81965962,1336,1627,1633,1646,1682,2146
2013,"N","SB",181696.58424846,1268,1545,1579,1605,1648,2157
2014,"N","SB",83446.01348841,2350,2714,2783,2784,2840,3393
2015,"N","SB",135524.13044607,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.66636263,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10426788,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94955.46058809,1431,1742,1775,1779,1870,2047
2009,"N","AL",62469.41057109,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72357728,1642,1888,1888,1935,1908,2469
2011,"N","AL",37564.84592226,1265,1576,1722,1718,1896,2015
2012,"N","AL",17601.15778308,938.1,1173,1192,1200,1252,1337
2013,"N","AL",87786.30778515,489.3,821.8,1056,975.4,1056,1494
2014,"N","AL",144791.68571145,2196,2429,2475,2464,2525,2575
2015,"N","AL",69850.19571075,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54261581,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.60123026,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",52486866.6253676,1826,9580,9730,9613,9881,11090
2007,"Y","MZ",74255572.3339737,4519,9550,9753,9647,9921,10750
2008,"Y","MZ",93313900.0587434,10670,11750,12160,12200,12650,12830
2009,"Y","MZ",99944081.0193299,10560,11740,12150,12090,12380,13050
2010,"Y","MZ",72851999.8721375,2875,9054,9516,9602,9960,11520
2011,"Y","MZ",85379152.5058879,4697,9909,10210,10240,10660,11820
2012,"Y","MZ",61581414.2392022,3034,8144,8217,8368,8902,9465
