"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2013,"Y","MZ",60401082.6398961,2792,9945,10180,10100,10380,11580
2014,"Y","MZ",66042371.394283,3467,10200,10330,10320,10480,12230
2015,"Y","MZ",78374102.4846042,6242,12020,12190,12180,12450,13370
2016,"Y","MZ",83799499.3195613,4213,11230,11410,11430,11810,13160
2017,"Y","MZ",98326068.3536458,4069,13100,13260,13200,13390,13700
2006,"Y","WH",1200200.77778256,1596,4536,4590,4558,4655,4896
2007,"Y","WH",468085.68025839,2935,3133,3133,3143,3159,3335
2008,"Y","WH",316015.09263783,3109,3650,3988,3910,4129,4163
2009,"Y","WH",1011786.08401035,4218,4547,4561,4520,4563,4787
2010,"Y","WH",891884.02018617,4433,4633,4633,4739,4969,5147
2011,"Y","WH",213497.02540656,2673,4117,4147,4199,4417,4596
2012,"Y","WH",1529159.82374502,3917,4261,4304,4311,4335,4703
2013,"Y","WH",1071758.67620751,1458,3945,4014,3948,4058,4395
2014,"Y","WH",2191957.64019855,449.5,3699,3876,3863,4064,4951
2015,"Y","WH",1772606.76773625,330.6,1598,1616,2184,2987,3327
2016,"Y","WH",3833883.08688339,4231,4484,4669,4583,4676,5158
2017,"Y","WH",1523455.31926791,1010,4515,4643,4561,4680,5329
2006,"Y","SG",3890762.81875575,4342,5279,5284,5323,5433,5955
2007,"Y","SG",601721.78344677,3579,5109,5189,5191,5191,5932
2008,"Y","SG",864081.53798769,4159,5156,5220,5238,5261,6016
2009,"Y","SG",596789.33524677,5111,5730,5749,5746,5773,6298
2010,"Y","SG",753283.57008366,4246,5139,5278,5274,5439,5627
2011,"Y","SG",779559.42359448,4019,5085,5122,5144,5158,5681
2012,"Y","SG",746708.75523666,3397,4718,5011,4883,5018,5020
2013,"Y","SG",4258079.2734687,2962,4309,4455,4493,4735,5036
2014,"Y","SG",7123685.47391844,4129,5513,5599,5603,5698,6230
2015,"Y","SG",6988683.43704609,4527,5535,5557,5589,5682,6076
2016,"Y","SG",6199717.83053814,4093,5301,5396,5410,5537,5860
2017,"Y","SG",3302024.57886357,5196,5625,5639,5663,5749,5896
2006,"Y","SB",781698.65284899,2901,3147,3253,3229,3301,3668
2007,"Y","SB",1894784.54413509,2553,2898,2912,3003,3141,3412
2008,"Y","SB",4211343.11085885,2770,3212,3224,3267,3393,3514
2009,"Y","SB",5438636.68697739,2967,3547,3565,3575,3682,3897
2010,"Y","SB",6898466.01471084,2137,3008,3080,3094,3163,3550
2011,"Y","SB",4866557.9119659,2434,3142,3158,3183,3255,3376
2012,"Y","SB",3301234.90708023,1662,2664,2689,2726,2797,2936
2013,"Y","SB",3729185.07061059,1458,2465,2698,2641,2721,3199
2014,"Y","SB",2523194.53255989,2595,3310,3374,3379,3439,3779
2015,"Y","SB",3897126.01587906,2590,3397,3460,3448,3517,3632
2016,"Y","SB",2303640.15645024,2675,3232,3263,3276,3381,3434
2017,"Y","SB",3943367.25545133,2923,3581,3589,3608,3673,3831
2006,"Y","AL",988361.26142814,2561,2791,2883,2861,2922,3007
2007,"Y","AL",892389.59102358,1853,2970,2993,3036,3143,3175
2008,"Y","AL",838579.11385185,2878,2893,3003,2955,3012,3029
2009,"Y","AL",353452.09065246,2894,3050,3055,3083,3066,3208
2010,"Y","AL",717912.94672521,2173,2692,2761,2770,2890,2898
2011,"Y","AL",690190.95546837,2371,2826,2921,2895,2971,2980
2012,"Y","AL",367467.07133466,1252,2389,2398,2449,2562,2588
2013,"Y","AL",519367.40690922,593.6,1866,2044,1952,2100,2452
2014,"Y","AL",869865.68029401,2439,3152,3215,3187,3246,3292
2015,"Y","AL",452380.43407662,1741,2733,2761,2689,2780,2944
2016,"Y","AL",345217.99942521,1347,2568,2629,2638,2782,2811
2017,"Y","AL",480442.82410629,1902,2778,2864,2821,2878,2919
