"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",10021966.875,10.021966875,31.75,127,158.8,142.3,158.8,190.5
2007,"irrigation",10611469.125,10.611469125,31.75,127,127,119,127,222.2
2008,"irrigation",10129723.2,10.1297232,31.75,95.25,95.25,107,127,222.2
2009,"irrigation",8869680,8.86968,31.75,63.5,95.25,86.71,95.25,95.25
2010,"irrigation",14536616.85,14.53661685,31.75,127,158.8,139.6,158.8,254
2011,"irrigation",6761245.05000001,6.76124505,31.75,63.5,63.5,65.55,63.5,190.5
2012,"irrigation",17361141.3,17.3611413,63.5,158.8,190.5,187.5,222.2,412.8
2013,"irrigation",11187455.4,11.1874554,31.75,127,127,125.5,127,285.8
2014,"irrigation",9529791.075,9.529791075,31.75,95.25,95.25,102.4,95.25,317.5
2015,"irrigation",11310927.975,11.310927975,31.75,95.25,127,114,127,190.5
2016,"irrigation",11763155.925,11.763155925,31.75,95.25,127,114.4,127,254
2017,"irrigation",9889978.95,9.88997895,31.75,95.25,95.25,100.8,127,254
2006,"recharge",5549045.586291,5.549045586291,0,0,0,22.77,16.51,254.7
2007,"recharge",20278806.7000545,20.2788067000545,0,54.16,84.25,83.2,105.3,306.5
2008,"recharge",15070275.3580686,15.0702753580686,0,8.122,32.79,61.83,93.03,401.2
2009,"recharge",36536408.9855694,36.5364089855694,0,107.8,119.4,149.9,237.4,402.8
2010,"recharge",22812010.8372765,22.8120108372765,0,65.38,81.29,93.59,110.7,372.6
2011,"recharge",18406717.6272066,18.4067176272066,0,0,14.19,75.52,165.2,398
2012,"recharge",7187429.4100938,7.1874294100938,0,1.226,22.72,29.49,38.14,153
2013,"recharge",4883128.2630459,4.8831282630459,0,0,0,20.03,26.72,209.3
2014,"recharge",10707604.2678564,10.7076042678564,0,0,22.32,43.93,52.65,316.3
2015,"recharge",24931698.6265578,24.9316986265578,0,35.52,76.83,102.3,159.5,406
2016,"recharge",26115667.6857597,26.1156676857597,0,83.32,97.7,107.1,113,427.4
2017,"recharge",59624136.5681556,59.6241365681556,34.05,210.6,251.9,244.6,276.7,513.7
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
