"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2013,"N","SB",181173.13132869,1268,1545,1579,1600,1649,2157
2014,"N","SB",83449.10938428,2350,2714,2783,2784,2840,3393
2015,"N","SB",135524.47664133,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.6663989,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10443141,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94958.10944739,1431,1742,1775,1779,1870,2047
2009,"N","AL",62469.41057073,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72356909,1642,1888,1888,1935,1908,2469
2011,"N","AL",37627.93454085,1265,1576,1724,1721,1896,2015
2012,"N","AL",17601.15818934,938.1,1173,1192,1200,1252,1337
2013,"N","AL",86194.47228471,489.3,830.5,1035,957.7,1035,1519
2014,"N","AL",144792.91415034,2196,2429,2475,2464,2525,2575
2015,"N","AL",69851.44132389,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54256766,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.61278212,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",55435885.1230192,1826,9939,10210,10150,10460,11850
2007,"Y","MZ",79047585.7385015,4519,10110,10290,10270,10460,11020
2008,"Y","MZ",99080162.163559,11470,12930,12950,12950,13040,13200
2009,"Y","MZ",102946274.111506,11370,12350,12450,12460,12550,13590
2010,"Y","MZ",76246544.0128191,2875,9716,9979,10050,10230,12140
2011,"Y","MZ",90348363.4929861,4697,10300,10900,10830,11310,11810
2012,"Y","MZ",66983391.3844526,3034,9031,9138,9102,9338,9924
2013,"Y","MZ",65568841.0936671,2792,10860,11070,10960,11200,12090
2014,"Y","MZ",70698307.8436052,3467,10850,11100,11050,11260,12300
2015,"Y","MZ",81528379.9826283,6242,12600,12700,12670,12830,13380
2016,"Y","MZ",87292817.1729282,4213,11540,11950,11900,12360,13200
2017,"Y","MZ",99741980.7034065,4069,13370,13460,13390,13520,13690
2006,"Y","WH",1232635.54567914,1596,4680,4712,4681,4802,4913
2007,"Y","WH",468152.11558971,2935,3133,3133,3143,3159,3337
2008,"Y","WH",328760.61707178,3412,4029,4076,4068,4179,4546
2009,"Y","WH",1012537.73877831,4218,4547,4561,4524,4563,4788
2010,"Y","WH",894943.03293909,4452,4633,4633,4740,4991,5147
2011,"Y","WH",232376.99496192,1736,4320,4593,4414,4629,4854
2012,"Y","WH",1535411.87853579,3860,4276,4310,4337,4374,4686
2013,"Y","WH",1109438.82436257,1458,4111,4144,4089,4195,4705
2014,"Y","WH",2311560.37322262,471.8,3939,4018,4074,4266,5008
2015,"Y","WH",1773256.69753569,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3832891.37074314,4229,4483,4669,4584,4680,5160
2017,"Y","WH",1523771.96334732,1010,4527,4647,4570,4680,5334
2006,"Y","SG",3983129.36883198,4342,5393,5428,5450,5558,5971
2007,"Y","SG",630939.34057599,3579,5418,5425,5443,5448,5934
2008,"Y","SG",923118.21593145,4163,5553,5580,5596,5612,6016
2009,"Y","SG",616256.16116328,5198,5910,5920,5934,5929,6305
2010,"Y","SG",785656.93665942,4246,5307,5471,5439,5587,5763
2011,"Y","SG",799461.16933914,4426,5215,5267,5272,5289,5689
2012,"Y","SG",772696.78441074,3397,4931,5121,5033,5158,5203
2013,"Y","SG",4640355.92068128,2962,4732,4925,4896,5018,5371
2014,"Y","SG",7282124.33737158,4129,5664,5692,5728,5831,6233
2015,"Y","SG",7212644.93908242,4527,5713,5776,5768,5834,6083
2016,"Y","SG",6375403.42847397,4093,5473,5507,5562,5663,5878
2017,"Y","SG",3350463.27277428,5196,5715,5727,5746,5803,5970
2006,"Y","SB",800131.04619399,2951,3193,3293,3305,3421,3683
2007,"Y","SB",2005197.95415582,2858,3132,3150,3178,3230,3532
2008,"Y","SB",4614433.12565829,2571,3544,3552,3578,3666,3747
2009,"Y","SB",5615570.02488489,3314,3628,3644,3692,3770,3994
2010,"Y","SB",7130020.06436895,2137,3111,3191,3198,3263,3649
2011,"Y","SB",5068284.85121733,2448,3255,3301,3312,3353,3529
2012,"Y","SB",3633549.10621956,1662,2966,2988,3001,3090,3161
2013,"Y","SB",4194838.90530747,1458,2904,2965,2970,3011,3389
2014,"Y","SB",2657473.6829859,2595,3508,3550,3559,3644,3807
2015,"Y","SB",3991388.20838361,2590,3507,3524,3532,3566,3699
2016,"Y","SB",2390895.60461208,2675,3336,3424,3401,3465,3583
2017,"Y","SB",4010462.1740106,2923,3649,3661,3669,3712,3833
2006,"Y","AL",1006397.91539748,2641,2880,2911,2914,2951,3021
2007,"Y","AL",907063.78242591,1853,3019,3050,3086,3178,3205
2008,"Y","AL",893829.49709841,3067,3089,3192,3150,3192,3230
2009,"Y","AL",368266.6951461,3177,3178,3184,3212,3192,3356
2010,"Y","AL",742896.8662203,2173,2782,2826,2866,2980,3055
2011,"Y","AL",710151.59509641,2674,2897,3028,2979,3046,3132
2012,"Y","AL",384406.1225397,1252,2503,2509,2562,2655,2699
2013,"Y","AL",587373.38181459,593.6,1996,2237,2208,2387,2821
2014,"Y","AL",878534.24126688,2439,3178,3244,3218,3275,3320
2015,"Y","AL",463830.29521344,1741,2809,2817,2757,2901,3023
2016,"Y","AL",358568.33352183,1347,2694,2710,2740,2890,2908
2017,"Y","AL",503786.66098635,1902,2914,2991,2949,3024,3025
