"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211357.050082,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13473273.8295933,5527,6156,6390,6289,6439,7414
2009,"N","MZ",17779972.8697906,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.75922301,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19092354.6354259,4324,5471,6160,6080,6723,7693
2012,"N","MZ",14061739.0171235,2430,3696,3840,3791,3967,4177
2013,"N","MZ",15216938.83786,2680,4112,4532,4445,4904,6479
2014,"N","MZ",14004787.585316,3461,5053,5374,5256,5563,7354
2015,"N","MZ",29855296.1758926,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19682068.9398529,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.6821001,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3587855.64092775,2760,2997,3086,3067,3127,3354
2008,"N","WH",2361018.05754453,540.8,639.8,685.3,799.8,819.4,2096
2009,"N","WH",4318204.35781791,3364,4173,4333,4321,4484,4753
2010,"N","WH",8344878.70078278,4343,4789,4878,4854,4972,5177
2011,"N","WH",1091209.37449122,776.2,1457,1788,1985,2673,3238
2012,"N","WH",11768578.6661805,3068,4230,4338,4304,4411,4497
2013,"N","WH",2510997.11621091,986.4,1769,1837,1897,2037,2745
2014,"N","WH",5683839.86032569,254.4,1339,1576,1557,1837,2609
2015,"N","WH",2458097.71850268,202.3,889,1541,1462,1946,2761
2016,"N","WH",11364600.070291,3101,4514,4637,4635,4794,5083
2017,"N","WH",5680999.73579553,1010,2391,2593,2559,2834,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184722,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344743.68653969,3773,4558,4678,4596,4692,6028
2009,"N","SG",2099713.1494104,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46898682,3481,4137,4452,4369,4528,5188
2011,"N","SG",721606.27745907,3442,4101,4189,4362,4702,5769
2012,"N","SG",596277.90269082,2844,3403,3493,3456,3525,3642
2013,"N","SG",1832026.70155419,1866,2725,2860,2897,3160,4272
2014,"N","SG",2883030.17207634,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643830.80305613,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102383.2747823,3966,4678,4797,4791,4942,5941
2017,"N","SG",5679224.81273412,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139740.60352968,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.13976997,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16924332,1742,2110,2132,2169,2234,2990
2011,"N","SB",380936.82837465,2149,2537,2579,2561,2590,3163
2012,"N","SB",357791.0643378,1336,1627,1633,1647,1682,2146
