"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",12254274.45,12.25427445,31.75,190.5,190.5,174,190.5,222.2
2007,"irrigation",13593041.775,13.593041775,63.5,158.8,158.8,152.4,158.8,254
2008,"irrigation",14731212.6,14.7312126,31.75,158.8,158.8,155.6,158.8,285.8
2009,"irrigation",9931727.025,9.931727025,63.5,95.25,95.25,97.1,95.25,127
2010,"irrigation",16181965.35,16.18196535,31.75,158.8,158.8,155.4,158.8,285.8
2011,"irrigation",11416455.45,11.41645545,31.75,95.25,95.25,110,127,285.8
2012,"irrigation",20213983.575,20.213983575,95.25,222.2,222.2,218.3,222.2,444.5
2013,"irrigation",14838854.625,14.838854625,31.75,158.8,158.8,166.4,190.5,285.8
2014,"irrigation",12642465.825,12.642465825,63.5,127,127,135.9,127,381
2015,"irrigation",15743339.1,15.7433391,31.75,158.8,158.8,158.7,190.5,254
2016,"irrigation",13223395.575,13.223395575,63.5,127,127,128.7,127,285.8
2017,"irrigation",12082024.35,12.08202435,63.5,127,127,123.2,127,285.8
2006,"recharge",5920244.8624683,5.9202448624683,0,0,0,24.29,23.21,254.7
2007,"recharge",22114427.967792,22.114427967792,0,67.94,92.81,90.73,112.1,306.5
2008,"recharge",16489647.9286884,16.4896479286884,0,19.66,42.62,67.65,93.03,401.2
2009,"recharge",37263975.376878,37.263975376878,0,114.9,121.8,152.9,237.4,402.8
2010,"recharge",22875239.6283456,22.8752396283456,0,67.45,79.82,93.85,113.2,372.6
2011,"recharge",19273013.6701419,19.2730136701419,0,0,26.37,79.07,165.2,398
2012,"recharge",8525517.3270531,8.5255173270531,0,17.97,27.92,34.98,38.26,153
2013,"recharge",4963220.4534219,4.9632204534219,0,0,0,20.36,31.07,209.3
2014,"recharge",11739726.5035986,11.7397265035986,0,2.789,28.1,48.17,62.78,316.3
2015,"recharge",28361902.9366179,28.3619029366179,0,58.56,101.5,116.4,169.5,406
2016,"recharge",26768859.9974091,26.7688599974091,0,85.39,99.62,109.8,116.8,427.4
2017,"recharge",61242622.5177504,61.2426225177504,34.05,212.1,255.2,251.3,287,559.4
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
2011,"precip",NA,NA,NA,NA,NA,610.266387815992,NA,NA
2012,"precip",NA,NA,NA,NA,NA,345.733619495299,NA,NA
2013,"precip",NA,NA,NA,NA,NA,417.888931739127,NA,NA
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
2015,"precip",NA,NA,NA,NA,NA,620.523664360041,NA,NA
2016,"precip",NA,NA,NA,NA,NA,559.605731018337,NA,NA
2017,"precip",NA,NA,NA,NA,NA,795.535262431042,NA,NA
2006,"etac",127349363.683583,127.349363683583,333.5,460.9,518.9,522.5,587.8,781.6
2007,"etac",135302990.968258,135.302990968258,369.8,482.2,565.9,555.1,670.6,768.3
2008,"etac",142923288.9253,142.9232889253,383.2,468.8,588.4,586.4,702.8,845.2
2009,"etac",140416525.26081,140.41652526081,407.3,429,596,576.1,674.8,799.5
2010,"etac",130739959.593032,130.739959593032,331.5,474.9,539.6,536.4,642.8,856.8
2011,"etac",141840055.972614,141.840055972614,376.3,412.4,650.1,581.9,684.8,946.5
2012,"etac",113283959.163428,113.283959163428,252.8,386.9,426.8,464.8,612.2,885.6
2013,"etac",117801261.974064,117.801261974064,318.8,347.1,485.7,483.3,604.9,742.2
