"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2010,"Y","MZ",70905449.993349,2875,9149,9292,9346,9519,11410
2011,"Y","MZ",86935616.4584507,4692,10150,10380,10420,10870,11540
2012,"Y","MZ",62217330.1194839,3034,8424,8530,8454,8674,9405
2013,"Y","MZ",59848280.1674551,2792,9915,10060,10000,10230,11270
2014,"Y","MZ",66123999.1874245,3467,10080,10310,10330,10690,12040
2015,"Y","MZ",79739229.7458722,6242,12310,12440,12390,12720,13370
2016,"Y","MZ",80083229.7324695,4213,10710,10950,10920,11190,12120
2017,"Y","MZ",98660604.4104134,4069,13130,13320,13240,13440,13650
2006,"Y","WH",1186532.07568227,1596,4480,4516,4506,4620,4857
2007,"Y","WH",468132.82476039,2935,3133,3134,3143,3159,3336
2008,"Y","WH",308064.72125331,3099,3625,3863,3812,3959,4198
2009,"Y","WH",1011089.78618481,4218,4525,4559,4517,4561,4781
2010,"Y","WH",940108.07169657,4450,4633,4633,4746,4984,5147
2011,"Y","WH",220490.77815675,1618,4062,4256,4138,4381,4634
2012,"Y","WH",1541954.80574919,3956,4307,4328,4347,4385,4656
2013,"Y","WH",1064809.17089532,1458,3887,3994,3905,4014,4251
2014,"Y","WH",2117050.89714999,427.1,3580,3742,3731,3938,4768
2015,"Y","WH",1767662.69772771,273.6,1598,1616,2178,2987,3325
2016,"Y","WH",3832205.24105982,4211,4463,4666,4581,4670,5154
2017,"Y","WH",1515204.28546902,1010,4517,4613,4540,4667,5325
2006,"Y","SG",3849373.57816305,4342,5202,5248,5267,5370,5958
2007,"Y","SG",606066.76534149,3579,5180,5230,5228,5238,5928
2008,"Y","SG",876486.48948198,4162,5266,5295,5313,5348,6015
2009,"Y","SG",599839.77586113,5046,5736,5761,5775,5783,6299
2010,"Y","SG",712283.20413624,4246,5096,5268,5269,5415,5661
2011,"Y","SG",768030.76515843,4017,5012,5046,5064,5124,5676
2012,"Y","SG",731573.16035562,3397,4724,4820,4784,4883,4956
2013,"Y","SG",4088518.68815343,2962,4211,4291,4319,4462,5037
2014,"Y","SG",7109740.7202249,4128,5486,5584,5592,5699,6233
2015,"Y","SG",7123271.29655481,4527,5654,5696,5697,5796,6094
2016,"Y","SG",6110555.50717218,4093,5232,5307,5332,5481,5867
2017,"Y","SG",3315269.9447055,5108,5657,5663,5685,5771,5913
2006,"Y","SB",772343.29732932,2813,3096,3214,3190,3274,3643
2007,"Y","SB",1899069.90472377,2613,2955,2966,3010,3082,3420
2008,"Y","SB",4243192.0554987,2571,3242,3252,3291,3402,3525
2009,"Y","SB",5308035.56983224,3012,3405,3420,3489,3622,3894
2010,"Y","SB",6709181.31004554,2137,2939,2977,3009,3084,3497
2011,"Y","SB",4615525.54746711,2393,2919,3007,3017,3136,3349
2012,"Y","SB",3332825.02306449,1662,2714,2741,2752,2827,2852
2013,"Y","SB",3643614.21765204,1449,2544,2583,2580,2612,3042
2014,"Y","SB",2540720.48989554,2595,3322,3385,3403,3498,3737
2015,"Y","SB",3935721.0297051,2590,3445,3468,3482,3545,3608
2016,"Y","SB",2251288.87998075,2675,3110,3204,3202,3280,3365
2017,"Y","SB",3945988.84073634,2923,3581,3593,3610,3660,3816
2006,"Y","AL",997058.72385684,2596,2851,2891,2887,2939,3017
2007,"Y","AL",867428.33968008,1853,2896,2920,2951,3034,3105
2008,"Y","AL",815820.7183488,2758,2787,2936,2875,2944,2969
2009,"Y","AL",356594.39525844,2963,3075,3085,3110,3095,3235
2010,"Y","AL",712683.36410931,2173,2667,2697,2750,2878,2908
2011,"Y","AL",646313.94133623,2393,2658,2708,2711,2818,2845
2012,"Y","AL",355761.44485857,1252,2323,2335,2371,2457,2494
2013,"Y","AL",465370.51681548,593.6,1597,1739,1749,1915,2394
2014,"Y","AL",864928.6062327,2439,3122,3197,3169,3237,3275
2015,"Y","AL",447366.53688507,1723,2661,2753,2660,2763,2920
2016,"Y","AL",338800.93690068,1347,2545,2553,2589,2747,2765
2017,"Y","AL",486692.38013373,1902,2762,2900,2855,2928,2964
