"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211355.7472771,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13470805.2825175,5481,6155,6390,6288,6439,7414
2009,"N","MZ",17779972.8653846,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.75817262,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19020916.9238991,4324,5452,6120,6057,6723,7693
2012,"N","MZ",14056339.7376301,2343,3696,3840,3790,3967,4177
2013,"N","MZ",15069107.9762819,2680,4000,4519,4402,4854,6272
2014,"N","MZ",13996059.9003807,3461,5053,5374,5253,5562,7354
2015,"N","MZ",29853903.6471481,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19681960.7124088,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.7409259,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3586780.4679855,2760,2997,3086,3067,3127,3354
2008,"N","WH",2257167.38881572,540.8,638.6,676.3,764.6,760.8,2096
2009,"N","WH",4228651.45704852,3364,4144,4251,4231,4359,4753
2010,"N","WH",8344314.99252738,4343,4789,4878,4853,4972,5177
2011,"N","WH",1012362.17640651,776.2,1377,1577,1842,2435,3217
2012,"N","WH",11750750.1398718,3068,4230,4338,4298,4411,4497
2013,"N","WH",2502601.12005723,986.4,1756,1829,1891,2014,2734
2014,"N","WH",5518308.36598605,212.2,1270,1508,1511,1837,2609
2015,"N","WH",2241861.76433088,202.3,490.4,1332,1334,1935,2761
2016,"N","WH",11339217.3374689,3101,4510,4636,4625,4794,5083
2017,"N","WH",5572336.1029857,1010,2336,2507,2510,2763,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184731,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344742.64966022,3773,4558,4678,4596,4692,6028
2009,"N","SG",2099713.1494104,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46898565,3481,4137,4452,4369,4528,5188
2011,"N","SG",720842.1945588,3442,4101,4189,4358,4702,5769
2012,"N","SG",596277.68040513,2844,3403,3493,3456,3525,3642
2013,"N","SG",1828939.04634996,1866,2725,2860,2892,3129,4011
2014,"N","SG",2883057.96851154,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643808.59526687,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102787.12674077,3966,4678,4797,4791,4940,5941
2017,"N","SG",5679224.81461773,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139731.12033975,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.13973244,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16857489,1742,2110,2132,2169,2234,2990
2011,"N","SB",379709.14959558,2149,2460,2579,2552,2584,3163
2012,"N","SB",357765.35271615,1336,1627,1633,1647,1682,2146
2013,"N","SB",178259.54244381,1268,1540,1579,1574,1608,2157
2014,"N","SB",83419.76367549,2350,2714,2783,2783,2840,3393
2015,"N","SB",135517.34887029,2433,2804,2886,2874,2915,3146
2016,"N","SB",53449.66634787,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10244178,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94949.41877019,1431,1742,1775,1779,1870,2047
2009,"N","AL",62469.41057757,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72356486,1642,1888,1888,1935,1908,2469
2011,"N","AL",37504.53984816,1265,1576,1722,1715,1896,2014
2012,"N","AL",17601.1700319,938.1,1173,1192,1200,1252,1337
2013,"N","AL",79389.76354065,489.3,817.1,928.3,882.1,928.7,1418
2014,"N","AL",144787.9034772,2196,2429,2475,2464,2525,2575
2015,"N","AL",69794.35307532,1212,1753,1840,1820,1923,1988
2016,"N","AL",45058.54173795,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.58034234,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",48895527.3748001,1826,8689,9037,8956,9370,10800
2007,"Y","MZ",73877017.669156,4519,9427,9558,9598,9694,10270
2008,"Y","MZ",91705549.937205,10850,11800,11960,11990,12150,12940
2009,"Y","MZ",96549829.3847119,10330,11570,11670,11680,11790,12930
