"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211357.0481982,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13472317.2324543,5527,6156,6390,6289,6439,7414
2009,"N","MZ",17779972.8582013,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.75656423,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19083109.0377435,4324,5471,6128,6068,6723,7693
2012,"N","MZ",14060880.3220952,2348,3696,3840,3791,3967,4177
2013,"N","MZ",15104068.4190359,2680,4066,4522,4412,4854,6431
2014,"N","MZ",14002699.2826776,3461,5053,5374,5256,5563,7354
2015,"N","MZ",29855270.7787514,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19681962.5379248,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.7035511,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3587882.74942662,2760,2997,3086,3068,3127,3354
2008,"N","WH",2263748.3829612,540.8,639.8,678.9,766.8,761.8,2096
2009,"N","WH",4257464.41012338,3364,4152,4261,4260,4383,4753
2010,"N","WH",8354457.3797595,4343,4789,4878,4853,4972,5177
2011,"N","WH",1038159.74075976,776.2,1445,1678,1884,2496,3217
2012,"N","WH",11750969.6460962,3068,4230,4338,4298,4411,4497
2013,"N","WH",2500877.8113966,986.4,1761,1829,1890,2004,2745
2014,"N","WH",5605115.86546623,208.2,1331,1528,1535,1837,2609
2015,"N","WH",2361749.85953082,202.3,506,1493,1405,1930,2761
2016,"N","WH",11346974.4317548,3101,4512,4636,4628,4794,5083
2017,"N","WH",5618212.55011296,1010,2361,2547,2531,2781,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184722,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344742.83226527,3773,4558,4678,4596,4692,6028
2009,"N","SG",2099713.1494104,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46898826,3481,4137,4452,4369,4528,5188
2011,"N","SG",721638.4020903,3442,4101,4189,4360,4702,5769
2012,"N","SG",596278.15070454,2844,3403,3493,3456,3525,3642
2013,"N","SG",1830691.47495006,1866,2725,2857,2894,3140,4149
2014,"N","SG",2883001.04366742,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643828.16834582,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102380.88349904,3966,4678,4797,4791,4942,5941
2017,"N","SG",5679224.81281143,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139735.27770768,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.13977033,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16799835,1742,2110,2132,2169,2234,2990
2011,"N","SB",381677.52652731,2149,2504,2579,2556,2594,3163
2012,"N","SB",357783.6416778,1336,1627,1633,1647,1682,2146
2013,"N","SB",178788.69534195,1268,1540,1579,1579,1628,2157
2014,"N","SB",83428.96970196,2350,2714,2783,2784,2840,3393
2015,"N","SB",135524.23382412,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.66638171,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10350117,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94950.49443093,1431,1742,1775,1779,1870,2047
2009,"N","AL",62469.41057622,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72355937,1642,1888,1888,1935,1908,2469
2011,"N","AL",37559.37454434,1265,1576,1722,1717,1896,2015
2012,"N","AL",17601.17546484,938.1,1173,1192,1200,1252,1337
2013,"N","AL",78383.70507267,489.3,817.1,878.4,870.9,1038,1498
2014,"N","AL",144789.02543214,2196,2429,2475,2464,2525,2575
2015,"N","AL",69850.29984165,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54263228,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.59690819,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",53222191.6872056,1826,9697,9849,9748,10110,11210
2007,"Y","MZ",73606830.8720855,4519,9377,9614,9563,9735,10660
2008,"Y","MZ",93958671.1899622,10960,11910,12140,12280,12820,13040
2009,"Y","MZ",96979806.1832011,10680,11630,11700,11730,11830,13480
2010,"Y","MZ",72275067.3546197,2875,9229,9470,9526,9790,11620
2011,"Y","MZ",84744326.48661,4697,9755,10160,10160,10520,11690
2012,"Y","MZ",62247732.0840576,3034,8479,8571,8458,8607,9878
2013,"Y","MZ",60602764.8912517,2792,10060,10170,10130,10450,11560
2014,"Y","MZ",66973103.2805497,3467,10310,10600,10460,10700,12120
2015,"Y","MZ",79713732.5933547,6242,12260,12400,12390,12680,13360
2016,"Y","MZ",82927898.7391253,4213,10970,11320,11310,11690,12840
2017,"Y","MZ",98795605.5743416,4069,13140,13370,13260,13430,13650
2006,"Y","WH",1205566.33613481,1596,4557,4604,4578,4700,4865
2007,"Y","WH",468154.31146677,2935,3133,3133,3143,3159,3337
2008,"Y","WH",304807.02056154,3096,3652,3704,3771,3985,4118
2009,"Y","WH",1011496.65219549,4218,4525,4560,4519,4562,4787
2010,"Y","WH",916950.14653293,4431,4633,4633,4743,4990,5147
2011,"Y","WH",222751.95648975,2434,4199,4500,4335,4500,4706
2012,"Y","WH",1539472.32320886,3892,4286,4313,4340,4373,4677
2013,"Y","WH",1077051.36953007,1458,3942,4022,3950,4070,4384
2014,"Y","WH",2160122.37424722,429.9,3649,3792,3807,3933,4884
2015,"Y","WH",1772560.8558594,330.8,1598,1616,2184,2988,3327
2016,"Y","WH",3832324.20878283,4231,4483,4668,4583,4678,5158
2017,"Y","WH",1519751.59535682,1010,4518,4630,4559,4677,5323
2006,"Y","SG",3894810.77138814,4342,5264,5315,5329,5420,5942
2007,"Y","SG",616483.48608729,3579,5290,5323,5318,5332,5937
2008,"Y","SG",889046.52553062,4163,5314,5391,5389,5405,6015
2009,"Y","SG",594269.17713864,5004,5665,5684,5722,5731,6300
2010,"Y","SG",727607.75276754,4246,5094,5307,5281,5413,5659
2011,"Y","SG",775690.09916778,4214,5061,5064,5118,5133,5679
2012,"Y","SG",739054.21510899,3397,4779,4909,4833,4933,4971
2013,"Y","SG",4265165.87094717,2962,4360,4543,4506,4718,5154
2014,"Y","SG",7163454.25261359,4128,5564,5598,5634,5752,6232
2015,"Y","SG",7107663.39444045,4527,5603,5719,5684,5754,6087
2016,"Y","SG",6221035.71785151,4093,5354,5388,5427,5540,5872
2017,"Y","SG",3317846.89344174,5108,5656,5666,5689,5778,5921
2006,"Y","SB",784073.88743859,2849,3177,3241,3239,3310,3644
2007,"Y","SB",1917395.71804935,2652,2985,2996,3039,3079,3458
2008,"Y","SB",4310802.13342095,2571,3279,3291,3343,3462,3570
2009,"Y","SB",5394742.61964651,3137,3503,3509,3546,3621,3957
2010,"Y","SB",6797480.85658665,2137,2964,3037,3049,3140,3564
2011,"Y","SB",4887288.41958666,2431,3124,3174,3195,3263,3403
2012,"Y","SB",3369855.20700618,1662,2726,2755,2783,2878,2918
2013,"Y","SB",3779857.52669061,1458,2608,2678,2677,2759,3163
2014,"Y","SB",2576963.17784862,2595,3410,3454,3451,3512,3796
2015,"Y","SB",3896846.69726538,2590,3415,3424,3448,3502,3603
2016,"Y","SB",2295980.19123687,2675,3210,3252,3266,3338,3480
2017,"Y","SB",3962961.6785352,2923,3598,3614,3626,3673,3830
2006,"Y","AL",985151.9863917,2550,2791,2873,2852,2908,3001
2007,"Y","AL",882635.9988537,1853,2946,2974,3003,3104,3127
2008,"Y","AL",844871.07816216,2880,2894,3029,2977,3062,3067
2009,"Y","AL",362387.61912492,3066,3132,3140,3161,3141,3268
2010,"Y","AL",721800.08709858,2173,2713,2774,2785,2890,2922
2011,"Y","AL",676795.86639432,2496,2757,2895,2839,2930,2960
2012,"Y","AL",359154.13125762,1252,2333,2338,2394,2508,2545
2013,"Y","AL",513635.48604846,593.6,1760,1926,1931,2209,2619
