"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2010,"epac",56478230.4726675,56.4782304726675,0,182.4,265.2,231.7,351.9,623.5
2011,"epac",58310743.9402566,58.3107439402566,0,0,346.6,239.2,381.5,656.7
2012,"epac",52574651.0188209,52.5746510188209,0,154.3,191.8,215.7,342.1,679.4
2013,"epac",43370648.9699328,43.3706489699328,0,0,207.1,177.9,302,480.2
2014,"epac",57532993.0720389,57.5329930720389,0,94.7,269.3,236,359.7,619.4
2015,"epac",57911548.7766987,57.9115487766987,0,43.39,258.4,237.6,382.4,517.3
2016,"epac",66361973.5938969,66.3619735938969,0,210.4,265.6,272.3,363.3,719.7
2017,"epac",81674319.8683008,81.6743198683008,0,244.6,362.9,335.1,396.6,590.2
2006,"rofc",126562.922919,0.126562922919,0,0,0,0.5193,0,97.52
2007,"rofc",22931.2358352,0.0229312358352,0,0,0,0.09408,0,38.06
2008,"rofc",688765.8441924,0.6887658441924,0,0,0,2.826,0.4519,161.3
2009,"rofc",563259.1766661,0.5632591766661,0,0,0,2.311,0,148
2010,"rofc",71571.6383913,0.0715716383913,0,0,0,0.2936,0,130.3
2011,"rofc",1115187.1722117,1.1151871722117,0,0,0,4.575,0,165.1
2012,"rofc",1663513.8289038,1.6635138289038,0,4.847,6.125,6.825,8.673,84.03
2013,"rofc",198826.6335021,0.1988266335021,0,0,0,0.8158,0.03846,115.5
2014,"rofc",120609.8569116,0.1206098569116,0,0,0,0.4948,0,115.3
2015,"rofc",1507017.9245706,1.5070179245706,0,0,3.978,6.183,10.59,169.3
2016,"rofc",3874815.1757331,3.8748151757331,0,0.2644,13.71,15.9,25.57,132.2
2017,"rofc",357662.2581693,0.3576622581693,0,0,0,1.467,0,320.9
