"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211357.0500795,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13272048.524562,5527,6156,6390,6287,6439,7414
2009,"N","MZ",17741529.547011,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.76094093,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19085922.728834,4324,5471,6160,6089,6723,7693
2012,"N","MZ",14061841.5463457,2577,3696,3840,3791,3967,4177
2013,"N","MZ",15267467.8757991,2680,4112,4558,4460,4906,6481
2014,"N","MZ",14007235.7664345,3461,5053,5374,5257,5563,7354
2015,"N","MZ",29855310.8450918,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19682564.768789,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.6819506,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3587874.64323813,2760,2997,3086,3068,3127,3354
2008,"N","WH",2361662.6230584,540.8,639.8,685.3,806,831.8,2096
2009,"N","WH",3895422.41838861,3364,4172,4333,4302,4464,4753
2010,"N","WH",8345952.51985008,4343,4789,4878,4854,4974,5177
2011,"N","WH",1085535.28543977,776.2,1457,1788,1975,2585,3234
2012,"N","WH",11772168.9256866,3068,4230,4338,4306,4411,4497
2013,"N","WH",2517775.08292692,986.4,1769,1846,1903,2046,2745
2014,"N","WH",5777451.9663327,254.7,1374,1599,1582,1838,2609
2015,"N","WH",2475656.29855827,202.3,972.9,1544,1473,1938,2761
2016,"N","WH",11361169.8918675,3101,4514,4636,4633,4794,5083
2017,"N","WH",5718766.07485791,1010,2391,2594,2576,2856,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184722,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344297.37544961,3773,4558,4678,4596,4692,6028
2009,"N","SG",2098795.00182804,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46899555,3481,4137,4452,4369,4528,5188
2011,"N","SG",721679.94271818,3442,4101,4189,4363,4702,5769
2012,"N","SG",596277.90375399,2844,3403,3493,3456,3525,3642
2013,"N","SG",1834912.64747529,1866,2725,2860,2900,3163,4277
2014,"N","SG",2883005.01550503,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643799.43116249,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102384.45703355,3966,4678,4797,4791,4942,5941
2017,"N","SG",5679224.81273502,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139743.39454038,2256,2571,2577,2627,2763,3108
2009,"N","SB",804044.28783105,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.17006628,1742,2110,2132,2169,2234,2990
2011,"N","SB",381239.77199913,2149,2551,2579,2563,2596,3163
2012,"N","SB",357826.49584533,1336,1627,1633,1647,1682,2146
2013,"N","SB",182467.9438344,1268,1545,1579,1612,1672,2157
2014,"N","SB",83458.15371342,2350,2714,2783,2785,2840,3393
2015,"N","SB",135524.9419317,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.66639791,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10449738,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",91425.27867849,1431,1742,1775,1776,1869,2047
2009,"N","AL",62270.38263321,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72359762,1642,1888,1888,1935,1908,2469
2011,"N","AL",37655.93226321,1265,1576,1730,1722,1897,2015
2012,"N","AL",17601.15823029,938.1,1173,1192,1200,1252,1337
2013,"N","AL",88751.5003359,489.3,820.9,1060,986.1,1092,1519
2014,"N","AL",144798.21396468,2196,2429,2475,2464,2525,2575
2015,"N","AL",69851.93201658,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54280895,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.61261832,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",60079227.8468197,1826,10870,11080,11000,11400,11860
2007,"Y","MZ",83245138.3782715,4519,10630,10890,10820,10950,11240
2008,"Y","MZ",98543650.3440159,5650,12810,12830,12830,12950,13200
2009,"Y","MZ",109520388.070938,4799,13150,13270,13240,13380,13610
2010,"Y","MZ",87658565.5024839,2875,11390,11610,11550,11750,12670
2011,"Y","MZ",96262651.8911115,4697,11450,11500,11530,11700,11890
2012,"Y","MZ",76749635.8887472,3034,10400,10530,10430,10610,11100
2013,"Y","MZ",69613472.0364946,2792,11580,11740,11640,11850,12310
2014,"Y","MZ",76380017.0613817,3467,11810,11950,11930,12120,12640
2015,"Y","MZ",83587835.0310853,6242,12900,13000,12990,13150,13390
2016,"Y","MZ",93264409.0650094,4213,12570,12690,12720,12810,13350
2017,"Y","MZ",100969822.610634,4069,13550,13600,13550,13630,13850
2006,"Y","WH",1243605.77506296,1596,4717,4758,4722,4860,4957
2007,"Y","WH",468151.07143662,2935,3133,3133,3143,3159,3337
2008,"Y","WH",369307.10257758,582.6,4007,4109,3593,4488,4547
2009,"Y","WH",1439334.30523158,3821,4547,4561,4529,4581,4788
2010,"Y","WH",881250.00117228,4452,4633,4633,4737,4991,5147
2011,"Y","WH",240005.92190391,1736,4456,4745,4559,4765,4959
2012,"Y","WH",1519934.95520451,3847,4312,4340,4355,4416,4692
2013,"Y","WH",1133202.34997406,1458,4219,4236,4176,4262,4705
2014,"Y","WH",2396262.60724392,510.6,4065,4120,4221,4405,5065
2015,"Y","WH",1773458.12250414,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3833859.68954694,4228,4483,4669,4585,4680,5160
2017,"Y","WH",1524049.00818867,1010,4527,4647,4571,4680,5335
2006,"Y","SG",4129139.01992328,4342,5603,5614,5649,5767,6007
2007,"Y","SG",659362.33388043,3579,5666,5695,5688,5711,5955
2008,"Y","SG",961175.78056971,4964,5784,5813,5826,5848,6099
2009,"Y","SG",647467.47716526,5101,6201,6209,6223,6263,6313
2010,"Y","SG",849318.66139347,4246,5705,5790,5768,5840,5945
2011,"Y","SG",825825.05965971,4873,5396,5422,5446,5439,5746
2012,"Y","SG",853921.04080455,3397,5362,5472,5385,5475,5484
2013,"Y","SG",5053916.6725932,2962,5201,5361,5332,5499,5673
2014,"Y","SG",7704372.89710413,4148,6013,6037,6061,6123,6461
2015,"Y","SG",7456889.31175449,4527,5950,5973,5964,5997,6142
2016,"Y","SG",6639821.99221617,4093,5743,5782,5793,5853,6030
2017,"Y","SG",3425413.77688239,5196,5836,5890,5874,5934,6078
2006,"Y","SB",854675.00977518,3186,3497,3528,3530,3580,3713
2007,"Y","SB",2148908.71753548,3106,3377,3401,3406,3436,3594
2008,"Y","SB",4734607.7981151,2571,3643,3649,3672,3745,3845
2009,"Y","SB",5936040.79173387,2743,3854,3901,3901,3960,4001
2010,"Y","SB",7801757.40699432,2137,3444,3504,3500,3550,3685
2011,"Y","SB",5281214.36925672,2447,3424,3453,3451,3497,3666
2012,"Y","SB",3939113.000727,1662,3207,3240,3253,3322,3561
2013,"Y","SB",4740582.83176665,1458,3294,3385,3357,3416,3594
2014,"Y","SB",2840616.84702915,2595,3772,3788,3805,3891,4005
2015,"Y","SB",4202155.69736364,2590,3697,3712,3718,3739,3876
2016,"Y","SB",2518147.18970856,2675,3567,3595,3582,3640,3709
2017,"Y","SB",4133982.41795646,2923,3774,3785,3782,3808,3842
2006,"Y","AL",1117641.08937177,3027,3208,3217,3236,3274,3292
2007,"Y","AL",960392.57805504,1853,3239,3247,3267,3316,3346
2008,"Y","AL",953462.43494424,1754,3262,3399,3338,3421,3421
2009,"Y","AL",385562.88656532,2211,3342,3349,3360,3355,3427
2010,"Y","AL",839022.85564299,2173,3177,3225,3237,3305,3316
2011,"Y","AL",746495.42248071,2831,3047,3199,3131,3211,3219
2012,"Y","AL",415249.1716356,1252,2705,2714,2768,2882,2902
2013,"Y","AL",711820.97870004,593.6,2554,2727,2676,2859,2969
2014,"Y","AL",915420.3879294,2439,3342,3364,3354,3394,3430
2015,"Y","AL",500819.63407371,1741,3050,3090,2977,3093,3234
2016,"Y","AL",394691.85263295,1347,3014,3021,3016,3137,3157
2017,"Y","AL",535236.77010798,1902,3097,3167,3133,3185,3197
