"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2013,"Y","SG",4092265.57515228,2962,4195,4335,4323,4429,5027
2014,"Y","SG",7169256.04068468,4128,5574,5589,5639,5764,6221
2015,"Y","SG",7099736.86105902,4527,5625,5679,5678,5766,6103
2016,"Y","SG",6145558.39023633,4093,5280,5321,5363,5461,5872
2017,"Y","SG",3307959.01280547,5196,5633,5648,5673,5770,5897
2006,"Y","SB",760993.32529116,2785,3052,3200,3143,3200,3639
2007,"Y","SB",1887767.78945778,2620,2943,2963,2992,3057,3459
2008,"Y","SB",4242768.94250478,2571,3205,3268,3290,3428,3544
2009,"Y","SB",5308964.0595288,2977,3437,3450,3490,3593,3917
2010,"Y","SB",6616019.94703263,2137,2888,2960,2968,3078,3500
2011,"Y","SB",4739791.95128772,2421,3029,3093,3100,3198,3388
2012,"Y","SB",3291393.44220732,1662,2666,2694,2718,2784,2844
2013,"Y","SB",3618849.42859221,1411,2470,2571,2563,2634,3033
2014,"Y","SB",2559264.09473439,2595,3359,3423,3428,3519,3758
2015,"Y","SB",3896746.98344154,2590,3417,3442,3448,3490,3600
2016,"Y","SB",2262498.37661142,2675,3152,3220,3218,3310,3401
2017,"Y","SB",3940523.13378213,2923,3578,3587,3605,3656,3826
2006,"Y","AL",978739.79225346,2519,2772,2858,2833,2891,2987
2007,"Y","AL",874290.27288456,1853,2908,2932,2974,3081,3127
2008,"Y","AL",817479.05474187,2780,2807,2940,2881,2954,2956
2009,"Y","AL",358269.30247122,2976,3087,3098,3125,3111,3251
2010,"Y","AL",709213.04257203,2173,2677,2707,2736,2843,2878
2011,"Y","AL",649049.30661429,2375,2660,2754,2722,2815,2889
2012,"Y","AL",350014.22500221,1252,2276,2279,2333,2450,2473
2013,"Y","AL",472732.5681819,593.6,1663,1741,1777,1899,2485
2014,"Y","AL",862394.23610163,2439,3100,3192,3159,3238,3289
2015,"Y","AL",447470.01372204,1729,2708,2727,2660,2757,2926
2016,"Y","AL",329026.8695688,1347,2461,2475,2514,2652,2686
2017,"Y","AL",479502.68572584,1902,2752,2865,2816,2901,2907
