"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211357.0500717,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13473141.7656326,5527,6156,6390,6289,6439,7414
2009,"N","MZ",17779972.8691966,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.76030958,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19056333.1805389,4324,5471,6128,6079,6723,7693
2012,"N","MZ",14061738.3585282,2577,3696,3840,3791,3967,4177
2013,"N","MZ",15228066.4092039,2680,4112,4555,4449,4905,6479
2014,"N","MZ",14005319.7714043,3461,5053,5374,5257,5563,7354
2015,"N","MZ",29855209.8938441,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19681763.8018587,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.6966163,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3587843.65593735,2760,2997,3086,3067,3127,3354
2008,"N","WH",2349050.1990246,540.8,639.8,685.3,795.7,780.3,2096
2009,"N","WH",4276118.8851822,3364,4154,4317,4279,4410,4753
2010,"N","WH",8344950.78660687,4343,4789,4878,4854,4974,5177
2011,"N","WH",1071804.09520917,776.2,1457,1682,1950,2652,3217
2012,"N","WH",11767300.8059165,3068,4230,4338,4304,4411,4497
2013,"N","WH",2510304.4847637,986.4,1768,1837,1897,2035,2745
2014,"N","WH",5648250.15068265,254.4,1333,1561,1547,1837,2609
2015,"N","WH",2445195.64111002,202.3,765.7,1528,1455,1954,2761
2016,"N","WH",11361551.6193438,3101,4513,4636,4633,4794,5083
2017,"N","WH",5667217.95541563,1010,2391,2577,2553,2835,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184722,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344743.80800585,3773,4558,4678,4596,4692,6028
2009,"N","SG",2099713.1494104,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46898898,3481,4137,4452,4369,4528,5188
2011,"N","SG",721621.18593189,3442,4101,4189,4362,4702,5769
2012,"N","SG",596277.90236808,2844,3403,3493,3456,3525,3642
2013,"N","SG",1833859.26865179,1866,2725,2860,2898,3163,4133
2014,"N","SG",2883061.8287424,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643824.43306475,4042,4977,5141,5137,5290,6063
2016,"N","SG",4102381.94455377,3966,4678,4797,4791,4942,5941
2017,"N","SG",5679224.81275149,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",139741.25566905,2256,2571,2577,2627,2763,3108
2009,"N","SB",805323.13976898,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16977666,1742,2110,2132,2169,2234,2990
2011,"N","SB",380543.88110112,2149,2507,2579,2558,2586,3163
2012,"N","SB",357816.45144069,1336,1627,1633,1647,1682,2146
2013,"N","SB",181451.59182306,1268,1545,1579,1603,1666,2157
2014,"N","SB",83446.89823458,2350,2714,2783,2784,2840,3393
2015,"N","SB",135524.19911661,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.66638981,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10432674,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94957.78907637,1431,1742,1775,1779,1871,2047
2009,"N","AL",62469.41057334,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72357602,1642,1888,1888,1935,1908,2469
2011,"N","AL",37632.76347276,1265,1576,1729,1721,1896,2015
2012,"N","AL",17601.15811329,938.1,1173,1192,1200,1252,1337
2013,"N","AL",85960.4723271,489.3,817.1,1037,955.1,1064,1519
2014,"N","AL",144794.20974138,2196,2429,2475,2464,2525,2575
2015,"N","AL",69850.56455262,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.5426897,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.6075407,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",54770799.414308,1826,9852,10160,10030,10350,11750
2007,"Y","MZ",78051378.9516801,4519,10030,10180,10140,10210,10890
2008,"Y","MZ",97121997.2591607,11960,12610,12690,12700,12850,13200
2009,"Y","MZ",104343138.078332,11030,12570,12620,12620,12750,13550
2010,"Y","MZ",79265628.2767762,2875,10180,10390,10450,10690,12360
2011,"Y","MZ",94136913.9988355,4697,11140,11330,11280,11540,11870
2012,"Y","MZ",67651213.5158479,3034,9208,9287,9193,9332,10350
2013,"Y","MZ",66191058.5622095,2792,10920,11190,11060,11360,11960
2014,"Y","MZ",72385463.8571721,3467,11050,11360,11310,11590,12600
2015,"Y","MZ",81647501.3103471,6242,12610,12750,12690,12830,13380
2016,"Y","MZ",86285312.3452736,4213,11510,11780,11770,12080,12890
2017,"Y","MZ",100006997.339169,4069,13370,13490,13430,13550,13790
2006,"Y","WH",1235428.5923064,1596,4688,4718,4691,4850,4925
2007,"Y","WH",468154.27731627,2935,3133,3133,3143,3159,3337
2008,"Y","WH",322936.12670715,3381,3914,4031,3996,4128,4148
