"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2009,"Y","WH",1012467.86914239,4218,4547,4561,4523,4563,4788
2010,"Y","WH",922990.60845747,4452,4633,4633,4744,4991,5147
2011,"Y","WH",235393.62224418,1736,4348,4664,4471,4677,4805
2012,"Y","WH",1527003.63580599,3865,4276,4334,4345,4409,4673
2013,"Y","WH",1103175.60819723,1458,4101,4140,4066,4162,4630
2014,"Y","WH",2307162.33680184,513.7,3937,4050,4066,4235,5034
2015,"Y","WH",1773443.47609044,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3833013.27418029,4230,4484,4669,4584,4679,5159
2017,"Y","WH",1522382.2891191,1010,4527,4640,4566,4680,5331
2006,"Y","SG",3989113.04798163,4342,5397,5432,5458,5587,5986
2007,"Y","SG",624222.04963752,3579,5366,5391,5385,5407,5936
2008,"Y","SG",919337.37127092,4163,5506,5580,5573,5609,6019
2009,"Y","SG",622858.96099746,5530,5981,5987,5997,6013,6300
2010,"Y","SG",749916.67646853,4246,5242,5414,5407,5555,5750
2011,"Y","SG",799738.35500277,4419,5204,5262,5274,5293,5683
2012,"Y","SG",795075.49209906,3397,5083,5139,5092,5194,5199
2013,"Y","SG",4570693.44039324,2962,4677,4822,4822,4991,5321
2014,"Y","SG",7390431.27431901,4129,5735,5778,5813,5913,6254
2015,"Y","SG",7304754.53753217,4527,5812,5847,5842,5896,6108
2016,"Y","SG",6374525.57382636,4093,5448,5613,5561,5658,5868
2017,"Y","SG",3367736.93379321,5196,5755,5767,5775,5846,5965
2006,"Y","SB",810686.53203201,2964,3312,3320,3349,3419,3696
2007,"Y","SB",1998968.6149227,2842,3118,3150,3168,3233,3541
2008,"Y","SB",4532804.02847016,2571,3467,3479,3515,3624,3681
2009,"Y","SB",5608128.79851039,3300,3637,3653,3687,3766,3979
2010,"Y","SB",7234043.3030439,2137,3107,3250,3245,3361,3604
2011,"Y","SB",4977616.5566802,2417,3175,3232,3253,3368,3445
2012,"Y","SB",3613905.7775631,1662,2924,2959,2985,3078,3349
2013,"Y","SB",4164716.55278889,1458,2892,2952,2949,3001,3423
2014,"Y","SB",2693299.17063105,2595,3544,3581,3607,3707,3858
2015,"Y","SB",4042982.51977374,2590,3550,3570,3577,3610,3763
2016,"Y","SB",2393880.37035039,2675,3365,3407,3405,3441,3560
2017,"Y","SB",4035927.93074253,2923,3672,3694,3692,3716,3836
2006,"Y","AL",1041387.65895726,2619,2949,3002,3015,3103,3127
2007,"Y","AL",913977.17087535,1853,3066,3078,3109,3171,3206
2008,"Y","AL",887987.59130268,3027,3054,3180,3129,3206,3206
2009,"Y","AL",371064.92428521,3132,3209,3214,3236,3223,3335
2010,"Y","AL",765502.29592947,2173,2841,2971,2953,2998,3148
2011,"Y","AL",692278.69005765,2564,2819,2972,2904,2984,3054
2012,"Y","AL",385960.75185222,1252,2475,2539,2573,2685,2716
2013,"Y","AL",583746.64872336,593.6,2041,2209,2194,2406,2679
2014,"Y","AL",887523.97144248,2439,3228,3288,3251,3300,3372
2015,"Y","AL",474890.66371737,1741,2899,2901,2823,2914,3084
2016,"Y","AL",353805.77825235,1347,2658,2684,2704,2831,2883
2017,"Y","AL",505076.33332413,1902,2920,2996,2957,3022,3032
