"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2010,"etac",131518064.352821,131.51806435282,331.5,474.9,539.6,539.6,655,854.2
2011,"etac",142741553.947676,142.741553947676,376.3,412.4,650.4,585.6,700.9,920.4
2012,"etac",113427122.759734,113.427122759734,252.8,386.9,426.8,465.4,618.4,894.6
2013,"etac",117532042.666797,117.532042666797,318.8,347.1,485.1,482.2,600.2,742.6
2014,"etac",132492418.284824,132.492418284824,331.9,424,559,543.6,645.5,904.2
2015,"etac",147804968.15536,147.80496815536,384.7,448.2,621.3,606.4,746.2,869.2
2016,"etac",140082542.788598,140.082542788598,325.4,522.3,572.1,574.7,654.7,951.1
2017,"etac",163404458.718673,163.404458718673,402.5,603.5,670.9,670.4,741.8,905.8
2006,"esac",77608756.0698714,77.6087560698714,235.3,302.8,316.7,318.4,335.9,463.6
2007,"esac",85307790.9310245,85.3077909310245,220.5,335.8,352.1,350,378.1,420.6
2008,"esac",87111287.6601492,87.1112876601492,245.2,343,357.3,357.4,374.8,456.9
2009,"esac",92572298.5769136,92.5722985769136,287.1,358.6,377.2,379.8,413.7,545.6
2010,"esac",76725971.2468458,76.7259712468458,192.7,295.2,322.3,314.8,338.7,460.1
2011,"esac",85450798.5749073,85.4507985749073,241.6,329,342,350.6,396.5,538.1
2012,"esac",61836512.4225657,61.8365124225657,157.3,231.3,259.1,253.7,283.8,341.4
2013,"esac",75957659.3755845,75.9576593755845,184.2,291.8,321.8,311.6,334.2,436.5
2014,"esac",75730656.9712869,75.7306569712869,243.5,289.8,306.1,310.7,328.9,491.6
2015,"esac",89864611.9013736,89.8646119013736,220.2,359.9,377.3,368.7,398.2,574.5
2016,"esac",75559028.0483466,75.5590280483466,230.4,294.8,308.5,310,323.9,463.4
2017,"esac",81668244.9223854,81.6682449223854,261.8,298.5,346.4,335.1,361,560.3
2006,"epac",49637007.6738408,49.6370076738408,0,157.1,212.4,203.7,301.5,495.8
2007,"epac",49999020.9313986,49.9990209313986,0,157.7,242.4,205.1,316.1,423.4
2008,"epac",55175037.0501897,55.1750370501897,0,111.1,255.2,226.4,342.8,587.2
2009,"epac",47767116.7771758,47.7671167771758,0,0,230.9,196,317.5,453.9
2010,"epac",54792093.0946644,54.7920930946644,0,182.4,265.2,224.8,334.5,613.7
2011,"epac",57290755.3735158,57.2907553735158,0,0,327.7,235.1,382.1,647.6
2012,"epac",51590610.3243843,51.5906103243843,0,154.2,191.8,211.7,333.3,664.8
2013,"epac",41574383.2984986,41.5743832984986,0,0,202.9,170.6,285.1,460.4
2014,"epac",56761761.3123051,56.7617613123051,0,94.7,269.1,232.9,350.7,571.7
2015,"epac",57940356.260169,57.940356260169,0,43.15,258.4,237.7,383.2,518.8
2016,"epac",64523514.7373274,64.5235147373274,0,210.3,264.8,264.7,340.3,707
2017,"epac",81736213.795578,81.736213795578,0,243.9,358.5,335.4,397.1,597.4
2006,"rofc",129838.6705959,0.1298386705959,0,0,0,0.5327,0,97.52
2007,"rofc",22919.1441102,0.0229191441102,0,0,0,0.09403,0,38.06
2008,"rofc",542732.2545555,0.5427322545555,0,0,0,2.227,0.4519,151.9
2009,"rofc",538323.3105921,0.5383233105921,0,0,0,2.209,0,148
2010,"rofc",71190.1402092,0.0711901402092,0,0,0,0.2921,0,108.1
2011,"rofc",1162524.8845665,1.1625248845665,0,0,0,4.77,0,162.3
2012,"rofc",1664141.9175234,1.6641419175234,0,4.847,6.125,6.828,8.673,86.19
2013,"rofc",197427.4545852,0.1974274545852,0,0,0,0.81,0.03846,115.5
2014,"rofc",120226.9207059,0.1202269207059,0,0,0,0.4933,0,115.3
2015,"rofc",1478478.3856767,1.4784783856767,0,0,3.978,6.066,10.61,169.3
2016,"rofc",3874805.9295372,3.8748059295372,0,0.2644,13.71,15.9,25.57,132.2
2017,"rofc",355865.8888908,0.3558658888908,0,0,0,1.46,0,320.9
