"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
2015,"precip",NA,NA,NA,NA,NA,620.523664360041,NA,NA
2016,"precip",NA,NA,NA,NA,NA,559.605731018337,NA,NA
2017,"precip",NA,NA,NA,NA,NA,795.535262431042,NA,NA
2006,"etac",127886361.487351,127.886361487351,333.5,460.9,518.9,524.7,589,787.7
2007,"etac",135813156.868553,135.813156868553,369.8,482.2,565.9,557.2,675.2,779.7
2008,"etac",143270555.650164,143.270555650164,383.2,473.6,588.4,587.8,706.1,869.6
2009,"etac",141642800.994154,141.642800994154,407.3,429,596.8,581.1,687.7,801.4
2010,"etac",132328686.202492,132.328686202492,331.5,475.2,539.6,542.9,658.8,859.6
2011,"etac",144205334.097458,144.205334097458,376.3,412.4,652.3,591.7,711,937.8
2012,"etac",114235792.816895,114.235792816895,252.8,386.9,426.8,468.7,618.8,924.3
2013,"etac",118900481.241756,118.900481241756,318.8,347.1,486.1,487.8,609.6,756
2014,"etac",133081358.606559,133.081358606559,331.9,424.1,559,546,650.2,936.7
2015,"etac",148310157.774357,148.310157774357,384.7,448.2,621.3,608.5,752.7,862.4
2016,"etac",140931853.142634,140.931853142634,325.4,522.3,576.9,578.2,662.7,952.4
2017,"etac",163231488.45803,163.23148845803,402.5,603.5,670.9,669.7,736.3,910.2
2006,"esac",77281549.5771873,77.2815495771873,235.3,302.8,314,317.1,330.1,463.6
2007,"esac",85189986.6786774,85.1899866786774,220.5,335.8,352.5,349.5,372,420.6
2008,"esac",86896259.8598511,86.8962598598511,242.9,343.6,352.1,356.5,370.3,456.9
2009,"esac",92694904.4840499,92.6949044840499,287.1,359.9,377.9,380.3,413.7,545.6
2010,"esac",76909383.5795631,76.9093835795631,192.7,295.2,324.7,315.5,339.6,460.1
2011,"esac",85494046.8397329,85.4940468397329,241.6,329.1,344,350.8,396.5,538.1
2012,"esac",61479641.2430925,61.4796412430925,157.3,231.6,258.1,252.2,278.3,341.4
2013,"esac",75697095.484206,75.697095484206,184.2,291.6,320,310.6,332.8,436.5
2014,"esac",75839149.0876185,75.8391490876185,243.5,290.2,307.1,311.2,329.3,491.6
2015,"esac",89970181.9725285,89.9701819725285,220.2,360.7,377.5,369.1,398.2,574.5
2016,"esac",75648344.1422778,75.6483441422778,230.4,295.6,309.6,310.4,324.8,463.4
2017,"esac",81368625.7116216,81.3686257116216,261.8,298.5,344.9,333.8,359.6,560.3
2006,"epac",50604811.9097958,50.6048119097958,0,157.1,212.4,207.6,301.5,496.2
2007,"epac",50623170.1868835,50.6231701868835,0,157.7,242.4,207.7,322.2,434.4
2008,"epac",56374295.7969504,56.3742957969504,0,112.7,255.2,231.3,355.9,616.6
2009,"epac",48947896.5178473,48.9478965178473,0,0,245.4,200.8,329.2,461.3
2010,"epac",55419302.6114463,55.4193026114463,0,182.4,265.2,227.4,334.7,620.1
2011,"epac",58711287.2614326,58.7112872614326,0,0,345.3,240.9,394.8,661.2
2012,"epac",52756151.5649736,52.7561515649736,0,154.3,191.8,216.5,340.9,699
2013,"epac",43203385.762488,43.203385762488,0,0,204.9,177.3,299.8,487.6
2014,"epac",57242209.5126486,57.2422095126486,0,94.7,269.9,234.9,357.1,639.5
2015,"epac",58339975.8099087,58.3399758099087,0,43.15,258.4,239.4,388.6,526.5
2016,"epac",65283508.9996605,65.2835089996605,0,210.4,269.6,267.8,348.5,710.9
2017,"epac",81862862.7391857,81.8628627391857,0,243.4,359.6,335.9,398.3,599.7
2006,"rofc",132139.7192682,0.1321397192682,0,0,0,0.5422,0,97.52
2007,"rofc",22923.2977947,0.0229232977947,0,0,0,0.09405,0,38.06
2008,"rofc",558371.6023212,0.5583716023212,0,0,0,2.291,0.4519,153.2
2009,"rofc",541851.3390708,0.5418513390708,0,0,0,2.223,0,148
2010,"rofc",70646.4386955,0.0706464386955,0,0,0,0.2899,0,118.1
2011,"rofc",1158885.3254886,1.1588853254886,0,0,0,4.755,0,171.1
2012,"rofc",1663539.8391099,1.6635398391099,0,4.847,6.125,6.825,8.673,112.9
2013,"rofc",201883.4719002,0.2018834719002,0,0,0,0.8283,0.03846,115.5
2014,"rofc",120417.6418974,0.1204176418974,0,0,0,0.4941,0,115.3
2015,"rofc",1555868.8398186,1.5558688398186,0,0,3.978,6.384,11.8,169.3
2016,"rofc",3874805.9506674,3.8748059506674,0,0.2644,13.71,15.9,25.57,132.2
2017,"rofc",365986.5695811,0.3659865695811,0,0,0,1.502,0,320.9
