"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2017,"N","AL",128959.62119073,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",57462945.8545654,1826,10490,10650,10520,10730,11850
2007,"Y","MZ",79653857.8669332,4519,10150,10350,10350,10520,11150
2008,"Y","MZ",99049134.6218621,12390,12920,12940,12950,13040,13200
2009,"Y","MZ",107965584.222848,11350,13010,13090,13060,13170,13590
2010,"Y","MZ",80854099.6460928,2875,10330,10660,10660,11000,12500
2011,"Y","MZ",95912894.9589221,4697,11380,11530,11490,11660,11890
2012,"Y","MZ",70931453.0921334,3034,9455,9548,9638,10110,10700
2013,"Y","MZ",66938982.6634145,2792,11070,11250,11190,11550,12260
2014,"Y","MZ",73231624.270519,3467,11250,11510,11440,11630,12640
2015,"Y","MZ",81945506.6054955,6242,12680,12770,12740,12890,13390
2016,"Y","MZ",88832442.3124229,4213,11720,12200,12110,12560,13220
2017,"Y","MZ",100129708.337135,4069,13400,13500,13440,13540,13790
2006,"Y","WH",1242243.20810484,1596,4717,4753,4717,4860,4935
2007,"Y","WH",468152.29294902,2935,3133,3133,3143,3159,3337
2008,"Y","WH",343035.71138502,3387,4036,4097,4240,4571,4607
2009,"Y","WH",1012608.27794637,4218,4547,4561,4524,4563,4788
2010,"Y","WH",883513.99024281,4452,4633,4633,4738,4991,5147
2011,"Y","WH",236467.03771539,1736,4416,4643,4491,4716,4848
2012,"Y","WH",1527968.56501359,3855,4306,4331,4352,4411,4693
2013,"Y","WH",1120791.00313638,1458,4152,4184,4130,4240,4687
2014,"Y","WH",2384191.3017717,510,4065,4094,4200,4405,5049
2015,"Y","WH",1773399.69399294,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3833904.37052133,4229,4483,4669,4585,4680,5160
2017,"Y","WH",1524064.07863881,1010,4527,4647,4571,4680,5335
2006,"Y","SG",4036538.65853646,4342,5466,5501,5523,5617,5985
2007,"Y","SG",638332.64863821,3579,5486,5493,5507,5502,5937
2008,"Y","SG",937367.27162442,5289,5654,5696,5685,5731,6019
2009,"Y","SG",631995.45274278,5705,6061,6084,6085,6103,6305
2010,"Y","SG",805210.71611589,4246,5364,5535,5485,5620,5820
2011,"Y","SG",804187.61398107,4619,5215,5267,5303,5334,5692
2012,"Y","SG",812788.79825124,3397,5201,5245,5193,5273,5277
2013,"Y","SG",4828220.70888789,2962,4984,5133,5094,5240,5559
2014,"Y","SG",7460583.09062463,4148,5780,5824,5869,5995,6240
2015,"Y","SG",7300168.09640505,4527,5787,5847,5838,5910,6103
2016,"Y","SG",6461027.08944723,4093,5536,5671,5637,5713,5872
2017,"Y","SG",3374786.86976925,5196,5753,5775,5788,5858,5997
2006,"Y","SB",829571.37101298,2994,3387,3397,3427,3507,3697
2007,"Y","SB",2043157.28466888,2879,3180,3196,3238,3305,3540
2008,"Y","SB",4656139.07318028,2571,3578,3582,3611,3696,3825
2009,"Y","SB",5766138.90452349,3407,3749,3762,3791,3846,3994
2010,"Y","SB",7343933.10033537,2137,3201,3248,3294,3446,3658
2011,"Y","SB",5147652.6219708,2433,3322,3359,3364,3391,3591
2012,"Y","SB",3728464.86668868,1662,3014,3050,3079,3149,3400
2013,"Y","SB",4356627.42642579,1458,2997,3060,3085,3140,3497
2014,"Y","SB",2738309.59531881,2596,3588,3659,3668,3780,3912
2015,"Y","SB",4042448.92536984,2590,3549,3583,3577,3596,3744
2016,"Y","SB",2433702.59676216,2675,3414,3472,3461,3500,3613
2017,"Y","SB",4056341.09474628,2923,3685,3724,3711,3730,3838
2006,"Y","AL",1047656.94651918,2641,2971,3024,3033,3119,3145
2007,"Y","AL",929904.43935456,1853,3130,3137,3164,3222,3238
2008,"Y","AL",917268.20909784,3122,3131,3296,3232,3319,3319
2009,"Y","AL",377606.56173057,3213,3270,3278,3293,3279,3386
2010,"Y","AL",777899.96297928,2173,2886,3037,3001,3053,3220
2011,"Y","AL",719585.52577956,2722,2944,3058,3018,3085,3098
2012,"Y","AL",395155.50237702,1252,2517,2548,2634,2800,2817
2013,"Y","AL",636121.73816649,593.6,2117,2441,2391,2672,2828
2014,"Y","AL",891047.37704769,2439,3242,3296,3264,3308,3361
2015,"Y","AL",480896.43686118,1741,2898,2941,2859,2984,3130
2016,"Y","AL",362230.17400413,1347,2710,2750,2768,2908,2948
2017,"Y","AL",509337.63786942,1902,2938,3025,2982,3042,3050
