"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","MZ",10988544.4403622,1773,2459,2588,2606,2836,5723
2007,"N","MZ",15211355.4564073,4162,4754,4948,4898,5012,6111
2008,"N","MZ",13467849.2056553,5450,6155,6390,6287,6439,7414
2009,"N","MZ",17779972.852297,4609,5436,5544,5498,5628,7701
2010,"N","MZ",9626875.75818306,2144,3294,3789,3880,4158,7040
2011,"N","MZ",19040346.8836216,4324,5433,6120,6052,6723,7693
2012,"N","MZ",14035697.3819312,2331,3695,3840,3784,3967,4177
2013,"N","MZ",15027159.1528795,2680,3969,4502,4390,4848,6272
2014,"N","MZ",13993080.8738452,3461,5053,5374,5252,5562,7354
2015,"N","MZ",29854349.2911287,5767,7570,7803,7739,7907,8533
2016,"N","MZ",19681965.6826821,3901,5429,5639,5622,5890,7415
2017,"N","MZ",28875712.841716,3435,6500,7581,7331,8190,9092
2006,"N","WH",5250678.49687617,1391,1731,1880,1812,1943,2223
2007,"N","WH",3585907.93910238,2760,2997,3086,3066,3127,3354
2008,"N","WH",2257680.7735632,540.8,639.8,676.3,764.8,757.1,2096
2009,"N","WH",4198789.30707414,3355,4124,4179,4201,4359,4753
2010,"N","WH",8354144.26040643,4343,4789,4878,4853,4972,5177
2011,"N","WH",1010303.3898567,776.2,1362,1537,1830,2438,3217
2012,"N","WH",11735337.3063166,3044,4230,4338,4292,4411,4497
2013,"N","WH",2498439.10113027,986.4,1751,1821,1888,2010,2734
2014,"N","WH",5481272.02336317,212.4,1240,1502,1501,1834,2609
2015,"N","WH",2208539.16966402,202.3,484.2,1306,1314,1930,2761
2016,"N","WH",11327579.0790278,3101,4509,4636,4621,4794,5083
2017,"N","WH",5539062.00756456,1010,2336,2506,2495,2763,3381
2006,"N","SG",3806973.92306952,3683,4369,4415,4404,4508,5597
2007,"N","SG",2223998.13184731,3366,4060,4096,3988,4129,5477
2008,"N","SG",4344743.85226497,3773,4558,4678,4596,4692,6028
2009,"N","SG",2099713.14941004,4243,5002,5049,4977,5092,6262
2010,"N","SG",816375.46898241,3481,4137,4452,4369,4528,5188
2011,"N","SG",721053.09797805,3442,4101,4189,4357,4702,5769
2012,"N","SG",596269.0431243,2844,3403,3493,3456,3525,3642
2013,"N","SG",1828323.72798111,1866,2724,2842,2890,3124,3996
2014,"N","SG",2882997.5620212,3606,4148,4767,4618,4866,6003
2015,"N","SG",4643801.23684932,4042,4977,5141,5137,5290,6063
2016,"N","SG",4106309.09665095,3966,4678,4789,4791,4931,5941
2017,"N","SG",5679224.82686601,4686,5262,5397,5372,5511,6062
2006,"N","SB",27623.66378805,2154,2518,2586,2537,2586,2611
2007,"N","SB",48637.46802636,1799,2148,2155,2162,2226,2261
2008,"N","SB",140860.43891892,2256,2569,2577,2626,2760,3108
2009,"N","SB",805323.13891767,2363,2760,2761,2759,2764,3577
2010,"N","SB",318579.16587741,1742,2110,2132,2169,2234,2990
2011,"N","SB",381435.72516999,2149,2460,2579,2550,2579,3163
2012,"N","SB",357563.62756125,1336,1627,1633,1646,1682,2146
2013,"N","SB",177217.25398659,1268,1513,1579,1565,1607,2157
2014,"N","SB",83399.40963792,2350,2714,2783,2783,2840,3393
2015,"N","SB",135515.58141942,2433,2804,2886,2874,2915,3146
2016,"N","SB",53449.66632825,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10187217,2524,3221,3344,3273,3368,3789
