"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94944.82445865,1431,1742,1775,1779,1869,2047
2009,"N","AL",62469.41058297,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72356153,1642,1888,1888,1935,1908,2469
2011,"N","AL",37456.47492831,1265,1576,1722,1713,1896,2014
2012,"N","AL",17602.38828432,938.1,1173,1192,1200,1252,1337
2013,"N","AL",73284.90113664,489.3,817.1,826,814.3,869.3,1408
2014,"N","AL",144790.81665363,2196,2429,2474,2464,2525,2575
2015,"N","AL",69810.44129775,1212,1753,1840,1821,1923,1988
2016,"N","AL",45058.54085469,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.55892639,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",45869013.9135524,1826,8215,8496,8401,8740,9658
2007,"Y","MZ",68958987.9978597,4519,8895,8943,8959,9121,9921
2008,"Y","MZ",86402252.3707166,10320,11030,11320,11300,11520,12660
2009,"Y","MZ",90357402.9211288,9677,10850,10900,10930,11040,12330
2010,"Y","MZ",64924371.3744113,2875,8318,8419,8557,8772,10600
2011,"Y","MZ",81425794.177327,4637,9427,9751,9767,10160,11370
2012,"Y","MZ",57120615.3437273,3034,7795,7902,7762,7952,8834
2013,"Y","MZ",55451053.8815869,2792,9095,9338,9269,9511,10940
2014,"Y","MZ",62503458.9695236,3467,9608,9772,9765,10040,11180
2015,"Y","MZ",76856763.4455976,6242,11830,11960,11940,12320,13330
2016,"Y","MZ",75037113.3833698,4213,9912,10100,10230,10580,12010
2017,"Y","MZ",96163114.4569516,4069,12760,12970,12910,13160,13640
2006,"Y","WH",1158146.45316207,1596,4391,4429,4398,4478,4695
2007,"Y","WH",467990.26112997,2935,3133,3134,3142,3159,3333
2008,"Y","WH",279067.2488847,2964,3354,3403,3453,3600,3739
2009,"Y","WH",1007679.00458493,4207,4498,4525,4502,4553,4776
2010,"Y","WH",936518.2983477,4430,4633,4633,4741,4947,5147
2011,"Y","WH",202993.85264247,2673,3884,3974,3992,4100,4422
2012,"Y","WH",1530643.16734902,3894,4260,4288,4315,4326,4653
2013,"Y","WH",1020911.22231966,1458,3735,3794,3741,3842,4087
2014,"Y","WH",1967999.70932505,382.2,3320,3521,3468,3648,4425
2015,"Y","WH",1757825.24787639,267.7,1598,1616,2166,2942,3307
2016,"Y","WH",3831119.29342575,4173,4462,4662,4574,4668,5153
2017,"Y","WH",1497666.05478441,1010,4439,4583,4485,4621,5316
2006,"Y","SG",3733879.88945646,4342,5071,5085,5109,5188,5881
2007,"Y","SG",583220.37892428,3579,4994,5028,5031,5050,5861
2008,"Y","SG",836552.70420993,4140,5000,5036,5071,5109,6014
2009,"Y","SG",580212.01338039,4885,5570,5605,5586,5614,6253
2010,"Y","SG",664989.08582763,4246,4774,5008,4982,5113,5414
2011,"Y","SG",748554.55605144,3888,4868,4925,4939,4995,5666
2012,"Y","SG",689505.00080904,3397,4501,4556,4509,4573,4620
2013,"Y","SG",3772880.92101249,2962,3887,3984,3987,4092,4718
2014,"Y","SG",6908134.57124787,4128,5356,5411,5433,5549,6203
2015,"Y","SG",6946341.43533138,4527,5494,5560,5555,5651,6090
2016,"Y","SG",5947214.883345,4093,5053,5191,5195,5316,5860
2017,"Y","SG",3267902.51347383,5099,5570,5581,5603,5718,5839
2006,"Y","SB",734887.90067013,2665,2946,3055,3035,3110,3572
2007,"Y","SB",1816157.14949952,2417,2828,2839,2878,2956,3317
2008,"Y","SB",3986572.58388018,2670,3001,3050,3093,3242,3321
2009,"Y","SB",5071089.55215285,2793,3275,3301,3334,3433,3813
2010,"Y","SB",6348515.79311505,2137,2745,2812,2848,2909,3377
2011,"Y","SB",4433337.58803948,2366,2802,2848,2900,3011,3292
2012,"Y","SB",3094622.33518881,1662,2524,2557,2556,2629,2647
2013,"Y","SB",3274723.56783636,1380,2236,2294,2319,2394,2839
2014,"Y","SB",2433356.92132299,2595,3183,3249,3259,3337,3715
2015,"Y","SB",3781033.30852245,2590,3306,3322,3345,3410,3523
2016,"Y","SB",2171164.80215916,2587,3006,3092,3088,3190,3258
2017,"Y","SB",3879141.31931049,2923,3514,3536,3549,3618,3823
2006,"Y","AL",966082.30829406,2462,2729,2821,2797,2860,2954
2007,"Y","AL",848832.75405711,1853,2834,2853,2888,2984,3023
2008,"Y","AL",769487.83462818,2596,2611,2740,2712,2799,2858
2009,"Y","AL",347070.58322085,2800,2993,3001,3027,3014,3149
2010,"Y","AL",689446.14455241,2173,2592,2623,2660,2771,2803
2011,"Y","AL",606828.43176093,2077,2495,2503,2545,2695,2747
2012,"Y","AL",330675.72387795,1252,2154,2156,2204,2281,2345
2013,"Y","AL",406468.14850305,593.6,1405,1494,1528,1642,2145
2014,"Y","AL",852515.5769892,2439,3075,3143,3123,3202,3244
2015,"Y","AL",426960.16523766,1728,2540,2593,2538,2610,2809
2016,"Y","AL",311392.63262637,1347,2319,2352,2380,2511,2546
2017,"Y","AL",463194.21622716,1902,2636,2779,2720,2814,2818
