"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2006,"irrigation",6896461.95,6.89646195,12.7,101.6,101.6,97.92,114.3,139.7
2007,"irrigation",7673359.05000001,7.67335905000001,25.4,88.9,88.9,86.02,88.9,165.1
2008,"irrigation",6260439.6,6.2604396,12.7,63.5,63.5,66.12,76.2,165.1
2009,"irrigation",6241785.84,6.24178584,25.4,63.5,63.5,61.02,63.5,101.6
2010,"irrigation",10035002.79,10.03500279,12.7,88.9,101.6,96.4,114.3,215.9
2011,"irrigation",4052060.73,4.05206073,12.7,38.1,38.1,39.29,38.1,152.4
2012,"irrigation",14018414.94,14.01841494,38.1,152.4,152.4,151.4,165.1,330.2
2013,"irrigation",8861164.65,8.86116465,12.7,88.9,101.6,99.37,101.6,203.2
2014,"irrigation",6793809.12,6.79380912,25.4,63.5,63.5,73.03,63.5,279.4
2015,"irrigation",8624506.49999999,8.62450649999999,12.7,88.9,88.9,86.93,101.6,177.8
2016,"irrigation",6050264.76,6.05026476,12.7,50.8,50.8,58.86,63.5,165.1
2017,"irrigation",6529410.36,6.52941036,25.4,50.8,63.5,66.56,76.2,177.8
2006,"recharge",5506968.9353544,5.5069689353544,0,0,0,22.59,16.42,254.7
2007,"recharge",18964011.3522912,18.9640113522912,0,42.02,72.35,77.81,104.1,306.5
2008,"recharge",14211753.0215238,14.2117530215238,0,0,27.73,58.31,91.58,401.2
2009,"recharge",34790206.2532794,34.7902062532794,0,88.41,114.1,142.7,237,402.8
2010,"recharge",22300283.7941904,22.3002837941904,0,64.3,76.19,91.49,109.8,372.6
2011,"recharge",18151552.1395431,18.1515521395431,0,0,10.35,74.47,164.4,398
2012,"recharge",6844522.2380523,6.8445222380523,0,0,20.4,28.08,37.14,153
2013,"recharge",4822394.8259781,4.8223948259781,0,0,0,19.79,23.76,209.3
2014,"recharge",10093573.6718454,10.0935736718454,0,0,18.24,41.41,49.72,316.3
2015,"recharge",22750359.3056763,22.7503593056763,0,19.67,66.01,93.34,152.9,406
2016,"recharge",24050767.5644967,24.0507675644967,0,69.95,90.21,98.68,105.2,427.4
2017,"recharge",55543089.2827032,55.5430892827032,34.05,199.1,225.7,227.9,258.1,497.6
2006,"precip",NA,NA,NA,NA,NA,544.442069280023,NA,NA
2007,"precip",NA,NA,NA,NA,NA,464.122009718848,NA,NA
2008,"precip",NA,NA,NA,NA,NA,602.40843250349,NA,NA
2009,"precip",NA,NA,NA,NA,NA,659.363920735266,NA,NA
2010,"precip",NA,NA,NA,NA,NA,480.34229290214,NA,NA
2011,"precip",NA,NA,NA,NA,NA,610.266387815992,NA,NA
2012,"precip",NA,NA,NA,NA,NA,345.733619495299,NA,NA
2013,"precip",NA,NA,NA,NA,NA,417.888931739127,NA,NA
2014,"precip",NA,NA,NA,NA,NA,502.168494538687,NA,NA
2015,"precip",NA,NA,NA,NA,NA,620.523664360041,NA,NA
2016,"precip",NA,NA,NA,NA,NA,559.605731018337,NA,NA
2017,"precip",NA,NA,NA,NA,NA,795.535262431042,NA,NA
2006,"etac",124221248.623931,124.221248623931,333.5,460.9,517.1,509.7,577.3,729.1
2007,"etac",132224052.37992,132.22405237992,369.8,482.2,563.7,542.5,634.2,732.7
2008,"etac",137700419.784861,137.700419784861,383.2,466.2,587,565,644,787.2
2009,"etac",137219451.051252,137.219451051252,407.3,429,595.8,563,645.7,770.4
2010,"etac",126803646.93184,126.80364693184,331.5,474.7,537,520.3,606.4,834.6
2011,"etac",135975337.530565,135.975337530565,376.3,412.4,607.1,557.9,647.7,861.6
2012,"etac",108937018.493592,108.937018493592,252.8,386.5,424.4,447,566.8,775.9
2013,"etac",111431472.366749,111.431472366749,318.8,347.1,477,457.2,538.6,678.4
2014,"etac",129074176.754498,129.074176754498,331.9,423.6,554.8,529.6,612.6,861.2
2015,"etac",145443629.649235,145.443629649235,384.7,444.6,620.5,596.7,718.7,854.5
2016,"etac",135864314.713528,135.864314713528,325.4,520.3,561,557.4,610.4,867.1
2017,"etac",160911375.408771,160.911375408771,402.5,602.8,669.2,660.2,714.9,887.1
2006,"esac",77133123.6983262,77.1331236983262,235.3,302.8,311.9,316.5,328.7,463.6
2007,"esac",85007199.0402225,85.0071990402225,220.5,335.8,351.3,348.8,369.8,420.6
2008,"esac",86442666.9611571,86.4426669611571,245.2,341.4,350.1,354.7,365.2,456.9
2009,"esac",92631921.1240257,92.6319211240257,287.1,359.5,377.2,380.1,413.7,545.6
2010,"esac",76783038.3972432,76.7830383972432,192.7,296.3,323.2,315,340.8,460.1
2011,"esac",84708362.232738,84.708362232738,241.6,321.6,334.2,347.5,396.5,538.1
2012,"esac",61997654.7639072,61.9976547639072,157.3,231.2,260.5,254.4,282.8,341.4
2013,"esac",76065862.0981527,76.0658620981527,184.2,291.8,323.3,312.1,335.1,436.5
