masterid,year,PDIV_ID,crop,volume_m3,area_m2,depth_m,system
null_geo9,1999,29526,2,115490.7324,408732.86,0.282558653465347,4
sheridan,1999,29626,2,59392.062,283280.2,0.209658857142857,4
null_geo9,1999,29817,2,116119.8072,485623.2,0.2391156,3
sheridan,1999,29875,16,133277.514,477529.48,0.279098644067797,3
null_geo9,1999,29884,2,136274.8704,971246.4,0.1403096,4
null_geo9,1999,2999,2,136274.8704,485623.2,0.2806192,4
sheridan,1999,30042,2,117933.0228,497763.78,0.236926243902439,3
sheridan,1999,30217,16,113874.8736,485623.2,0.2344928,3
null_geo9,1999,30312,-99,0,453248.32,0,-99
null_geo9,1999,30466,9,81767.3892,485623.2,0.1683766,4
null_geo9,1999,30470,25,223494.2412,971246.4,0.2301113,4
sheridan,1999,30601,2,119302.1856,493716.92,0.241641442622951,4
null_geo9,1999,30688,2,185971.7796,485623.2,0.382955800000001,4
null_geo9,1999,30797,-99,116514.5208,513951.22,0.226704,4
sheridan,1999,30863,2,208273.098,809372,0.2573274,4
null_geo9,1999,31091,2,165273.9852,497763.78,0.33203375609756,4
sheridan,1999,31459,2,131538.3072,509904.36,0.257967238095238,3
sheridan,1999,31460,2,111629.94,493716.92,0.226101639344262,4
sheridan,1999,31781,24,117057.252,501810.64,0.233270322580645,4
sheridan,1999,31930,2,127184.1228,505857.5,0.251423424,4
sheridan,1999,31978,16,11360.3508,550372.96,0.0206412352941176,6
null_geo9,1999,32030,2,93719.8104,485623.2,0.1929892,4
sheridan,1999,32208,2,55506.6,242811.6,0.2286,3
sheridan,1999,32536,2,121288.0884,526091.8,0.230546030769231,4
sheridan,1999,32874,1,207989.3976,667731.9,0.311487127272726,6
sheridan,1999,32929,2,144859.8912,424920.3,0.340911542857143,6
sheridan,1999,33013,,,,,
null_geo9,1999,33129,4,75291.6192,485623.2,0.1550416,4
sheridan,1999,33231,24,123323.3304,951012.1,0.129676187234042,4
null_geo9,1999,33596,2,69703.9548,485623.2,0.1435354,3
sheridan,1999,33769,,,,,
null_geo9,1999,33851,2,83876.64,485623.2,0.17272,3
null_geo9,1999,33967,25,106782.3636,501810.64,0.21279464516129,3
null_geo9,1999,34042,2,61476.6432,461342.04,0.133256421052631,3
sheridan,1999,34244,2,89945.3616,263045.9,0.341938707692306,6
sheridan,1999,34393,16,119647.56,477529.48,0.25055593220339,3
null_geo9,1999,34701,2,208297.7676,485623.2,0.4289298,3
sheridan,1999,34746,2,179767.3752,465388.9,0.386274365217392,4
null_geo9,1999,34939,,,,,
sheridan,1999,3504,2,106856.3724,408732.86,0.261433900990099,4
sheridan,1999,35060,2,252110.9772,485623.2,0.5191506,3
sheridan,1999,35096,2,111296.9004,602982.14,0.184577879194631,6
null_geo9,1999,35196,2,133043.1528,485623.2,0.2739644,4
sheridan,1999,3530,24,137002.6236,493716.92,0.277492918032787,3
sheridan,1999,35717,2,193508.3424,485623.2,0.398475199999999,3
sheridan,1999,35833,25,144909.2304,550372.96,0.263293411764706,6
sheridan,1999,35872,2,120362.9784,497763.78,0.241808,4
sheridan,1999,3595,24,135460.7736,493716.92,0.274369967213115,4
sheridan,1999,35961,2,159896.0124,323748.8,0.4938903,1
null_geo9,1999,36129,2,130255.488,428967.16,0.303649811320755,4
sheridan,1999,36589,24,127418.484,489670.06,0.260213553719008,-99
null_geo9,1999,3675,2,143219.3628,485623.2,0.2949194,4
sheridan,1999,36799,2,210431.688,971246.4,0.216662,4
null_geo9,1999,36802,2,355402.5924,942918.38,0.376918557939915,4
sheridan,1999,36832,,,,,
sheridan,1999,3724,2,119820.2472,497763.78,0.240717658536585,4
sheridan,1999,37325,2,199231.6896,437060.88,0.455845333333335,4
sheridan,1999,37367,2,263890.7112,813418.86,0.324422447761195,6
null_geo9,1999,37426,2,106288.9716,485623.2,0.2188718,4
null_geo9,1999,37740,2,332496.8688,756762.82,0.439368385026738,4
sheridan,1999,37865,2,216216.7092,384451.7,0.562404126315789,1
sheridan,1999,37880,24,118056.3708,501810.64,0.23526135483871,4
sheridan,1999,37899,2,252110.9772,485623.2,0.5191506,3
null_geo9,1999,37955,24,188229.048,485623.2,0.387604000000001,4
sheridan,1999,37968,4,112296.0192,987433.84,0.11372537704918,4
sheridan,1999,38070,25,186132.132,1011715,0.18397728,4
null_geo9,1999,38071,-99,141862.5348,647497.6,0.21909405,3
null_geo9,1999,38474,2,147376.1904,477529.48,0.308622915254239,3
null_geo9,1999,38632,2,173464.2924,485623.2,0.357200200000001,4
null_geo9,1999,3870,2,116045.7984,404686,0.28675584,4
sheridan,1999,39093,2,139457.2488,849840.6,0.164098514285714,4
sheridan,1999,39366,2,109051.9668,433014.02,0.251844560747664,3
sheridan,1999,39475,,,,,
null_geo9,1999,39526,2,315795.5496,983386.98,0.321131259259259,4
sheridan,1999,39547,2,205041.3804,485623.2,0.4222242,4
null_geo9,1999,39892,2,156491.6076,485623.2,0.3222498,4
null_geo9,1999,3998,2,153025.5288,485623.2,0.315112399999999,4
sheridan,1999,4011,-99,117044.9172,404686,0.28922472,-99
sheridan,1999,40161,2,193150.6332,607029,0.318190879999999,4
sheridan,1999,4022,18,182838.7404,546326.1,0.3346704,4
null_geo9,1999,40358,26,376112.7216,1448775.88,0.259607865921788,4
null_geo9,1999,40372,2,113245.7988,493716.92,0.229374491803279,3
sheridan,1999,40395,25,158193.81,534185.52,0.296140909090909,1
sheridan,1999,40527,2,114466.944,566560.4,0.202038857142857,4
null_geo9,1999,40566,2,145266.9396,578700.98,0.251023048951049,4
null_geo9,1999,40837,2,161894.25,485623.2,0.333375,3
sheridan,1999,41079,2,148659.0096,485623.2,0.306120799999999,3
sheridan,1999,41462,2,113048.442,485623.2,0.232791,3
sheridan,1999,41747,2,117303.948,485623.2,0.241554,3
sheridan,1999,4201,2,83777.9616,497763.78,0.168309073170732,4
null_geo9,1999,42183,2,145365.618,477529.48,0.304412542372881,3
sheridan,1999,42224,2,97506.594,493716.92,0.197495409836066,4
null_geo9,1999,4238,2,104759.4564,485623.2,0.2157222,4
null_geo9,1999,42499,2,141455.4864,404686,0.34954464,4
null_geo9,1999,42518,-99,0,0,0,-99
sheridan,1999,42532,16,151619.3616,501810.64,0.302145290322581,3
null_geo9,1999,42672,2,123422.0088,493716.92,0.249985967213115,4
null_geo9,1999,4268,2,224407.0164,979340.12,0.229141586776859,4
null_geo9,1999,42690,2,262731.24,987433.84,0.266075409836066,3
sheridan,1999,42956,-99,0,0,0,-99
null_geo9,1999,43124,,,,,
sheridan,1999,43222,2,123298.6608,497763.78,0.247705756097561,3
null_geo9,1999,43474,,,,,
sheridan,1999,43477,2,118155.0492,485623.2,0.2433066,4
sheridan,1999,44021,2,173747.9928,485623.2,0.357784399999999,4
sheridan,1999,44094,2,125370.9072,412779.72,0.303724235294118,1
null_geo9,1999,44330,2,262324.1916,979340.12,0.267858743801653,4
sheridan,1999,44564,46,102058.1352,566560.4,0.1801368,3
null_geo9,1999,44607,24,274819.344,951012.1,0.288976340425532,4
null_geo9,1999,44830,6,116465.1816,566560.4,0.205565828571428,4
sheridan,1999,44911,2,25397.3532,121405.8,0.2091944,1
sheridan,1999,45048,,,,,
sheridan,1999,45105,2,148017.6,991480.7,0.149289795918367,4
sheridan,1999,45187,2,62759.4624,530138.66,0.118383389312977,4
sheridan,1999,45406,,,,,
null_geo9,1999,45412,,,,,
sheridan,1999,45420,25,100849.3248,607029,0.16613632,4
null_geo9,1999,45618,,,,,
sheridan,1999,45882,2,150274.8684,465388.9,0.322902469565219,1
sheridan,1999,45981,,,,,
null_geo9,1999,46137,2,109582.3632,396592.28,0.276310530612245,4
null_geo9,1999,46242,2,166704.822,485623.2,0.343281,3
sheridan,1999,46433,24,139358.5704,501810.64,0.277712129032258,3
null_geo9,1999,46597,2,153198.216,477529.48,0.320814915254239,3
null_geo9,1999,46699,2,132068.7036,493716.92,0.267499475409836,4
sheridan,1999,46872,2,112296.0192,485623.2,0.2312416,6
null_geo9,1999,47188,5,51510.1248,485623.2,0.1060704,4
null_geo9,1999,47322,30,357931.2264,870074.9,0.411380762790697,4
sheridan,1999,47561,2,149904.8244,534185.52,0.280623818181818,3
null_geo9,1999,4766,2,224851.0692,485623.2,0.463016599999999,3
sheridan,1999,48068,2,109014.9624,485623.2,0.2244852,4
null_geo9,1999,48393,2,330695.988,971246.4,0.340486999999999,3
null_geo9,1999,48424,2,153975.3084,505857.5,0.304385472,4
sheridan,1999,48657,2,182838.7404,505857.5,0.361444032,4
null_geo9,1999,48725,-99,0,0,0,-99
null_geo9,1999,48899,2,263520.6672,708200.5,0.37209984,4
null_geo9,1999,48937,2,389150.6052,987433.84,0.394103901639345,4
null_geo9,1999,49004,5,98666.0652,517998.08,0.1904761875,4
null_geo9,1999,4914,2,122644.9164,485623.2,0.2525522,3
sheridan,1999,49340,2,165520.6812,445154.6,0.371828290909091,4
sheridan,1999,49418,2,128331.2592,453248.32,0.283137428571428,3
sheridan,1999,49677,2,164854.602,505857.5,0.32589216,6
null_geo9,1999,49700,,,,,
null_geo9,1999,49732,24,115540.0716,465388.9,0.248266226086957,4
sheridan,1999,49765,2,86306.5956,465388.9,0.185450921739131,3
sheridan,1999,50055,2,102748.884,404686,0.2538984,3
null_geo9,1999,50062,18,174155.0412,829606.3,0.209925424390244,4
sheridan,1999,50282,2,181136.538,505857.5,0.35807904,4
null_geo9,1999,50414,2,166655.4828,485623.2,0.343179400000001,3
sheridan,1999,50429,2,185441.3832,505857.5,0.366589056,4
sheridan,1999,50432,,,,,
null_geo9,1999,50517,2,127665.18,505857.5,0.2523744,3
sheridan,1999,51134,2,179335.6572,720341.08,0.24895995505618,4
sheridan,1999,51209,2,140407.0284,493716.92,0.284388393442623,4
sheridan,1999,51383,,,,,
sheridan,1999,51584,2,168024.6456,801278.28,0.209696242424242,6
sheridan,1999,51707,2,97444.92,485623.2,0.20066,4
sheridan,1999,5215,2,167888.9628,493716.92,0.34005186885246,4
null_geo9,1999,52168,2,296059.8696,890309.2,0.3325368,4
sheridan,1999,52210,24,129922.4484,501810.64,0.258907935483871,3
sheridan,1999,52338,2,212220.234,530138.66,0.40031175572519,6
null_geo9,1999,52629,10,2503.9644,485623.2,0.0051562000000001,3
null_geo9,1999,52744,-99,0,0,0,-99
sheridan,1999,52832,4,129811.4352,995527.56,0.130394926829268,4
null_geo9,1999,52980,2,189080.1492,809372,0.23361396,3
null_geo9,1999,53257,2,139814.958,485623.2,0.287909,3
sheridan,1999,53297,2,187735.656,505857.5,0.37112448,3
sheridan,1999,5333,2,172687.2,424920.3,0.406399999999999,4
null_geo9,1999,53340,2,243476.6172,809372,0.30082236,4
null_geo9,1999,5348,2,225665.166,971246.4,0.2323465,4
sheridan,1999,53552,2,149658.1284,465388.9,0.321577252173913,4
null_geo9,1999,53865,2,154370.022,485623.2,0.317881000000001,4
sheridan,1999,5391,2,136706.5884,971246.4,0.1407541,3
sheridan,1999,54068,2,112431.702,404686,0.2778252,4
null_geo9,1999,54176,2,155665.176,485623.2,0.320548000000001,3
sheridan,1999,54599,16,165372.6636,627263.3,0.263642167741936,3
null_geo9,1999,54728,2,173747.9928,485623.2,0.357784399999999,4
sheridan,1999,54974,2,145131.2568,497763.78,0.291567219512195,4
sheridan,1999,5989,2,113480.16,424920.3,0.267062857142857,6
null_geo9,1999,60169,2,209691.6,501810.64,0.417870967741934,3
sheridan,1999,6097,20,116921.5692,934824.66,0.125073558441558,6
sheridan,1999,6130,,,,,
null_geo9,1999,6134,2,302301.2784,983386.98,0.30740898765432,4
sheridan,1999,61523,2,99245.8008,437060.88,0.227076,4
sheridan,1999,6348,24,183973.542,728434.8,0.252560666666667,1
null_geo9,1999,6349,2,148239.6264,501810.64,0.295410193548387,4
null_geo9,1999,6469,2,217363.8456,485623.2,0.4475988,3
null_geo9,1999,6478,2,168493.368,971246.4,0.173482,4
sheridan,1999,65616,,,,,
sheridan,1999,6715,2,114676.6356,485623.2,0.2361438,3
null_geo9,1999,67679,,,,,
null_geo9,1999,6771,2,124285.4448,485623.2,0.2559304,3
null_geo9,1999,6829,2,152359.4496,505857.5,0.301191168,4
sheridan,1999,69668,,,,,
null_geo9,1999,69757,,,,,
sheridan,1999,6990,2,106128.6192,481576.34,0.220378084033614,6
sheridan,1999,69953,,,,,
null_geo9,1999,70217,,,,,
null_geo9,1999,70419,,,,,
sheridan,1999,71065,,,,,
sheridan,1999,71093,,,,,
sheridan,1999,7111,2,149904.8244,497763.78,0.301157268292683,4
null_geo9,1999,7122,2,276570.8856,987433.84,0.280091213114754,4
sheridan,1999,71336,,,,,
sheridan,1999,71606,,,,,
null_geo9,1999,7165,2,67619.3736,364217.4,0.185657066666667,4
null_geo9,1999,726,2,151175.3088,489670.06,0.308729652892562,4
null_geo9,1999,73066,,,,,
null_geo9,1999,73085,,,,,
sheridan,1999,74305,,,,,
sheridan,1999,7478,2,128454.6072,449201.46,0.285962810810811,4
sheridan,1999,7488,2,232523.3148,627263.3,0.370695793548388,4
sheridan,1999,76179,,,,,
null_geo9,1999,76180,,,,,
sheridan,1999,7640,2,168888.0816,493716.92,0.342075540983606,4
sheridan,1999,76583,,,,,
sheridan,1999,7911,2,137977.0728,485623.2,0.2841244,4
sheridan,1999,793,2,30886.3392,323748.8,0.0954024,1
null_geo9,1999,7974,,,,,
null_geo9,1999,79866,,,,,
sheridan,1999,80684,,,,,
sheridan,1999,8142,2,204412.3056,667731.9,0.306130036363637,4
sheridan,1999,8154,2,72429.9456,372311.12,0.194541913043478,4
sheridan,1999,81865,,,,,
sheridan,1999,84315,,,,,
null_geo9,1999,8499,24,286796.4348,971246.4,0.2952877,3
sheridan,1999,86209,,,,,
sheridan,1999,8776,,,,,
sheridan,1999,8936,2,118673.1108,497763.78,0.238413073170732,3
null_geo9,1999,9053,2,111346.2396,870074.9,0.127973469767442,4
sheridan,1999,9104,2,182838.7404,505857.5,0.361444032,4
null_geo9,1999,9181,4,87712.7628,485623.2,0.1806194,4
sheridan,1999,9280,2,110149.764,493716.92,0.223103606557377,4
sheridan,1999,9282,2,85344.4812,501810.64,0.170073483870968,4
sheridan,1999,9350,2,197603.496,485623.2,0.406908,3
null_geo9,1999,9453,2,112185.006,566560.4,0.198011142857143,4
sheridan,1999,9689,9,63709.242,485623.2,0.131191,3
null_geo9,1999,9707,2,132389.4084,505857.5,0.261713472,4
sheridan,1999,9766,4,18514.5348,465388.9,0.0397830260869566,4
null_geo9,1999,9803,2,231561.2004,501810.64,0.461452451612905,3
null_geo9,1999,9875,2,109138.3104,485623.2,0.2247392,4
sheridan,1999,9876,4,122114.52,517998.08,0.23574375,6
sheridan,2000,10125,2,348988.4964,635357.02,0.549280662420384,4
null_geo9,2000,10401,4,174253.7196,493716.92,0.352943409836065,4
sheridan,2000,10503,24,207273.9792,501810.64,0.413053161290322,4
sheridan,2000,1077,2,231943.5792,505857.5,0.458516736,4
sheridan,2000,10944,2,200403.4956,485623.2,0.412673800000001,4
sheridan,2000,11070,,,,,
sheridan,2000,1108,2,334606.1196,651544.46,0.513559602484473,4
sheridan,2000,11091,,,,,
sheridan,2000,11296,2,303226.3884,675825.62,0.448676550898203,4
null_geo9,2000,11461,2,34192.0656,526091.8,0.0649927384615384,1
sheridan,2000,11655,2,280777.0524,485623.2,0.578180200000001,4
null_geo9,2000,11884,2,397858.974,477529.48,0.833163050847459,3
sheridan,2000,12141,-99,0,0,0,-99
null_geo9,2000,12195,24,278001.7224,1052183.6,0.264214707692308,3
null_geo9,2000,12260,2,272549.7408,501810.64,0.543133935483872,3
null_geo9,2000,12396,2,231894.24,501810.64,0.462116129032257,3
null_geo9,2000,12495,2,219226.4004,485623.2,0.451434199999999,4
sheridan,2000,12627,2,251087.1888,493716.92,0.508566295081966,4
null_geo9,2000,12760,2,226220.232,396592.28,0.570411428571428,4
sheridan,2000,12879,2,357289.8168,930777.8,0.383862469565219,4
null_geo9,2000,12942,24,132204.3864,230671.02,0.57313094736842,4
sheridan,2000,12958,2,277533,598935.28,0.463378378378378,3
sheridan,2000,13049,2,243698.6436,485623.2,0.501827800000001,4
sheridan,2000,13111,2,207816.7104,501810.64,0.414134709677418,4
null_geo9,2000,13362,,,,,
sheridan,2000,13518,,,,,
sheridan,2000,13564,-99,166100.4168,505857.5,0.328354944,-99
null_geo9,2000,13595,2,207952.3932,485623.2,0.428218600000001,3
sheridan,2000,1370,2,300488.0628,607029,0.495015520000001,5
sheridan,2000,13742,2,194026.404,493716.92,0.39299213114754,4
null_geo9,2000,13827,2,338910.9648,647497.6,0.5234178,6
null_geo9,2000,13828,2,143194.6932,485623.2,0.2948686,4
sheridan,2000,14543,2,152408.7888,501810.64,0.303718451612903,3
null_geo9,2000,14585,2,172156.8036,364217.4,0.472677066666667,3
sheridan,2000,14592,,,,,
null_geo9,2000,14708,2,238937.4108,485623.2,0.4920234,4
null_geo9,2000,14756,2,240257.2344,485623.2,0.494741200000001,4
sheridan,2000,15070,2,500583.1884,534185.52,0.937098363636365,3
null_geo9,2000,15426,2,676070.388,1922258.5,0.351707115789475,3
null_geo9,2000,15444,2,192151.5144,485623.2,0.395681200000001,3
sheridan,2000,15471,2,176634.336,477529.48,0.369892881355933,6
sheridan,2000,15540,2,347224.62,574654.12,0.6042338028169,4
null_geo9,2000,15646,2,275275.7316,485623.2,0.5668518,4
sheridan,2000,160,2,24126.8688,497763.78,0.0484706341463413,4
null_geo9,2000,16141,2,524660.718,942918.38,0.556423519313306,4
sheridan,2000,16156,4,163214.0736,424920.3,0.384106057142858,4
null_geo9,2000,16274,24,199823.76,465388.9,0.429370434782608,4
null_geo9,2000,16355,2,252160.3164,955058.96,0.264026542372881,4
sheridan,2000,16394,2,235594.68,485623.2,0.485140000000001,4
sheridan,2000,16412,2,164398.2144,485623.2,0.338531200000001,3
null_geo9,2000,16445,2,143503.0632,404686,0.35460432,4
sheridan,2000,16466,-99,0,0,0,-99
null_geo9,2000,166,,,,,
sheridan,2000,16620,2,137496.0156,404686,0.33976056,3
null_geo9,2000,16672,2,342599.07,647497.6,0.52911375,4
null_geo9,2000,16675,2,222606.1356,485623.2,0.458393800000001,3
sheridan,2000,1670,,,,,
null_geo9,2000,17306,2,318287.1792,493716.92,0.644676983606556,4
sheridan,2000,17313,2,176362.9704,489670.06,0.360167801652892,6
null_geo9,2000,17457,2,516544.4196,1011715,0.510564384,4
null_geo9,2000,17481,-99,346607.88,1052183.6,0.329418461538461,-99
sheridan,2000,17534,25,197369.1348,550372.96,0.358610647058824,6
sheridan,2000,17693,2,185441.3832,505857.5,0.366589056,4
sheridan,2000,1779,2,229624.6368,505857.5,0.453932544,4
null_geo9,2000,17836,2,324787.6188,501810.64,0.647232967741934,4
sheridan,2000,17914,2,539154.108,971246.4,0.555117,4
sheridan,2000,18097,2,185441.3832,445154.6,0.416578472727272,4
sheridan,2000,18222,2,366923.2956,825559.44,0.444455176470587,4
null_geo9,2000,1823,2,281973.528,485623.2,0.580644,4
sheridan,2000,18337,18,267948.8604,485623.2,0.5517642,4
sheridan,2000,18383,9,34068.7176,526091.8,0.0647582769230768,6
null_geo9,2000,18488,24,484609.6224,979340.12,0.494833983471076,4
sheridan,2000,18519,24,244685.4276,485623.2,0.503859799999999,3
null_geo9,2000,18564,,,,,
null_geo9,2000,18823,4,162288.9636,485623.2,0.334187800000001,3
null_geo9,2000,18842,2,341575.2816,647497.6,0.5275326,4
sheridan,2000,18890,2,255120.6684,930777.8,0.274094713043478,4
sheridan,2000,18953,24,266308.332,789137.7,0.337468307692309,4
null_geo9,2000,18983,,,,,
null_geo9,2000,19002,2,158255.484,485623.2,0.325882000000001,4
sheridan,2000,19124,2,264199.0812,485623.2,0.544042600000001,4
sheridan,2000,19153,2,334223.7408,687966.2,0.485815341176472,6
null_geo9,2000,19318,2,236100.4068,493716.92,0.478211213114755,4
null_geo9,2000,1955,2,605293.3056,971246.4,0.623214400000001,4
sheridan,2000,19936,4,161252.8404,485623.2,0.332054200000001,4
null_geo9,2000,20106,2,239936.5296,505857.5,0.474317568,4
null_geo9,2000,20463,4,180791.1636,485623.2,0.372287800000001,4
sheridan,2000,20490,2,199873.0992,384451.7,0.519892547368422,1
sheridan,2000,20584,2,281381.4576,465388.9,0.604617182608695,4
null_geo9,2000,20730,2,251962.9596,485623.2,0.5188458,4
sheridan,2000,20739,2,214070.454,546326.1,0.391837333333335,4
sheridan,2000,20779,2,343413.1668,627263.3,0.547479793548388,1
sheridan,2000,20989,2,281060.7528,485623.2,0.578764399999999,3
null_geo9,2000,21095,2,204634.332,485623.2,0.421386,4
null_geo9,2000,21122,2,288325.95,493716.92,0.583991803278689,4
sheridan,2000,21255,2,258919.7868,534185.52,0.484701272727272,3
null_geo9,2000,21395,,,,,
sheridan,2000,21512,2,248842.2552,493716.92,0.504019278688525,4
null_geo9,2000,2162,2,237691.596,505857.5,0.46987968,4
sheridan,2000,2252,2,400079.238,485623.2,0.823849000000001,3
sheridan,2000,22590,2,258919.7868,1068371.04,0.242350636363636,3
sheridan,2000,22649,2,218584.9908,550372.96,0.39715888235294,6
null_geo9,2000,22651,,,,,
null_geo9,2000,22716,2,264914.4996,526091.8,0.503553046153845,3
null_geo9,2000,22872,2,312156.7836,728434.8,0.428531866666665,6
sheridan,2000,23036,2,196123.32,489670.06,0.400522314049587,4
null_geo9,2000,23064,2,202771.7772,485623.2,0.417550600000001,4
null_geo9,2000,23105,2,221977.0608,485623.2,0.457098400000001,3
null_geo9,2000,23108,2,243846.6612,465388.9,0.523964452173913,3
sheridan,2000,23308,2,188056.3608,505857.5,0.371758464,4
null_geo9,2000,23584,2,331806.12,809372,0.409956,4
sheridan,2000,2360,2,199367.3724,485623.2,0.410540200000001,3
sheridan,2000,2377,2,193286.316,501810.64,0.385178709677418,3
sheridan,2000,23770,2,258870.4476,505857.5,0.511747008,4
null_geo9,2000,23791,2,174155.0412,485623.2,0.358622599999999,4
null_geo9,2000,24275,2,208618.4724,485623.2,0.429590200000001,3
null_geo9,2000,2440,2,244833.4452,485623.2,0.504164599999999,4
sheridan,2000,24413,,,,,
sheridan,2000,24456,2,185441.3832,505857.5,0.366589056,4
null_geo9,2000,24675,2,255021.99,493716.92,0.51653606557377,4
sheridan,2000,25246,2,185441.3832,505857.5,0.366589056,4
null_geo9,2000,25266,4,191374.422,485623.2,0.394081000000001,4
null_geo9,2000,25386,2,218042.2596,485623.2,0.448995799999999,4
sheridan,2000,25422,2,274153.2648,485623.2,0.564540400000001,4
sheridan,2000,25476,24,192151.5144,501810.64,0.382917290322582,4
sheridan,2000,25652,16,233300.4072,477529.48,0.488558237288135,4
null_geo9,2000,25722,2,112431.702,360170.54,0.312163146067417,4
sheridan,2000,25805,2,188056.3608,505857.5,0.371758464,4
sheridan,2000,25860,2,233029.0416,517998.08,0.44986575,6
sheridan,2000,26036,-99,0,0,0,-99
null_geo9,2000,262,2,216673.0968,445154.6,0.486737890909091,6
null_geo9,2000,2623,,,,,
null_geo9,2000,26269,2,194236.0956,465388.9,0.417363965217392,4
sheridan,2000,26420,24,227355.0336,546326.1,0.416153599999999,3
sheridan,2000,26450,2,228946.2228,485623.2,0.4714494,4
null_geo9,2000,26461,2,194618.4744,428967.16,0.453691924528303,6
sheridan,2000,26685,2,185441.3832,566560.4,0.327311657142856,4
sheridan,2000,26692,2,333199.9524,728434.8,0.457420133333333,4
sheridan,2000,26789,4,118192.0536,485623.2,0.2433828,4
sheridan,2000,26793,2,242119.7892,441107.74,0.548891669724769,3
null_geo9,2000,26853,,,,,
null_geo9,2000,2690,2,502174.3776,983386.98,0.510659160493828,4
null_geo9,2000,27047,2,228946.2228,485623.2,0.4714494,4
null_geo9,2000,27160,,,,,
sheridan,2000,27216,,,,,
null_geo9,2000,27579,2,224320.6728,485623.2,0.4619244,4
null_geo9,2000,27778,24,225356.796,485623.2,0.464058,4
sheridan,2000,2782,-99,0,0,0,-99
sheridan,2000,27831,2,258919.7868,485623.2,0.5331714,4
null_geo9,2000,27939,26,516482.7456,1040043.02,0.496598661478601,6
sheridan,2000,27964,,,,,
sheridan,2000,2828,2,237124.1952,627263.3,0.378030658064516,1
sheridan,2000,28341,2,250211.418,505857.5,0.49462944,4
sheridan,2000,28796,16,22708.3668,477529.48,0.0475539661016948,6
sheridan,2000,29122,-99,0,0,0,-99
null_geo9,2000,29189,-99,393837.8292,910543.5,0.432531520000001,-99
sheridan,2000,29277,2,91980.6036,477529.48,0.192618101694915,4
null_geo9,2000,29316,2,175795.5696,242811.6,0.724001599999999,1
null_geo9,2000,29505,2,285525.9504,627263.3,0.455194219354839,3
null_geo9,2000,29526,2,233374.416,408732.86,0.570971881188118,4
sheridan,2000,29626,2,136163.8572,283280.2,0.4806696,4
null_geo9,2000,29817,2,104574.4344,485623.2,0.2153412,3
sheridan,2000,29875,2,249113.6208,477529.48,0.521672949152541,4
null_geo9,2000,29884,24,409737.3864,971246.4,0.421868599999999,3
null_geo9,2000,2999,4,192373.5408,485623.2,0.396138400000001,3
sheridan,2000,30042,2,257402.6064,497763.78,0.517119219512196,4
sheridan,2000,30217,16,258451.0644,485623.2,0.532206199999999,4
null_geo9,2000,30312,-99,0,0,0,-99
null_geo9,2000,30466,2,269145.336,485623.2,0.554227999999999,4
null_geo9,2000,30470,2,319421.9808,971246.4,0.3288792,4
sheridan,2000,30601,2,221977.0608,485623.2,0.457098400000001,4
null_geo9,2000,30688,2,200995.566,485623.2,0.413893000000001,4
null_geo9,2000,30797,2,222581.466,517998.08,0.4296965625,4
sheridan,2000,30863,2,355180.566,809372,0.4388358,4
null_geo9,2000,31091,2,262842.2532,505857.5,0.519598656,3
sheridan,2000,31459,2,240590.274,505857.5,0.47560992,4
sheridan,2000,31460,2,223235.2104,493716.92,0.45215331147541,4
sheridan,2000,31781,24,210678.384,501810.64,0.419837419354839,4
sheridan,2000,31930,2,127184.1228,505857.5,0.251423424,4
sheridan,2000,31978,9,39175.3248,550372.96,0.0711797647058824,4
null_geo9,2000,32030,2,173883.6756,485623.2,0.3580638,4
sheridan,2000,32208,2,64140.96,485623.2,0.13208,4
sheridan,2000,32536,4,192373.5408,526091.8,0.365666215384616,4
sheridan,2000,32874,25,385561.1784,687966.2,0.560437552941176,6
sheridan,2000,32929,2,189696.8892,424920.3,0.446430400000001,3
sheridan,2000,33013,,,,,
null_geo9,2000,33129,17,267948.8604,485623.2,0.5517642,4
sheridan,2000,33231,2,387251.046,951012.1,0.407199829787234,4
null_geo9,2000,33596,2,278630.7972,971246.4,0.2868803,4
sheridan,2000,33769,,,,,
null_geo9,2000,33851,2,265198.2,485623.2,0.546100000000001,4
null_geo9,2000,33967,2,184466.934,501810.64,0.367603548387096,4
null_geo9,2000,34042,2,184676.6256,453248.32,0.407452285714284,4
sheridan,2000,34244,2,91980.6036,263045.9,0.349675938461539,6
sheridan,2000,34393,-99,0,0,0,-99
null_geo9,2000,34701,2,298132.116,485623.2,0.613918000000001,3
sheridan,2000,34746,2,190918.0344,465388.9,0.410234295652174,4
null_geo9,2000,34939,,,,,
sheridan,2000,3504,2,174377.0676,339936.24,0.512971142857143,4
sheridan,2000,35060,2,254836.968,485623.2,0.524764000000001,4
sheridan,2000,35096,2,249755.0304,546326.1,0.457154844444444,6
null_geo9,2000,35196,2,176819.358,485623.2,0.364108999999999,4
sheridan,2000,3530,24,232671.3324,493716.92,0.471265770491804,3
sheridan,2000,35717,2,185700.414,505857.5,0.36710112,3
sheridan,2000,35833,25,197369.1348,550372.96,0.358610647058824,6
sheridan,2000,35872,2,211554.1548,497763.78,0.425010146341464,4
sheridan,2000,3595,24,192151.5144,493716.92,0.38919462295082,4
sheridan,2000,35961,2,185330.37,323748.8,0.5724525,1
null_geo9,2000,36129,2,240146.2212,428967.16,0.559825584905661,3
