masterid,year,PDIV_ID,crop,volume_m3,area_m2,depth_m,system
null_geo9,2006,34939,,,,,
sheridan,2006,3504,2,173920.68,485623.2,0.35814,4
sheridan,2006,35060,2,244340.0532,566560.4,0.431270228571428,6
sheridan,2006,35096,2,112925.094,489670.06,0.23061520661157,4
null_geo9,2006,35196,2,210740.058,485623.2,0.433959,4
sheridan,2006,3530,24,238567.3668,493716.92,0.48320793442623,3
sheridan,2006,35717,2,276299.52,526091.8,0.525193846153845,4
sheridan,2006,35833,2,49968.2748,517998.08,0.0964644375,6
sheridan,2006,35872,4,132229.056,497763.78,0.265646829268293,4
sheridan,2006,3595,24,74132.148,493716.92,0.150151475409836,4
sheridan,2006,35961,2,65411.4444,323748.8,0.2020443,6
null_geo9,2006,36129,2,168296.0112,428967.16,0.392329358490565,4
sheridan,2006,36589,2,170269.5792,485623.2,0.350621599999999,4
null_geo9,2006,3675,2,297268.68,485623.2,0.612139999999999,4
sheridan,2006,36799,24,419568.222,1011715,0.41471088,4
null_geo9,2006,36802,2,557631.6384,942918.38,0.591390489270385,4
sheridan,2006,36832,,,,,
sheridan,2006,3724,2,131982.36,497763.78,0.265151219512195,4
sheridan,2006,37325,2,170799.9756,437060.88,0.390793111111111,4
sheridan,2006,37367,2,361039.596,708200.5,0.509799771428572,4
null_geo9,2006,37426,2,271365.6,485623.2,0.558799999999999,4
null_geo9,2006,37740,2,602727.6672,1129073.94,0.53382606451613,4
sheridan,2006,37865,2,242847.5424,497763.78,0.487878243902438,4
sheridan,2006,37880,24,197591.1612,501810.64,0.39375735483871,4
sheridan,2006,37899,2,248842.2552,566560.4,0.4392168,6
null_geo9,2006,37955,2,159896.0124,485623.2,0.3292602,4
sheridan,2006,37968,2,232079.262,485623.2,0.477901000000001,4
sheridan,2006,38070,25,163411.4304,1011715,0.161519616,4
null_geo9,2006,38071,18,471707.4216,1092652.2,0.431709688888889,4
null_geo9,2006,38474,25,156627.2904,485623.2,0.322529200000001,4
null_geo9,2006,38632,2,167617.5972,485623.2,0.345160600000001,4
null_geo9,2006,3870,2,203117.1516,364217.4,0.557682400000001,4
sheridan,2006,39093,26,234213.1824,849840.6,0.275597257142857,4
sheridan,2006,39366,2,103612.32,485623.2,0.21336,4
sheridan,2006,39475,,,,,
null_geo9,2006,39526,2,583436.04,983386.98,0.593293827160494,4
sheridan,2006,39547,2,156713.634,505857.5,0.30979872,6
null_geo9,2006,39892,2,168838.7424,485623.2,0.347675200000001,4
null_geo9,2006,3998,2,196234.3332,485623.2,0.4040886,4
sheridan,2006,4011,3,90044.04,404686,0.222504,4
sheridan,2006,40161,24,199823.76,485623.2,0.41148,4
sheridan,2006,4022,2,42468.7164,453248.32,0.0936987857142856,4
null_geo9,2006,40358,26,535330.32,1448775.88,0.369506145251398,4
null_geo9,2006,40372,2,238061.64,493716.92,0.482183606557376,4
sheridan,2006,40395,23,141850.2,477529.48,0.297050847457627,4
sheridan,2006,40527,2,53039.64,416826.58,0.127246601941748,4
null_geo9,2006,40566,2,215859,574654.12,0.3756338028169,4
null_geo9,2006,40837,2,235940.0544,485623.2,0.4858512,4
sheridan,2006,41079,24,198417.5928,485623.2,0.4085844,3
sheridan,2006,41462,2,226540.9368,485623.2,0.4664964,4
sheridan,2006,41747,16,119721.5688,485623.2,0.2465324,4
sheridan,2006,4201,2,112925.094,485623.2,0.232537,4
null_geo9,2006,42183,4,160352.4,485623.2,0.330199999999999,4
sheridan,2006,42224,2,104845.8,485623.2,0.2159,3
null_geo9,2006,4238,2,108546.24,445154.6,0.24384,4
null_geo9,2006,42499,2,184651.956,445154.6,0.414805090909091,4
null_geo9,2006,42518,4,0,0,0,1
sheridan,2006,42532,24,163645.7916,501810.64,0.326111419354839,4
null_geo9,2006,42672,2,190881.03,485623.2,0.393064999999999,4
null_geo9,2006,4268,16,525881.8632,979340.12,0.536976991735536,4
null_geo9,2006,42690,2,405814.92,1003621.28,0.404351612903227,4
sheridan,2006,42956,2,374977.92,995527.56,0.376663414634147,4
null_geo9,2006,43124,,,,,
sheridan,2006,43222,4,172218.4776,485623.2,0.3546348,4
null_geo9,2006,43474,,,,,
sheridan,2006,43477,2,171453.72,505857.5,0.3389376,4
sheridan,2006,44021,,,,,
sheridan,2006,44094,2,300969.12,526091.8,0.572086153846155,3
null_geo9,2006,44330,1,352269.5532,987433.84,0.356753409836065,4
sheridan,2006,44564,2,169393.8084,485623.2,0.348818200000001,4
null_geo9,2006,44607,4,384845.76,870074.9,0.44231441860465,4
null_geo9,2006,44830,2,254380.5804,611075.86,0.41628413245033,4
sheridan,2006,44911,2,51645.8076,121405.8,0.425399200000001,1
sheridan,2006,45048,,,,,
sheridan,2006,45105,2,157885.44,991480.7,0.159242448979592,4
sheridan,2006,45187,4,170220.24,505857.5,0.3364992,3
sheridan,2006,45406,,,,,
null_geo9,2006,45412,,,,,
sheridan,2006,45420,2,118414.08,428967.16,0.276045283018868,4
null_geo9,2006,45618,,,,,
sheridan,2006,45882,2,216697.7664,550372.96,0.39372988235294,4
sheridan,2006,45981,,,,,
null_geo9,2006,46137,2,186625.524,388498.56,0.480377500000001,4
null_geo9,2006,46242,2,259437.8484,501810.64,0.517004709677418,4
sheridan,2006,46433,24,233547.1032,501810.64,0.465409935483872,4
null_geo9,2006,46597,2,213404.3748,485623.2,0.4394454,4
null_geo9,2006,46699,24,208273.098,493716.92,0.421848196721311,4
sheridan,2006,46872,2,177621.12,517998.08,0.3429,4
null_geo9,2006,47188,17,133215.84,364217.4,0.36576,4
null_geo9,2006,47322,2,399647.52,870074.9,0.459326511627908,4
sheridan,2006,47561,2,164052.84,485623.2,0.337819999999999,3
null_geo9,2006,4766,2,189832.572,485623.2,0.390906,4
sheridan,2006,48068,2,170220.24,526091.8,0.323556923076923,4
null_geo9,2006,48393,2,453920.64,971246.4,0.467359999999999,4
null_geo9,2006,48424,2,279999.96,505857.5,0.5535168,4
sheridan,2006,48657,16,123681.0396,485623.2,0.2546858,4
null_geo9,2006,48725,15,176387.64,485623.2,0.363220000000001,4
null_geo9,2006,48899,2,259684.5444,708200.5,0.366683108571428,4
null_geo9,2006,48937,2,573987.5832,971246.4,0.590981800000001,4
null_geo9,2006,49004,16,43776.2052,485623.2,0.0901446,4
null_geo9,2006,4914,2,202290.72,485623.2,0.416560000000001,4
sheridan,2006,49340,4,209864.2872,465388.9,0.450944973913045,4
sheridan,2006,49418,4,213392.04,445154.6,0.479367272727272,4
sheridan,2006,49677,24,203807.9004,505857.5,0.402896832,6
null_geo9,2006,49700,,,,,
null_geo9,2006,49732,27,199133.0112,465388.9,0.427886191304347,4
sheridan,2006,49765,1,119240.5116,222577.3,0.535727563636363,4
sheridan,2006,50055,17,101256.3732,485623.2,0.2085086,4
null_geo9,2006,50062,24,259030.8,485623.2,0.5334,4
sheridan,2006,50282,16,46329.5088,485623.2,0.0954024,4
null_geo9,2006,50414,2,223666.9284,485623.2,0.460578199999999,4
sheridan,2006,50429,16,44972.6808,485623.2,0.0926083999999999,4
sheridan,2006,50432,,,,,
null_geo9,2006,50517,2,224073.9768,445154.6,0.503363345454547,4
sheridan,2006,51134,24,268898.64,728434.8,0.369146666666666,3
sheridan,2006,51209,4,70308.36,485623.2,0.14478,4
sheridan,2006,51383,,,,,
sheridan,2006,51584,16,277533,801278.28,0.346363636363637,6
sheridan,2006,51707,2,123348,485623.2,0.254,4
sheridan,2006,5215,2,231092.478,489670.06,0.471936198347108,4
null_geo9,2006,52168,2,537797.28,890309.2,0.604058181818181,4
sheridan,2006,52210,24,197356.8,501810.64,0.393290322580645,3
sheridan,2006,52338,2,31342.7268,485623.2,0.0645414,4
null_geo9,2006,52629,2,213614.0664,485623.2,0.439877200000001,4
null_geo9,2006,52744,-99,0,0,0,-99
sheridan,2006,52832,2,179175.3048,995527.56,0.179980682926829,4
null_geo9,2006,52980,2,255330.36,485623.2,0.52578,4
null_geo9,2006,53257,2,206114.508,485623.2,0.424434,4
sheridan,2006,53297,2,175598.2128,485623.2,0.361594399999999,4
sheridan,2006,5333,2,240528.6,424920.3,0.566057142857144,4
null_geo9,2006,53340,2,325638.72,809372,0.402336,4
null_geo9,2006,5348,44,255515.382,942918.38,0.270984206008584,4
sheridan,2006,53552,2,35980.6116,283280.2,0.127014514285714,4
null_geo9,2006,53865,2,245462.52,477529.48,0.514027118644067,4
sheridan,2006,5391,2,250260.7572,485623.2,0.5153406,4
sheridan,2006,54068,2,35425.5456,445154.6,0.0795805090909091,4
null_geo9,2006,54176,2,249249.3036,489670.06,0.509016,4
sheridan,2006,54599,4,162399.9768,517998.08,0.313515375,4
null_geo9,2006,54728,2,300426.3888,485623.2,0.618642400000001,4
sheridan,2006,54974,2,235483.6668,497763.78,0.473084292682926,4
sheridan,2006,5989,2,220792.92,481576.34,0.458480672268908,4
null_geo9,2006,60169,2,187488.96,449201.46,0.417383783783784,4
sheridan,2006,6097,22,335506.56,938871.52,0.357351724137932,4
sheridan,2006,6130,,,,,
null_geo9,2006,6134,2,571224.588,983386.98,0.580876049382717,4
sheridan,2006,61523,23,165730.3728,445154.6,0.372299345454547,4
sheridan,2006,6348,-99,0,0,0,-99
null_geo9,2006,6349,2,192595.5672,493716.92,0.390094032786885,4
null_geo9,2006,6469,2,254096.88,485623.2,0.523240000000001,4
null_geo9,2006,6478,,,,,
sheridan,2006,65616,23,125555.9292,558466.68,0.224823130434783,4
sheridan,2006,6715,2,109446.6804,485623.2,0.2253742,4
null_geo9,2006,67679,15,9189.426,28328.02,0.324394285714284,6
null_geo9,2006,6771,2,187945.3476,485623.2,0.3870198,4
null_geo9,2006,6829,2,236828.16,505857.5,0.4681728,4
sheridan,2006,69668,4,114713.64,489670.06,0.234267768595041,4
null_geo9,2006,69757,2,215859,505857.5,0.42672,4
sheridan,2006,6990,2,173636.9796,505857.5,0.343253568,4
sheridan,2006,69953,2,269922.4284,485623.2,0.555828199999999,4
null_geo9,2006,70217,,,,,
null_geo9,2006,70419,2,272599.08,505857.5,0.5388864,4
sheridan,2006,71065,24,134449.32,485623.2,0.27686,4
sheridan,2006,71093,,,,,
sheridan,2006,7111,2,233127.72,497763.78,0.468351219512196,4
null_geo9,2006,7122,16,490184.952,987433.84,0.496424262295081,4
sheridan,2006,71336,,,,,
sheridan,2006,71606,2,186255.48,485623.2,0.383539999999999,4
null_geo9,2006,7165,16,90364.7448,485623.2,0.1860804,4
null_geo9,2006,726,2,250088.07,493716.92,0.50654262295082,4
null_geo9,2006,73066,,,,,
null_geo9,2006,73085,2,241762.08,971246.4,0.24892,4
sheridan,2006,74305,,,,,
sheridan,2006,7478,2,145834.3404,445154.6,0.327604581818181,4
sheridan,2006,7488,2,198960.324,497763.78,0.399709268292683,4
sheridan,2006,76179,,,,,
null_geo9,2006,76180,,,,,
sheridan,2006,7640,2,242847.5424,497763.78,0.487878243902438,4
sheridan,2006,76583,,,,,
sheridan,2006,7911,16,180433.4544,485623.2,0.3715512,4
sheridan,2006,793,,,,,
null_geo9,2006,7974,,,,,
null_geo9,2006,79866,,,,,
sheridan,2006,80684,,,,,
sheridan,2006,8142,2,244229.04,647497.6,0.37719,4
sheridan,2006,8154,,,,,
sheridan,2006,81865,,,,,
sheridan,2006,84315,,,,,
null_geo9,2006,8499,24,354008.76,971246.4,0.364489999999999,3
sheridan,2006,86209,,,,,
sheridan,2006,8776,,,,,
sheridan,2006,8936,2,208458.12,497763.78,0.41879024390244,4
null_geo9,2006,9053,2,419383.2,861981.18,0.486535211267606,4
sheridan,2006,9104,16,74008.8,485623.2,0.1524,4
null_geo9,2006,9181,2,165496.0116,485623.2,0.340791799999999,4
sheridan,2006,9280,2,186872.22,574654.12,0.325191549295773,4
sheridan,2006,9282,24,177423.7632,501810.64,0.353568,4
sheridan,2006,9350,2,299735.64,526091.8,0.569741538461539,4
null_geo9,2006,9453,5,241096.0008,497763.78,0.484359414634146,4
sheridan,2006,9689,2,197825.5224,485623.2,0.4073652,6
null_geo9,2006,9707,24,89945.3616,493716.92,0.182180459016393,4
sheridan,2006,9766,16,99911.88,445154.6,0.224443636363636,4
null_geo9,2006,9803,2,226960.32,542279.24,0.418531343283582,4
null_geo9,2006,9875,2,230081.0244,485623.2,0.473786200000001,4
sheridan,2006,9876,2,166519.8,445154.6,0.374072727272728,4
sheridan,2007,10125,2,190301.2944,489670.06,0.388632595041322,4
null_geo9,2007,10401,2,123348,493716.92,0.24983606557377,4
sheridan,2007,10503,24,202907.46,501810.64,0.404351612903227,4
sheridan,2007,1077,2,143083.68,485623.2,0.29464,4
sheridan,2007,10944,2,204992.0412,485623.2,0.422122600000001,3
sheridan,2007,11070,,,,,
sheridan,2007,1108,2,235594.68,534185.52,0.441036363636365,4
sheridan,2007,11091,,,,,
sheridan,2007,11296,2,241762.08,526091.8,0.459544615384616,4
null_geo9,2007,11461,2,79078.4028,222577.3,0.355285963636363,1
sheridan,2007,11655,2,236828.16,485623.2,0.48768,4
null_geo9,2007,11884,2,232770.0108,485623.2,0.479323399999999,4
sheridan,2007,12141,-99,0,0,0,-99
null_geo9,2007,12195,30,185466.0528,1052183.6,0.176268184615385,3
null_geo9,2007,12260,2,202290.72,501810.64,0.403122580645161,4
null_geo9,2007,12396,2,219559.44,485623.2,0.452119999999999,4
null_geo9,2007,12495,2,209691.6,477529.48,0.439118644067795,3
sheridan,2007,12627,2,212861.6436,485623.2,0.438327799999999,3
null_geo9,2007,12760,2,112246.68,396592.28,0.283028571428572,4
sheridan,2007,12879,2,348248.4084,930777.8,0.374148626086955,4
null_geo9,2007,12942,24,163263.4128,242811.6,0.6723888,4
sheridan,2007,12958,2,165286.32,526091.8,0.314178461538461,4
sheridan,2007,13049,2,210925.08,485623.2,0.43434,4
sheridan,2007,13111,2,198417.5928,485623.2,0.4085844,4
null_geo9,2007,13362,,,,,
sheridan,2007,13518,,,,,
sheridan,2007,13564,24,138149.76,485623.2,0.28448,4
null_geo9,2007,13595,2,191189.4,485623.2,0.393700000000001,3
sheridan,2007,1370,2,203955.918,607029,0.335991199999999,5
sheridan,2007,13742,2,114960.336,501810.64,0.229091612903226,4
null_geo9,2007,13827,,,,,
null_geo9,2007,13828,4,111013.2,485623.2,0.2286,4
sheridan,2007,14543,2,194729.4876,485623.2,0.400989799999999,3
null_geo9,2007,14585,2,155418.48,364217.4,0.42672,4
sheridan,2007,14592,,,,,
null_geo9,2007,14708,2,183788.52,485623.2,0.378460000000001,4
null_geo9,2007,14756,2,175154.16,477529.48,0.366793220338982,4
sheridan,2007,15070,2,328105.68,1084558.48,0.302525373134328,3
null_geo9,2007,15426,2,643876.56,1902024.2,0.338522553191489,3
null_geo9,2007,15444,2,158415.8364,485623.2,0.3262122,4
sheridan,2007,15471,2,222026.4,477529.48,0.464949152542373,4
sheridan,2007,15540,2,253467.8052,509904.36,0.497090095238097,4
null_geo9,2007,15646,2,199823.76,485623.2,0.41148,4
sheridan,2007,160,2,209025.5208,497763.78,0.419930146341463,4
null_geo9,2007,16141,2,471238.6992,942918.38,0.499767347639487,4
sheridan,2007,16156,2,151335.6612,445154.6,0.339962836363637,3
null_geo9,2007,16274,24,149251.08,465388.9,0.320702608695653,4
null_geo9,2007,16355,2,240750.6264,971246.4,0.2478786,4
sheridan,2007,16394,2,176387.64,489670.06,0.360218181818181,4
sheridan,2007,16412,16,112246.68,485623.2,0.23114,4
null_geo9,2007,16445,25,2516.2992,404686,0.00621792,4
sheridan,2007,16466,2,197356.8,485623.2,0.406399999999999,4
null_geo9,2007,166,,,,,
sheridan,2007,16620,2,199823.76,485623.2,0.41148,4
null_geo9,2007,16672,2,310096.872,667731.9,0.464404363636363,4
null_geo9,2007,16675,2,185786.7576,485623.2,0.382574800000001,3
sheridan,2007,1670,,,,,
null_geo9,2007,17306,2,195901.2936,493716.92,0.396789639344261,4
sheridan,2007,17313,2,124581.48,485623.2,0.25654,3
null_geo9,2007,17457,2,352775.28,1011715,0.3486912,4
null_geo9,2007,17481,25,304669.56,1092652.2,0.278835555555556,4
sheridan,2007,17534,2,150484.56,517998.08,0.2905125,6
sheridan,2007,17693,16,168986.76,485623.2,0.347980000000001,4
sheridan,2007,1779,2,255330.36,497763.78,0.512956097560975,4
null_geo9,2007,17836,1,238061.64,501810.64,0.474406451612905,4
sheridan,2007,17914,2,383020.2096,687966.2,0.556744094117648,4
sheridan,2007,18097,4,179853.7188,445154.6,0.404026254545453,4
sheridan,2007,18222,2,306902.1588,809372,0.37918644,4
null_geo9,2007,1823,2,231894.24,485623.2,0.477520000000001,4
sheridan,2007,18337,2,240836.97,505857.5,0.4760976,4
sheridan,2007,18383,2,133548.8796,477529.48,0.279666915254237,4
null_geo9,2007,18488,2,477171.738,987433.84,0.483245409836065,4
sheridan,2007,18519,24,155418.48,485623.2,0.32004,4
null_geo9,2007,18564,,,,,
null_geo9,2007,18823,2,126394.6956,485623.2,0.2602738,4
null_geo9,2007,18842,2,310096.872,667731.9,0.464404363636363,4
sheridan,2007,18890,2,132685.4436,465388.9,0.285107269565217,4
sheridan,2007,18953,16,197356.8,776997.12,0.254,4
null_geo9,2007,18983,,,,,
null_geo9,2007,19002,2,94028.1804,453248.32,0.2074545,4
sheridan,2007,19124,2,233127.72,485623.2,0.48006,4
sheridan,2007,19153,16,172440.504,566560.4,0.304364571428572,6
null_geo9,2007,19318,24,205695.1248,485623.2,0.423570400000001,4
null_geo9,2007,1955,2,312070.44,971246.4,0.321310000000001,4
sheridan,2007,19936,24,166519.8,485623.2,0.3429,4
null_geo9,2007,20106,2,212429.9256,489670.06,0.433823603305786,3
null_geo9,2007,20463,2,166482.7956,485623.2,0.3428238,4
sheridan,2007,20490,2,282466.92,404686,0.697992,6
sheridan,2007,20584,2,213392.04,465388.9,0.458525217391305,3
null_geo9,2007,20730,2,157503.0612,485623.2,0.324332599999999,4
sheridan,2007,20739,2,248632.5636,566560.4,0.438846685714284,4
sheridan,2007,20779,25,284933.88,485623.2,0.58674,4
sheridan,2007,20989,2,189955.92,505857.5,0.3755136,3
null_geo9,2007,21095,2,178854.6,485623.2,0.368299999999999,4
null_geo9,2007,21122,2,186625.524,493716.92,0.378001967213115,4
sheridan,2007,21255,2,188722.44,485623.2,0.38862,3
null_geo9,2007,21395,,,,,
sheridan,2007,21512,2,187488.96,485623.2,0.386080000000001,3
null_geo9,2007,2162,2,224629.0428,505857.5,0.444057024,4
sheridan,2007,2252,2,233843.1384,477529.48,0.489694779661018,4
sheridan,2007,22590,2,259030.8,857934.32,0.301924528301887,3
sheridan,2007,22649,2,194889.84,517998.08,0.3762375,6
null_geo9,2007,22651,,,,,
null_geo9,2007,22716,4,135682.8,526091.8,0.257907692307692,3
null_geo9,2007,22872,2,242699.5248,485623.2,0.499770400000001,4
sheridan,2007,23036,2,178854.6,489670.06,0.365256198347109,4
null_geo9,2007,23064,2,109779.72,485623.2,0.22606,4
null_geo9,2007,23105,2,183788.52,485623.2,0.378460000000001,3
null_geo9,2007,23108,2,192373.5408,465388.9,0.413361808695653,3
sheridan,2007,23308,2,177855.4812,485623.2,0.366242599999999,4
null_geo9,2007,23584,26,213392.04,809372,0.263652,4
sheridan,2007,2360,2,225726.84,485623.2,0.46482,4
sheridan,2007,2377,2,199823.76,485623.2,0.41148,3
sheridan,2007,23770,2,233127.72,485623.2,0.48006,4
null_geo9,2007,23791,2,187488.96,485623.2,0.386080000000001,4
null_geo9,2007,24275,2,241762.08,485623.2,0.497839999999999,4
null_geo9,2007,2440,2,226442.2584,497763.78,0.454920195121951,4
sheridan,2007,24413,,,,,
sheridan,2007,24456,2,198590.28,485623.2,0.408940000000001,4
null_geo9,2007,24675,2,211258.1196,493716.92,0.427894229508196,4
sheridan,2007,25246,2,178854.6,485623.2,0.368299999999999,4
null_geo9,2007,25266,2,191189.4,485623.2,0.393700000000001,4
null_geo9,2007,25386,2,187488.96,485623.2,0.386080000000001,4
sheridan,2007,25422,2,244229.04,485623.2,0.50292,4
sheridan,2007,25476,24,118414.08,501810.64,0.235974193548387,4
sheridan,2007,25652,2,218325.96,485623.2,0.44958,4
null_geo9,2007,25722,25,83814.966,343983.1,0.243660705882353,4
sheridan,2007,25805,2,197356.8,485623.2,0.406399999999999,4
sheridan,2007,25860,2,135682.8,485623.2,0.2794,4
sheridan,2007,26036,21,263964.72,995527.56,0.265151219512195,4
null_geo9,2007,262,2,215488.956,485623.2,0.443737999999999,1
null_geo9,2007,2623,,,,,
null_geo9,2007,26269,25,107312.76,477529.48,0.224725423728813,4
sheridan,2007,26420,2,225726.84,546326.1,0.413173333333335,4
sheridan,2007,26450,33,203524.2,833653.16,0.244135922330097,4
null_geo9,2007,26461,2,109779.72,428967.16,0.255916981132076,6
sheridan,2007,26685,2,176720.6796,485623.2,0.363905800000001,4
sheridan,2007,26692,2,286167.36,728434.8,0.392853333333334,4
sheridan,2007,26789,2,213392.04,485623.2,0.439420000000001,4
sheridan,2007,26793,2,138149.76,485623.2,0.28448,3
null_geo9,2007,26853,,,,,
null_geo9,2007,2690,2,510660.72,983386.98,0.519288888888888,4
null_geo9,2007,27047,2,193656.36,485623.2,0.398779999999999,4
null_geo9,2007,27160,,,,,
sheridan,2007,27216,,,,,
null_geo9,2007,27579,2,180088.08,465388.9,0.386963478260868,4
null_geo9,2007,27778,47,174512.7504,971246.4,0.1796796,4
sheridan,2007,2782,,,,,
sheridan,2007,27831,9,157885.44,485623.2,0.325120000000001,4
null_geo9,2007,27939,2,222026.4,505857.5,0.438912,4
sheridan,2007,27964,,,,,
sheridan,2007,2828,2,236828.16,497763.78,0.475785365853659,4
sheridan,2007,28341,2,233349.7464,505857.5,0.461296512,4
sheridan,2007,28796,2,162399.9768,526091.8,0.308692061538461,4
sheridan,2007,29122,1,193656.36,489670.06,0.39548429752066,4
null_geo9,2007,29189,-99,374755.8936,870074.9,0.430717841860466,-99
sheridan,2007,29277,2,151039.626,477529.48,0.316294576271187,4
null_geo9,2007,29316,-99,0,0,0,-99
null_geo9,2007,29505,2,257797.32,627263.3,0.410988387096773,4
null_geo9,2007,29526,2,183973.542,408732.86,0.450108118811882,4
sheridan,2007,29626,2,106079.28,283280.2,0.374468571428572,4
null_geo9,2007,29817,2,212158.56,485623.2,0.436879999999999,4
sheridan,2007,29875,16,233127.72,477529.48,0.488196610169492,4
null_geo9,2007,29884,2,423083.64,987433.84,0.428468852459016,4
null_geo9,2007,2999,2,211307.4588,485623.2,0.435127399999999,4
sheridan,2007,30042,18,244229.04,497763.78,0.490653658536587,4
sheridan,2007,30217,2,223259.88,485623.2,0.459739999999999,4
null_geo9,2007,30312,-99,0,0,0,-99
null_geo9,2007,30466,2,234361.2,485623.2,0.482599999999999,4
null_geo9,2007,30470,25,203524.2,971246.4,0.20955,4
sheridan,2007,30601,2,202290.72,485623.2,0.416560000000001,4
null_geo9,2007,30688,2,149251.08,485623.2,0.307339999999999,4
null_geo9,2007,30797,2,199823.76,485623.2,0.41148,4
sheridan,2007,30863,2,319471.32,809372,0.394716,4
null_geo9,2007,31091,2,214625.52,505857.5,0.4242816,3
sheridan,2007,31459,,,,,
sheridan,2007,31460,2,181580.5908,574654.12,0.315983154929577,4
sheridan,2007,31781,24,239295.12,501810.64,0.476864516129033,4
sheridan,2007,31930,2,99911.88,485623.2,0.20574,4
sheridan,2007,31978,2,100503.9504,550372.96,0.18261105882353,4
null_geo9,2007,32030,2,168986.76,485623.2,0.347980000000001,4
sheridan,2007,32208,2,50572.68,485623.2,0.10414,4
sheridan,2007,32536,2,260733.0024,534185.52,0.488095636363638,6
sheridan,2007,32874,16,218091.5988,708200.5,0.307952502857144,4
sheridan,2007,32929,2,157885.44,424920.3,0.371565714285715,4
sheridan,2007,33013,,,,,
null_geo9,2007,33129,2,156651.96,485623.2,0.322579999999999,4
sheridan,2007,33231,24,314685.4176,959105.82,0.328103696202531,4
null_geo9,2007,33596,2,191818.4748,485623.2,0.394995400000001,4
sheridan,2007,33769,,,,,
null_geo9,2007,33851,2,262731.24,501810.64,0.523567741935484,4
null_geo9,2007,33967,2,138371.7864,501810.64,0.275745677419355,4
null_geo9,2007,34042,2,134449.32,465388.9,0.288897391304348,4
sheridan,2007,34244,2,102206.1528,263045.9,0.388549661538461,6
sheridan,2007,34393,16,191189.4,485623.2,0.393700000000001,4
null_geo9,2007,34701,2,212849.3088,485623.2,0.4383024,4
sheridan,2007,34746,2,170220.24,465388.9,0.36576,4
null_geo9,2007,34939,,,,,
sheridan,2007,3504,2,157885.44,356123.68,0.443345454545453,4
sheridan,2007,35060,2,202290.72,566560.4,0.357051428571428,4
sheridan,2007,35096,2,208741.8204,489670.06,0.42629176859504,4
null_geo9,2007,35196,2,176387.64,485623.2,0.363220000000001,4
sheridan,2007,3530,24,236655.4728,493716.92,0.479335475409835,3
sheridan,2007,35717,,,,,
sheridan,2007,35833,2,212355.9168,517998.08,0.409956,6
sheridan,2007,35872,2,191608.7832,497763.78,0.384940097560975,4
sheridan,2007,3595,24,195962.9676,493716.92,0.39691455737705,4
sheridan,2007,35961,2,147178.8336,323748.8,0.4546092,6
null_geo9,2007,36129,2,147067.8204,428967.16,0.342842490566039,4
sheridan,2007,36589,16,227971.7736,481576.34,0.473387697478992,4
null_geo9,2007,3675,2,254096.88,485623.2,0.523240000000001,4
sheridan,2007,36799,24,304940.9256,1011715,0.301410624,4
null_geo9,2007,36802,2,471189.36,938871.52,0.501868965517241,4
sheridan,2007,36832,,,,,
sheridan,2007,3724,2,109779.72,182108.7,0.602826666666667,4
sheridan,2007,37325,2,150484.56,437060.88,0.344311111111111,4
sheridan,2007,37367,2,377395.5408,708200.5,0.532894902857144,4
null_geo9,2007,37426,2,244229.04,485623.2,0.50292,4
null_geo9,2007,37740,2,466366.4532,1129073.94,0.413053161290322,4
sheridan,2007,37865,2,236100.4068,489670.06,0.482163371900826,4
sheridan,2007,37880,24,172687.2,501810.64,0.344129032258066,4
sheridan,2007,37899,2,225726.84,566560.4,0.398417142857144,4
null_geo9,2007,37955,2,160648.4352,485623.2,0.330809599999999,4
sheridan,2007,37968,2,183517.1544,971246.4,0.1889506,3
sheridan,2007,38070,25,193767.3732,1011715,0.191524128,4
null_geo9,2007,38071,2,420073.9488,1092652.2,0.384454399999999,4
null_geo9,2007,38474,24,172156.8036,485623.2,0.354507799999999,4
null_geo9,2007,38632,2,194889.84,485623.2,0.401320000000001,4
null_geo9,2007,3870,2,143083.68,364217.4,0.392853333333334,4
sheridan,2007,39093,23,226491.5976,890309.2,0.254397163636364,4
sheridan,2007,39366,2,143083.68,485623.2,0.29464,4
sheridan,2007,39475,,,,,
null_geo9,2007,39526,2,510660.72,983386.98,0.519288888888888,4
sheridan,2007,39547,2,180088.08,485623.2,0.370840000000001,4
null_geo9,2007,39892,2,160352.4,485623.2,0.330199999999999,4
null_geo9,2007,3998,2,201057.24,485623.2,0.414019999999999,4
sheridan,2007,4011,2,52398.2304,404686,0.12947904,4
sheridan,2007,40161,24,171453.72,493716.92,0.34727213114754,4
sheridan,2007,4022,2,156146.2332,453248.32,0.344505642857144,4
null_geo9,2007,40358,48,483524.16,1448775.88,0.333747486033521,4
null_geo9,2007,40372,2,243933.0048,493716.92,0.494075803278689,4
sheridan,2007,40395,2,167753.28,477529.48,0.351294915254239,4
sheridan,2007,40527,17,54273.12,416826.58,0.130205825242718,4
null_geo9,2007,40566,2,368810.52,574654.12,0.641797183098591,4
null_geo9,2007,40837,2,211208.7804,485623.2,0.434924200000001,4
sheridan,2007,41079,2,184294.2468,485623.2,0.379501399999999,3
sheridan,2007,41462,2,269268.684,445154.6,0.604889454545453,3
sheridan,2007,41747,16,155418.48,485623.2,0.32004,3
sheridan,2007,4201,2,50683.6932,485623.2,0.1043686,3
null_geo9,2007,42183,2,134449.32,485623.2,0.27686,4
