"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2015,"Y","WH",1774475.96917185,330.8,1598,1616,2186,2988,3327
2016,"Y","WH",3833821.84630752,4228,4482,4669,4585,4680,5160
2017,"Y","WH",1524133.6973199,1010,4527,4647,4571,4680,5335
2006,"Y","SG",4260462.62783571,4342,5773,5827,5829,5899,6008
2007,"Y","SG",674102.92610052,3579,5797,5813,5815,5842,5953
2008,"Y","SG",982986.03010782,4964,5922,5956,5959,5975,6171
2009,"Y","SG",654015.81328884,5101,6285,6292,6286,6293,6320
2010,"Y","SG",852958.48775634,4246,5714,5816,5793,5872,5950
2011,"Y","SG",835473.57922008,5075,5445,5492,5509,5555,5749
2012,"Y","SG",883860.76429713,3397,5471,5596,5545,5656,5675
2013,"Y","SG",5367035.9073303,2962,5620,5678,5662,5770,5892
2014,"Y","SG",7797902.01963345,4148,6097,6133,6134,6171,6477
2015,"Y","SG",7497034.92648144,4527,5992,6005,5996,6034,6202
2016,"Y","SG",6723779.77519884,4093,5844,5868,5866,5897,6061
2017,"Y","SG",3439835.32853988,5196,5880,5910,5899,5950,6071
2006,"Y","SB",886111.46983107,3457,3633,3663,3660,3706,3714
2007,"Y","SB",2210846.29627536,3312,3480,3508,3504,3519,3587
2008,"Y","SB",4841670.66985701,2572,3739,3743,3755,3799,3845
2009,"Y","SB",6044342.37327927,2743,3959,3973,3972,3990,4012
2010,"Y","SB",7997657.01831954,2137,3549,3587,3587,3631,3695
2011,"Y","SB",5339210.47669728,2449,3447,3483,3489,3538,3675
2012,"Y","SB",4142340.41260356,1662,3390,3409,3421,3491,3614
2013,"Y","SB",4978395.51165099,1458,3504,3542,3525,3548,3702
2014,"Y","SB",2889523.15918227,2596,3845,3872,3870,3929,4036
2015,"Y","SB",4245244.67751543,2590,3745,3750,3756,3757,3889
2016,"Y","SB",2550909.44256975,2675,3602,3642,3628,3668,3754
2017,"Y","SB",4148347.47079356,2923,3791,3806,3795,3812,3845
2006,"Y","AL",1126949.49813393,3061,3243,3249,3263,3295,3308
2007,"Y","AL",980005.39206336,1853,3320,3325,3334,3360,3396
2008,"Y","AL",981546.29449353,1755,3414,3450,3436,3481,3482
2009,"Y","AL",390258.32045418,2211,3390,3392,3401,3412,3449
2010,"Y","AL",860466.90987693,2173,3298,3326,3320,3335,3376
2011,"Y","AL",770586.24977694,3041,3185,3256,3232,3279,3297
2012,"Y","AL",454485.47818815,1252,2997,3009,3029,3100,3121
2013,"Y","AL",775980.89842914,593.6,2835,2977,2917,3062,3089
2014,"Y","AL",922891.13612523,2439,3373,3388,3381,3416,3440
2015,"Y","AL",518785.2213948,1741,3190,3205,3084,3214,3295
2016,"Y","AL",409475.02827996,1347,3151,3179,3129,3206,3285
2017,"Y","AL",541025.89839333,1902,3150,3194,3167,3222,3223
