"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2015,"Y","WH",1774640.34394227,330.8,1598,1616,2187,2988,3327
2016,"Y","WH",3833819.25504786,4228,4482,4669,4585,4680,5160
2017,"Y","WH",1524133.69159824,1010,4527,4647,4571,4680,5335
2006,"Y","SG",4256342.4410874,4342,5795,5813,5824,5883,6009
2007,"Y","SG",678657.83878152,3579,5831,5871,5855,5879,5962
2008,"Y","SG",986349.32372979,4964,5960,5963,5979,5995,6167
2009,"Y","SG",655625.86195086,5101,6299,6306,6302,6307,6334
2010,"Y","SG",865544.88669939,4246,5849,5890,5878,5922,5964
2011,"Y","SG",839356.59463893,5075,5483,5519,5535,5566,5738
2012,"Y","SG",890419.90772151,3397,5493,5639,5586,5660,5689
2013,"Y","SG",5409655.02222093,2962,5685,5735,5707,5767,5982
2014,"Y","SG",7880011.7355963,4148,6181,6205,6199,6225,6502
2015,"Y","SG",7522721.15739255,4527,6003,6022,6016,6054,6255
2016,"Y","SG",6778388.08070343,4093,5900,5912,5914,5944,6044
2017,"Y","SG",3454362.86566257,5196,5917,5934,5924,5965,6097
2006,"Y","SB",885954.53278683,3505,3645,3648,3659,3703,3714
2007,"Y","SB",2228826.73657887,3392,3513,3540,3532,3541,3590
2008,"Y","SB",4909985.59495977,2572,3802,3814,3808,3832,3846
2009,"Y","SB",6051079.03273272,2743,3964,3981,3977,3994,4013
2010,"Y","SB",8105565.12001425,2137,3603,3641,3636,3666,3708
2011,"Y","SB",5397698.54823318,2449,3492,3536,3527,3564,3662
2012,"Y","SB",4157838.66801312,1662,3396,3417,3434,3499,3636
2013,"Y","SB",5016334.84576524,1458,3507,3556,3552,3568,3753
2014,"Y","SB",2913400.38770181,2596,3878,3910,3902,3957,4064
2015,"Y","SB",4244692.54924962,2590,3742,3749,3756,3751,3919
2016,"Y","SB",2575907.97397488,2675,3620,3693,3664,3707,3769
2017,"Y","SB",4158985.38418089,2923,3808,3813,3805,3817,3846
2006,"Y","AL",1133190.15629256,3137,3270,3286,3281,3290,3311
2007,"Y","AL",984496.00667256,1853,3331,3333,3349,3384,3410
2008,"Y","AL",987657.18977286,1755,3435,3478,3457,3500,3502
2009,"Y","AL",392107.15875177,2211,3410,3410,3417,3421,3449
2010,"Y","AL",871235.55401283,2173,3343,3368,3361,3371,3387
2011,"Y","AL",768993.59085624,3093,3198,3218,3226,3252,3263
2012,"Y","AL",449882.47362222,1252,2958,2964,2999,3076,3086
2013,"Y","AL",815746.09664637,593.6,3073,3129,3066,3144,3170
2014,"Y","AL",927302.73059583,2439,3404,3406,3397,3414,3454
2015,"Y","AL",526652.96969259,1741,3219,3262,3131,3287,3327
2016,"Y","AL",409936.70782584,1347,3160,3170,3133,3209,3258
2017,"Y","AL",546040.52313183,1902,3204,3206,3197,3247,3287
